"","key_resp.corr","Run","PartID","expName","modality","task"
"484",0,3,"f005","auditory","linguistic","SSL"
"485",0,3,"f005","auditory","linguistic","SSL"
"486",1,3,"f005","auditory","linguistic","SSL"
"487",0,3,"f005","auditory","linguistic","SSL"
"488",0,3,"f005","auditory","linguistic","SSL"
"489",0,3,"f005","auditory","linguistic","SSL"
"490",1,3,"f005","auditory","linguistic","SSL"
"491",0,3,"f005","auditory","linguistic","SSL"
"492",1,3,"f005","auditory","linguistic","SSL"
"493",0,3,"f005","auditory","linguistic","SSL"
"494",0,3,"f005","auditory","linguistic","SSL"
"495",0,3,"f005","auditory","linguistic","SSL"
"496",1,3,"f005","auditory","linguistic","SSL"
"497",1,3,"f005","auditory","linguistic","SSL"
"498",1,3,"f005","auditory","linguistic","SSL"
"499",0,3,"f005","auditory","linguistic","SSL"
