"","key_resp.corr","Run","PartID","expName","modality","task"
"481",0,6,"f005","auditory","non-linguistic","TSL"
"482",1,6,"f005","auditory","non-linguistic","TSL"
"483",0,6,"f005","auditory","non-linguistic","TSL"
"484",1,6,"f005","auditory","non-linguistic","TSL"
"485",1,6,"f005","auditory","non-linguistic","TSL"
"486",1,6,"f005","auditory","non-linguistic","TSL"
"487",0,6,"f005","auditory","non-linguistic","TSL"
"488",1,6,"f005","auditory","non-linguistic","TSL"
"489",0,6,"f005","auditory","non-linguistic","TSL"
"490",1,6,"f005","auditory","non-linguistic","TSL"
"491",1,6,"f005","auditory","non-linguistic","TSL"
"492",1,6,"f005","auditory","non-linguistic","TSL"
"493",0,6,"f005","auditory","non-linguistic","TSL"
"494",1,6,"f005","auditory","non-linguistic","TSL"
"495",0,6,"f005","auditory","non-linguistic","TSL"
"496",0,6,"f005","auditory","non-linguistic","TSL"
