"","key_resp.corr","Run","PartID","expName","modality","task"
"484",1,3,"f003","auditory","linguistic","SSL"
"485",1,3,"f003","auditory","linguistic","SSL"
"486",1,3,"f003","auditory","linguistic","SSL"
"487",1,3,"f003","auditory","linguistic","SSL"
"488",0,3,"f003","auditory","linguistic","SSL"
"489",0,3,"f003","auditory","linguistic","SSL"
"490",0,3,"f003","auditory","linguistic","SSL"
"491",1,3,"f003","auditory","linguistic","SSL"
"492",1,3,"f003","auditory","linguistic","SSL"
"493",0,3,"f003","auditory","linguistic","SSL"
"494",1,3,"f003","auditory","linguistic","SSL"
"495",0,3,"f003","auditory","linguistic","SSL"
"496",1,3,"f003","auditory","linguistic","SSL"
"497",1,3,"f003","auditory","linguistic","SSL"
"498",0,3,"f003","auditory","linguistic","SSL"
"499",1,3,"f003","auditory","linguistic","SSL"
"500",0,3,"f003","auditory","linguistic","SSL"
"501",0,3,"f003","auditory","linguistic","SSL"
"502",1,3,"f003","auditory","linguistic","SSL"
"503",0,3,"f003","auditory","linguistic","SSL"
"504",1,3,"f003","auditory","linguistic","SSL"
"505",1,3,"f003","auditory","linguistic","SSL"
"506",1,3,"f003","auditory","linguistic","SSL"
"507",1,3,"f003","auditory","linguistic","SSL"
"508",1,3,"f003","auditory","linguistic","SSL"
"509",1,3,"f003","auditory","linguistic","SSL"
"510",0,3,"f003","auditory","linguistic","SSL"
"511",1,3,"f003","auditory","linguistic","SSL"
"512",1,3,"f003","auditory","linguistic","SSL"
"513",1,3,"f003","auditory","linguistic","SSL"
"514",1,3,"f003","auditory","linguistic","SSL"
"515",1,3,"f003","auditory","linguistic","SSL"
