soundFile,word,location,repetition,trialnum,condition,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,structured_block_key_resp.keys,structured_block_key_resp.rt,random_block_key_resp.keys,random_block_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
pi.wav,1,1,1,1,S,0,0,0,0,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
tu.wav,1,2,1,2,S,0,1,1,1,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bi.wav,1,3,1,3,S,0,2,2,2,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
di.wav,2,1,1,4,S,0,3,3,3,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ba.wav,2,2,1,5,S,0,4,4,4,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pu.wav,2,3,1,6,S,0,5,5,5,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ta.wav,3,1,1,7,S,0,6,6,6,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ti.wav,3,2,1,8,S,0,7,7,7,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
du.wav,3,3,1,9,S,0,8,8,8,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pi.wav,1,1,2,10,S,0,9,9,9,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
tu.wav,1,2,2,11,S,0,10,10,10,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bi.wav,1,3,2,12,S,0,11,11,11,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bu.wav,4,1,1,13,S,0,12,12,12,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pa.wav,4,2,1,14,S,0,13,13,13,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
da.wav,4,3,1,15,S,0,14,14,14,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
di.wav,2,1,2,16,S,0,15,15,15,,,,,4,0.241943696048,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ba.wav,2,2,2,17,S,0,16,16,16,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pu.wav,2,3,2,18,S,0,17,17,17,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ta.wav,3,1,2,19,S,0,18,18,18,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ti.wav,3,2,2,20,S,0,19,19,19,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
du.wav,3,3,2,21,S,0,20,20,20,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pi.wav,1,1,3,22,S,0,21,21,21,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
tu.wav,1,2,3,23,S,0,22,22,22,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bi.wav,1,3,3,24,S,0,23,23,23,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
1A.wav,0,1,1,1,R,,,,,0,0,0,0,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
1B.wav,0,2,1,2,R,,,,,0,1,1,1,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
4A.wav,0,3,1,3,R,,,,,0,2,2,2,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
1C.wav,0,1,1,4,R,,,,,0,3,3,3,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3C.wav,0,2,1,5,R,,,,,0,4,4,4,,,4,0.191944435704,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
2C.wav,0,3,1,6,R,,,,,0,5,5,5,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
2A.wav,0,1,1,7,R,,,,,0,6,6,6,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3B.wav,0,2,1,8,R,,,,,0,7,7,7,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
2B.wav,0,3,1,9,R,,,,,0,8,8,8,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
1C.wav,0,1,1,10,R,,,,,0,9,9,9,,,4,0.0466291694902,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
4C.wav,0,2,1,11,R,,,,,0,10,10,10,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3B.wav,0,3,1,12,R,,,,,0,11,11,11,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
4B.wav,0,1,1,13,R,,,,,0,12,12,12,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3A.wav,0,2,1,14,R,,,,,0,13,13,13,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3C.wav,0,3,1,15,R,,,,,0,14,14,14,,,4,0.141918721842,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3B.wav,0,1,1,16,R,,,,,0,15,15,15,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3A.wav,0,2,1,17,R,,,,,0,16,16,16,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
4A.wav,0,3,1,18,R,,,,,0,17,17,17,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3A.wav,0,1,1,19,R,,,,,0,18,18,18,,,4,0.20025133458,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
4C.wav,0,2,1,20,R,,,,,0,19,19,19,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
3C.wav,0,3,1,21,R,,,,,0,20,20,20,,,4,0.0919140570331,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
4B.wav,0,1,1,22,R,,,,,0,21,21,21,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
1A.wav,0,2,1,23,R,,,,,0,22,22,22,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
1B.wav,0,3,1,24,R,,,,,0,23,23,23,,,None,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bu.wav,4,1,2,25,S,0,0,0,0,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pa.wav,4,2,2,26,S,0,1,1,1,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
da.wav,4,3,2,27,S,0,2,2,2,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
di.wav,2,1,3,28,S,0,3,3,3,,,,,4,0.391933512874,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ba.wav,2,2,3,29,S,0,4,4,4,,,,,4,0.171687764814,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pu.wav,2,3,3,30,S,0,5,5,5,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bu.wav,4,1,3,31,S,0,6,6,6,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pa.wav,4,2,3,32,S,0,7,7,7,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
da.wav,4,3,3,33,S,0,8,8,8,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ta.wav,3,1,3,34,S,0,9,9,9,,,,,4,0.275255487533,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ti.wav,3,2,3,35,S,0,10,10,10,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
du.wav,3,3,3,36,S,0,11,11,11,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pi.wav,1,1,4,37,S,0,12,12,12,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
tu.wav,1,2,4,38,S,0,13,13,13,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bi.wav,1,3,4,39,S,0,14,14,14,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ta.wav,3,1,4,40,S,0,15,15,15,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ti.wav,3,2,4,41,S,0,16,16,16,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
du.wav,3,3,4,42,S,0,17,17,17,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pi.wav,1,1,5,43,S,0,18,18,18,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
tu.wav,1,2,5,44,S,0,19,19,19,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bi.wav,1,3,5,45,S,0,20,20,20,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bu.wav,4,1,4,46,S,0,21,21,21,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pa.wav,4,2,4,47,S,0,22,22,22,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
da.wav,4,3,4,48,S,0,23,23,23,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,24,24,24,,,,,4,0.208513007266,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,25,25,25,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,26,26,26,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,27,27,27,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,28,28,28,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,29,29,29,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,30,30,30,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,31,31,31,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,32,32,32,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,33,33,33,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,34,34,34,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
silence.wav,0,0,0,0,B,0,35,35,35,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
di.wav,2,1,4,49,S,0,36,36,36,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ba.wav,2,2,4,50,S,0,37,37,37,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pu.wav,2,3,4,51,S,0,38,38,38,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ta.wav,3,1,5,52,S,0,39,39,39,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
ti.wav,3,2,5,53,S,0,40,40,40,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
du.wav,3,3,5,54,S,0,41,41,41,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pi.wav,1,1,6,55,S,0,42,42,42,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
tu.wav,1,2,6,56,S,0,43,43,43,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bi.wav,1,3,6,57,S,0,44,44,44,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
bu.wav,4,1,5,58,S,0,45,45,45,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
pa.wav,4,2,5,59,S,0,46,46,46,,,,,None,,,,da,1,005,120.153933496,1C,auditory,2017_Oct_31_1018,
