"","id","task","trial","reaction_time","targ_index","group","gender","age_at_web_month","age_at_web_year","hit_trial_n","sl_aprime","domain","modality","scaled_rt","mean_rt","rt_slope_raw","initial_rt"
"575","blast_a_006","tsl",103,-321.333333333324,7,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",-4.37547396542187,288.341,1.531,288.341
"576","blast_a_006","tsl",415,300.000000000011,33,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.0836729839792856,288.341,1.531,288.341
"577","blast_a_006","tsl",127,299.999999999997,9,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.0836729839791848,288.341,1.531,288.341
"578","blast_a_006","tsl",439,358.666666666636,35,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.504708318257205,288.341,1.531,288.341
"579","blast_a_006","tsl",457,281.333333333293,36,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",-0.0502928042005163,288.341,1.531,288.341
"580","blast_a_006","tsl",517,350.666666666655,41,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.447294409037584,288.341,1.531,288.341
"581","blast_a_006","tsl",475,310.666666666634,38,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.160224862938648,288.341,1.531,288.341
"582","blast_a_006","tsl",391,350.666666666655,31,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.447294409037584,288.341,1.531,288.341
"583","blast_a_006","tsl",406,318.666666666672,32,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.217638772158678,288.341,1.531,288.341
"584","blast_a_006","tsl",28,510.666666666676,1,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",1.59557259343288,288.341,1.531,288.341
"585","blast_a_006","tsl",385,310.666666666663,30,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.160224862938856,288.341,1.531,288.341
"586","blast_a_006","tsl",586,300.000000000011,48,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.0836729839792856,288.341,1.531,288.341
"587","blast_a_006","tsl",541,339.999999999975,44,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.370742530077813,288.341,1.531,288.341
"588","blast_a_006","tsl",532,321.333333333314,43,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.23677674189842,288.341,1.531,288.341
"589","blast_a_006","tsl",523,318.666666666616,42,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.217638772158276,288.341,1.531,288.341
"590","blast_a_006","tsl",553,249.333333333311,45,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",-0.279948441079416,288.341,1.531,288.341
"591","blast_a_006","tsl",574,348.000000000013,47,"adult","M",251,20.9166666666667,43,0.923436857260387,"nonling","auditory",0.428156439297843,288.341,1.531,288.341
"682","blast_a_007","tsl",91,391.609977324275,6,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.301952045213476,271.807,-2.273,271.807
"683","blast_a_007","tsl",82,889.024943310651,5,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",1.55563407621697,271.807,-2.273,271.807
"684","blast_a_007","tsl",511,-214.285714285704,42,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-1.22514422887545,271.807,-2.273,271.807
"685","blast_a_007","tsl",223,-53.5600907029448,16,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-0.820052223233917,271.807,-2.273,271.807
"686","blast_a_007","tsl",235,85.7596371882323,17,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-0.468911523084076,271.807,-2.273,271.807
"687","blast_a_007","tsl",148,21.9047619047785,11,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-0.629851010652747,271.807,-2.273,271.807
"688","blast_a_007","tsl",115,484.48979591836,8,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.536045845313286,271.807,-2.273,271.807
"689","blast_a_007","tsl",124,-7.12018140589521,9,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-0.703005323183994,271.807,-2.273,271.807
"690","blast_a_007","tsl",433,184.444444444466,35,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-0.220186860477982,271.807,-2.273,271.807
"691","blast_a_007","tsl",478,-336.190476190534,39,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-1.53239234150669,271.807,-2.273,271.807
"692","blast_a_007","tsl",52,346.98412698414,3,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.18947728969675,271.807,-2.273,271.807
"693","blast_a_007","tsl",283,-429.070294784576,21,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-1.76648614160639,271.807,-2.273,271.807
"694","blast_a_007","tsl",295,335.374149659856,22,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.160215564684214,271.807,-2.273,271.807
"695","blast_a_007","tsl",580,918.049886621268,47,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",1.62878838874807,271.807,-2.273,271.807
"696","blast_a_007","tsl",595,525.124716553289,48,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.638461882856995,271.807,-2.273,271.807
"697","blast_a_007","tsl",460,-446.485260771037,37,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-1.81037872912528,271.807,-2.273,271.807
"698","blast_a_007","tsl",46,358.594104308395,2,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.218739014709212,271.807,-2.273,271.807
"699","blast_a_007","tsl",370,380.000000000006,30,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.272690320200979,271.807,-2.273,271.807
"700","blast_a_007","tsl",67,501.904761904764,4,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.579938432832033,271.807,-2.273,271.807
