soundFile,word,location,repetition,trialnum,condition,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,sound_block_key_resp.keys,tone_block_key_resp.keys,starget,Run,PartID,frameRate,ttarget,expName,date,
du.wav,3,3,7,84,S,0,83,83,83,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,7,85,S,0,84,84,84,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,7,86,S,0,85,85,85,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,7,87,S,0,86,86,86,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,8,88,S,0,87,87,87,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,8,89,S,0,88,88,88,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,8,90,S,0,89,89,89,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pi.wav,1,1,9,91,S,0,90,90,90,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
tu.wav,1,2,9,92,S,0,91,91,91,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bi.wav,1,3,9,93,S,0,92,92,92,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,8,94,S,0,93,93,93,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,8,95,S,0,94,94,94,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,8,96,S,0,95,95,95,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,96,96,96,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,97,97,97,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,98,98,98,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,99,99,99,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,100,100,100,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,101,101,101,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,102,102,102,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,103,103,103,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,104,104,104,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,105,105,105,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,106,106,106,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,107,107,107,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,108,108,108,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,109,109,109,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,110,110,110,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,111,111,111,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,112,112,112,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,113,113,113,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,114,114,114,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,115,115,115,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,116,116,116,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,117,117,117,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,118,118,118,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,119,119,119,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pi.wav,1,1,10,97,S,0,0,0,0,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
tu.wav,1,2,10,98,S,0,1,1,1,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bi.wav,1,3,10,99,S,0,2,2,2,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,8,100,S,0,3,3,3,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,8,101,S,0,4,4,4,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,8,102,S,0,5,5,5,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,9,103,S,0,6,6,6,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,9,104,S,0,7,7,7,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,9,105,S,0,8,8,8,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,9,106,S,0,9,9,9,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,9,107,S,0,10,10,10,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,9,108,S,0,11,11,11,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,9,109,S,0,12,12,12,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,9,110,S,0,13,13,13,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,9,111,S,0,14,14,14,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pi.wav,1,1,11,112,S,0,15,15,15,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
tu.wav,1,2,11,113,S,0,16,16,16,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bi.wav,1,3,11,114,S,0,17,17,17,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,10,115,S,0,18,18,18,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,10,116,S,0,19,19,19,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,10,117,S,0,20,20,20,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,10,118,S,0,21,21,21,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,10,119,S,0,22,22,22,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,10,120,S,0,23,23,23,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,10,121,S,0,24,24,24,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,10,122,S,0,25,25,25,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,10,123,S,0,26,26,26,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pi.wav,1,1,12,124,S,0,27,27,27,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
tu.wav,1,2,12,125,S,0,28,28,28,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bi.wav,1,3,12,126,S,0,29,29,29,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,11,127,S,0,30,30,30,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,11,128,S,0,31,31,31,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,11,129,S,0,32,32,32,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,11,130,S,0,33,33,33,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,11,131,S,0,34,34,34,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,11,132,S,0,35,35,35,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,11,133,S,0,36,36,36,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,11,134,S,0,37,37,37,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,11,135,S,0,38,38,38,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,12,136,S,0,39,39,39,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,12,137,S,0,40,40,40,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,12,138,S,0,41,41,41,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,12,139,S,0,42,42,42,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,12,140,S,0,43,43,43,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,12,141,S,0,44,44,44,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,12,142,S,0,45,45,45,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,12,143,S,0,46,46,46,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,12,144,S,0,47,47,47,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pi.wav,1,1,13,145,S,0,48,48,48,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
tu.wav,1,2,13,146,S,0,49,49,49,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bi.wav,1,3,13,147,S,0,50,50,50,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,13,148,S,0,51,51,51,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,13,149,S,0,52,52,52,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,13,150,S,0,53,53,53,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pi.wav,1,1,14,151,S,0,54,54,54,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
tu.wav,1,2,14,152,S,0,55,55,55,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bi.wav,1,3,14,153,S,0,56,56,56,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,13,154,S,0,57,57,57,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,13,155,S,0,58,58,58,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,13,156,S,0,59,59,59,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,13,157,S,0,60,60,60,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,13,158,S,0,61,61,61,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,13,159,S,0,62,62,62,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pi.wav,1,1,15,160,S,0,63,63,63,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
tu.wav,1,2,15,161,S,0,64,64,64,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bi.wav,1,3,15,162,S,0,65,65,65,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,14,163,S,0,66,66,66,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,14,164,S,0,67,67,67,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,14,165,S,0,68,68,68,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,14,166,S,0,69,69,69,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,14,167,S,0,70,70,70,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,14,168,S,0,71,71,71,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,14,169,S,0,72,72,72,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,14,170,S,0,73,73,73,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,14,171,S,0,74,74,74,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,15,172,S,0,75,75,75,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,15,173,S,0,76,76,76,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,15,174,S,0,77,77,77,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pi.wav,1,1,16,175,S,0,78,78,78,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
tu.wav,1,2,16,176,S,0,79,79,79,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bi.wav,1,3,16,177,S,0,80,80,80,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,15,178,S,0,81,81,81,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,15,179,S,0,82,82,82,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,15,180,S,0,83,83,83,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,15,181,S,0,84,84,84,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,15,182,S,0,85,85,85,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,15,183,S,0,86,86,86,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ta.wav,3,1,16,184,S,0,87,87,87,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ti.wav,3,2,16,185,S,0,88,88,88,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
du.wav,3,3,16,186,S,0,89,89,89,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
di.wav,2,1,16,187,S,0,90,90,90,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
ba.wav,2,2,16,188,S,0,91,91,91,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pu.wav,2,3,16,189,S,0,92,92,92,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
bu.wav,4,1,16,190,S,0,93,93,93,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
pa.wav,4,2,16,191,S,0,94,94,94,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
da.wav,4,3,16,192,S,0,95,95,95,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,96,96,96,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,97,97,97,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,98,98,98,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,99,99,99,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,100,100,100,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,101,101,101,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,102,102,102,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,103,103,103,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,104,104,104,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,105,105,105,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,106,106,106,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,107,107,107,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,108,108,108,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,109,109,109,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,110,110,110,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,111,111,111,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,112,112,112,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,113,113,113,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,114,114,114,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,115,115,115,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,116,116,116,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,117,117,117,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,118,118,118,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
silence.wav,0,0,0,0,B,0,119,119,119,,,,,None,,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
2B.wav,0,1,1,97,R,,,,,0,0,0,0,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
3C.wav,0,2,1,98,R,,,,,0,1,1,1,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
4A.wav,0,3,1,99,R,,,,,0,2,2,2,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
2B.wav,0,1,1,100,R,,,,,0,3,3,3,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
4B.wav,0,2,1,101,R,,,,,0,4,4,4,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
4A.wav,0,3,1,102,R,,,,,0,5,5,5,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
2C.wav,0,1,1,103,R,,,,,0,6,6,6,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
3B.wav,0,2,1,104,R,,,,,0,7,7,7,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
2A.wav,0,3,1,105,R,,,,,0,8,8,8,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
3A.wav,0,1,1,106,R,,,,,0,9,9,9,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
2B.wav,0,2,1,107,R,,,,,0,10,10,10,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
1C.wav,0,3,1,108,R,,,,,0,11,11,11,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
2A.wav,0,1,1,109,R,,,,,0,12,12,12,,None,bi,1,,120.063897347,1c,auditory,2018_Jan_30_1352,
