word,location,image,repetition,trialnum,condition,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
0,1,L.png,1,193,R,0,0,0,0,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,2,M.png,1,194,R,0,1,1,1,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,3,E.png,1,195,R,0,2,2,2,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,1,F.png,1,196,R,0,3,3,3,,,,,,,,,4,0.43369453468,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,2,E.png,1,197,R,0,4,4,4,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,3,D.png,1,198,R,0,5,5,5,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,1,C.png,1,199,R,0,6,6,6,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,2,L.png,1,200,R,0,7,7,7,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,3,A.png,1,201,R,0,8,8,8,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,1,B.png,1,202,R,0,9,9,9,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,2,B.png,1,203,R,0,10,10,10,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,3,H.png,1,204,R,0,11,11,11,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,1,G.png,1,205,R,0,12,12,12,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,2,K.png,1,206,R,0,13,13,13,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,3,G.png,1,207,R,0,14,14,14,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,1,A.png,1,208,R,0,15,15,15,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,2,M.png,1,209,R,0,16,16,16,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,3,K.png,1,210,R,0,17,17,17,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,1,C.png,1,211,R,0,18,18,18,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,2,J.png,1,212,R,0,19,19,19,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,3,J.png,1,213,R,0,20,20,20,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,1,H.png,1,214,R,0,21,21,21,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
0,2,D.png,1,215,R,0,22,22,22,,,,,,,,,None,,,,,4,18,blast_a_014,F,120.016359757,visual,2018_Jul_13_1134,
