soundFile,word,location,repetition,trialnum,condition,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,tone_block_key_resp.keys,tone_block_key_resp.rt,sound_block_key_resp.keys,sound_block_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
1A.wav,0,2,1,113,R,0,16,16,16,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3B.wav,0,3,1,114,R,0,17,17,17,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2A.wav,0,1,1,115,R,0,18,18,18,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3A.wav,0,2,1,116,R,0,19,19,19,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2C.wav,0,3,1,117,R,0,20,20,20,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1B.wav,0,1,1,118,R,0,21,21,21,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4B.wav,0,2,1,119,R,0,22,22,22,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3C.wav,0,3,1,120,R,0,23,23,23,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1B.wav,0,1,1,121,R,0,24,24,24,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3C.wav,0,2,1,122,R,0,25,25,25,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2B.wav,0,3,1,123,R,0,26,26,26,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4C.wav,0,1,1,124,R,0,27,27,27,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2A.wav,0,2,1,125,R,0,28,28,28,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1B.wav,0,3,1,126,R,0,29,29,29,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1A.wav,0,1,1,127,R,0,30,30,30,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4A.wav,0,2,1,128,R,0,31,31,31,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3A.wav,0,3,1,129,R,0,32,32,32,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1C.wav,0,1,1,130,R,0,33,33,33,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1C.wav,0,2,1,131,R,0,34,34,34,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4B.wav,0,3,1,132,R,0,35,35,35,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2B.wav,0,1,1,133,R,0,36,36,36,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2A.wav,0,2,1,134,R,0,37,37,37,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4C.wav,0,3,1,135,R,0,38,38,38,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1A.wav,0,1,1,136,R,0,39,39,39,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1A.wav,0,2,1,137,R,0,40,40,40,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3B.wav,0,3,1,138,R,0,41,41,41,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2C.wav,0,1,1,139,R,0,42,42,42,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4A.wav,0,2,1,140,R,0,43,43,43,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1B.wav,0,3,1,141,R,0,44,44,44,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1C.wav,0,1,1,142,R,0,45,45,45,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2C.wav,0,2,1,143,R,0,46,46,46,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4B.wav,0,3,1,144,R,0,47,47,47,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2A.wav,0,1,1,145,R,0,48,48,48,,,,,4,0.380205668858,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3A.wav,0,2,1,146,R,0,49,49,49,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3B.wav,0,3,1,147,R,0,50,50,50,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2B.wav,0,1,1,148,R,0,51,51,51,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4C.wav,0,2,1,149,R,0,52,52,52,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2A.wav,0,3,1,150,R,0,53,53,53,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2C.wav,0,1,1,151,R,0,54,54,54,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1A.wav,0,2,1,152,R,0,55,55,55,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3C.wav,0,3,1,153,R,0,56,56,56,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1B.wav,0,1,1,154,R,0,57,57,57,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1A.wav,0,2,1,155,R,0,58,58,58,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1B.wav,0,3,1,156,R,0,59,59,59,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2C.wav,0,1,1,157,R,0,60,60,60,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3C.wav,0,2,1,158,R,0,61,61,61,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1C.wav,0,3,1,159,R,0,62,62,62,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3A.wav,0,1,1,160,R,0,63,63,63,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4B.wav,0,2,1,161,R,0,64,64,64,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3B.wav,0,3,1,162,R,0,65,65,65,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3C.wav,0,1,1,163,R,0,66,66,66,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2B.wav,0,2,1,164,R,0,67,67,67,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1C.wav,0,3,1,165,R,0,68,68,68,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3B.wav,0,1,1,166,R,0,69,69,69,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3A.wav,0,2,1,167,R,0,70,70,70,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4A.wav,0,3,1,168,R,0,71,71,71,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2C.wav,0,1,1,169,R,0,72,72,72,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1A.wav,0,2,1,170,R,0,73,73,73,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2B.wav,0,3,1,171,R,0,74,74,74,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2C.wav,0,1,1,172,R,0,75,75,75,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4B.wav,0,2,1,173,R,0,76,76,76,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1C.wav,0,3,1,174,R,0,77,77,77,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1B.wav,0,1,1,175,R,0,78,78,78,,,,,4,0.0803135698661,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1B.wav,0,2,1,176,R,0,79,79,79,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4C.wav,0,3,1,177,R,0,80,80,80,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4A.wav,0,1,1,178,R,0,81,81,81,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4A.wav,0,2,1,179,R,0,82,82,82,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4C.wav,0,3,1,180,R,0,83,83,83,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4C.wav,0,1,1,181,R,0,84,84,84,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4B.wav,0,2,1,182,R,0,85,85,85,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4A.wav,0,3,1,183,R,0,86,86,86,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1C.wav,0,1,1,184,R,0,87,87,87,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3A.wav,0,2,1,185,R,0,88,88,88,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3C.wav,0,3,1,186,R,0,89,89,89,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
4B.wav,0,1,1,187,R,0,90,90,90,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2B.wav,0,2,1,188,R,0,91,91,91,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2A.wav,0,3,1,189,R,0,92,92,92,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
2A.wav,0,1,1,190,R,0,93,93,93,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
3B.wav,0,2,1,191,R,0,94,94,94,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
1A.wav,0,3,1,192,R,0,95,95,95,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,96,96,96,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,97,97,97,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,98,98,98,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,99,99,99,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,100,100,100,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,101,101,101,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,102,102,102,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,103,103,103,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,104,104,104,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,105,105,105,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,106,106,106,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,107,107,107,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,108,108,108,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,109,109,109,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,110,110,110,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,111,111,111,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,112,112,112,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,113,113,113,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,114,114,114,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,115,115,115,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,116,116,116,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,117,117,117,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,118,118,118,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,119,119,119,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,120,120,120,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,121,121,121,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,122,122,122,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,123,123,123,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
silence.wav,0,0,0,0,B,0,124,124,124,,,,,None,,,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pi.wav,1,1,10,97,S,,,,,0,0,0,0,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
tu.wav,1,2,10,98,S,,,,,0,1,1,1,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bi.wav,1,3,10,99,S,,,,,0,2,2,2,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
di.wav,2,1,8,100,S,,,,,0,3,3,3,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ba.wav,2,2,8,101,S,,,,,0,4,4,4,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pu.wav,2,3,8,102,S,,,,,0,5,5,5,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bu.wav,4,1,9,103,S,,,,,0,6,6,6,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pa.wav,4,2,9,104,S,,,,,0,7,7,7,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
da.wav,4,3,9,105,S,,,,,0,8,8,8,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ta.wav,3,1,9,106,S,,,,,0,9,9,9,,,4,0.0805689519038,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ti.wav,3,2,9,107,S,,,,,0,10,10,10,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
du.wav,3,3,9,108,S,,,,,0,11,11,11,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
di.wav,2,1,9,109,S,,,,,0,12,12,12,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ba.wav,2,2,9,110,S,,,,,0,13,13,13,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pu.wav,2,3,9,111,S,,,,,0,14,14,14,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pi.wav,1,1,11,112,S,,,,,0,15,15,15,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
tu.wav,1,2,11,113,S,,,,,0,16,16,16,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bi.wav,1,3,11,114,S,,,,,0,17,17,17,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ta.wav,3,1,10,115,S,,,,,0,18,18,18,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ti.wav,3,2,10,116,S,,,,,0,19,19,19,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
du.wav,3,3,10,117,S,,,,,0,20,20,20,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bu.wav,4,1,10,118,S,,,,,0,21,21,21,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pa.wav,4,2,10,119,S,,,,,0,22,22,22,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
da.wav,4,3,10,120,S,,,,,0,23,23,23,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
di.wav,2,1,10,121,S,,,,,0,24,24,24,,,4,0.190214512812,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ba.wav,2,2,10,122,S,,,,,0,25,25,25,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pu.wav,2,3,10,123,S,,,,,0,26,26,26,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pi.wav,1,1,12,124,S,,,,,0,27,27,27,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
tu.wav,1,2,12,125,S,,,,,0,28,28,28,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bi.wav,1,3,12,126,S,,,,,0,29,29,29,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
di.wav,2,1,11,127,S,,,,,0,30,30,30,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ba.wav,2,2,11,128,S,,,,,0,31,31,31,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pu.wav,2,3,11,129,S,,,,,0,32,32,32,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bu.wav,4,1,11,130,S,,,,,0,33,33,33,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pa.wav,4,2,11,131,S,,,,,0,34,34,34,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
da.wav,4,3,11,132,S,,,,,0,35,35,35,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ta.wav,3,1,11,133,S,,,,,0,36,36,36,,,4,0.100332735805,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ti.wav,3,2,11,134,S,,,,,0,37,37,37,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
du.wav,3,3,11,135,S,,,,,0,38,38,38,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bu.wav,4,1,12,136,S,,,,,0,39,39,39,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pa.wav,4,2,12,137,S,,,,,0,40,40,40,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
da.wav,4,3,12,138,S,,,,,0,41,41,41,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ta.wav,3,1,12,139,S,,,,,0,42,42,42,,,4,0.440183513798,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ti.wav,3,2,12,140,S,,,,,0,43,43,43,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
du.wav,3,3,12,141,S,,,,,0,44,44,44,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
di.wav,2,1,12,142,S,,,,,0,45,45,45,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ba.wav,2,2,12,143,S,,,,,0,46,46,46,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pu.wav,2,3,12,144,S,,,,,0,47,47,47,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pi.wav,1,1,13,145,S,,,,,0,48,48,48,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
tu.wav,1,2,13,146,S,,,,,0,49,49,49,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bi.wav,1,3,13,147,S,,,,,0,50,50,50,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ta.wav,3,1,13,148,S,,,,,0,51,51,51,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ti.wav,3,2,13,149,S,,,,,0,52,52,52,,,4,0.320438863069,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
du.wav,3,3,13,150,S,,,,,0,53,53,53,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pi.wav,1,1,14,151,S,,,,,0,54,54,54,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
tu.wav,1,2,14,152,S,,,,,0,55,55,55,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bi.wav,1,3,14,153,S,,,,,0,56,56,56,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bu.wav,4,1,13,154,S,,,,,0,57,57,57,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pa.wav,4,2,13,155,S,,,,,0,58,58,58,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
da.wav,4,3,13,156,S,,,,,0,59,59,59,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
di.wav,2,1,13,157,S,,,,,0,60,60,60,,,4,0.200055757072,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
ba.wav,2,2,13,158,S,,,,,0,61,61,61,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pu.wav,2,3,13,159,S,,,,,0,62,62,62,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pi.wav,1,1,15,160,S,,,,,0,63,63,63,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
tu.wav,1,2,15,161,S,,,,,0,64,64,64,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bi.wav,1,3,15,162,S,,,,,0,65,65,65,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
bu.wav,4,1,14,163,S,,,,,0,66,66,66,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
pa.wav,4,2,14,164,S,,,,,0,67,67,67,,,None,,da,1,blast_a_029,100.009690675,2C,auditory,2018_Nov_19_1112,
