"","part_id","mean_entropy"
"1","blast_a_035",0
"2","blast_a_037",0.847
"3","blast_a_038",0
"4","blast_a_039",0.577
"5","blast_a_040",0.93
"6","blast_a_041",0.646
"7","blast_a_042",0.883
"8","blast_a_044",0.658
"9","blast_a_045",0.863
"10","blast_a_046",0.816
"11","blast_a_047",0
"12","blast_a_048",0
"13","blast_a_049",0.792
"14","blast_a_050",0
"15","blast_a_051",0.589
"16","blast_a_026",0.136
"17","blast_a_027",0.136
"18","blast_a_028",0.945
"19","blast_a_030",0.82
"20","blast_a_032",0.488
