"","acc_id","subj_corr"
"1","blast_a_035",1
"2","blast_a_037",0.281
"3","blast_a_038",1
"4","blast_a_039",0.812
"5","blast_a_040",0.375
"6","blast_a_041",0.375
"7","blast_a_042",0.688
"8","blast_a_044",0.781
"9","blast_a_045",0.531
"10","blast_a_046",0.281
"11","blast_a_047",1
"12","blast_a_048",1
"13","blast_a_049",0.719
"14","blast_a_050",1
"15","blast_a_051",0.781
"16","blast_a_026",0.969
"17","blast_a_027",0.969
"18","blast_a_028",0.5
"19","blast_a_030",0.531
"20","blast_a_032",0.875
