"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","M.png",1,"S","None",NA,"",NA,12,1,16,"c","visual"
"2","K.png",2,"S","None",NA,"",NA,12,1,16,"c","visual"
"3","B.png",3,"S","None",NA,"",NA,12,1,16,"c","visual"
"4","A.png",4,"S","None",NA,"",NA,12,1,16,"c","visual"
"5","J.png",5,"S","None",NA,"",NA,12,1,16,"c","visual"
"6","F.png",6,"S","None",NA,"",NA,12,1,16,"c","visual"
"7","D.png",7,"S","None",NA,"",NA,12,1,16,"c","visual"
"8","G.png",8,"S","None",NA,"",NA,12,1,16,"c","visual"
"9","C.png",9,"S","3",0.4481570723,"",NA,12,1,16,"c","visual"
"10","M.png",10,"S","None",NA,"",NA,12,1,16,"c","visual"
"11","K.png",11,"S","None",NA,"",NA,12,1,16,"c","visual"
"12","B.png",12,"S","None",NA,"",NA,12,1,16,"c","visual"
"13","E.png",13,"S","None",NA,"",NA,12,1,16,"c","visual"
"14","L.png",14,"S","None",NA,"",NA,12,1,16,"c","visual"
"15","H.png",15,"S","None",NA,"",NA,12,1,16,"c","visual"
"16","A.png",16,"S","None",NA,"",NA,12,1,16,"c","visual"
"17","J.png",17,"S","None",NA,"",NA,12,1,16,"c","visual"
"18","F.png",18,"S","None",NA,"",NA,12,1,16,"c","visual"
"19","D.png",19,"S","None",NA,"",NA,12,1,16,"c","visual"
"20","G.png",20,"S","None",NA,"",NA,12,1,16,"c","visual"
"21","C.png",21,"S","3",0.581265258661,"",NA,12,1,16,"c","visual"
"22","M.png",22,"S","None",NA,"",NA,12,1,16,"c","visual"
"23","K.png",23,"S","None",NA,"",NA,12,1,16,"c","visual"
"24","B.png",24,"S","None",NA,"",NA,12,1,16,"c","visual"
"25","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"26","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"27","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"28","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"29","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"30","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"31","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"32","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"33","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"34","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"35","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"36","blank.png",0,"B","",NA,"",NA,12,1,16,"c","visual"
"37","Alien9.bmp",1,"R","",NA,"None",NA,12,1,16,"c","visual"
"38","Alien6.bmp",2,"R","",NA,"None",NA,12,1,16,"c","visual"
"39","Alien5.bmp",3,"R","",NA,"None",NA,12,1,16,"c","visual"
