"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","M.png",379,"S","None",NA,"",NA,6,3,4,"f","visual"
"2","K.png",380,"S","None",NA,"",NA,6,3,4,"f","visual"
"3","B.png",381,"S","None",NA,"",NA,6,3,4,"f","visual"
"4","M.png",385,"S","None",NA,"",NA,6,3,4,"f","visual"
"5","K.png",386,"S","None",NA,"",NA,6,3,4,"f","visual"
"6","B.png",387,"S","None",NA,"",NA,6,3,4,"f","visual"
"7","E.png",391,"S","None",NA,"",NA,6,3,4,"f","visual"
"8","L.png",392,"S","None",NA,"",NA,6,3,4,"f","visual"
"9","H.png",393,"S","None",NA,"",NA,6,3,4,"f","visual"
"10","D.png",394,"S","None",NA,"",NA,6,3,4,"f","visual"
"11","G.png",395,"S","None",NA,"",NA,6,3,4,"f","visual"
"12","C.png",396,"S","None",NA,"",NA,6,3,4,"f","visual"
"13","A.png",397,"S","None",NA,"",NA,6,3,4,"f","visual"
"14","J.png",398,"S","None",NA,"",NA,6,3,4,"f","visual"
"15","F.png",399,"S","3",0.514618708519,"",NA,6,3,4,"f","visual"
"16","M.png",400,"S","None",NA,"",NA,6,3,4,"f","visual"
"17","K.png",401,"S","None",NA,"",NA,6,3,4,"f","visual"
"18","B.png",402,"S","None",NA,"",NA,6,3,4,"f","visual"
"19","D.png",403,"S","None",NA,"",NA,6,3,4,"f","visual"
"20","G.png",404,"S","None",NA,"",NA,6,3,4,"f","visual"
"21","C.png",405,"S","None",NA,"",NA,6,3,4,"f","visual"
"22","E.png",406,"S","None",NA,"",NA,6,3,4,"f","visual"
"23","L.png",407,"S","None",NA,"",NA,6,3,4,"f","visual"
"24","H.png",408,"S","None",NA,"",NA,6,3,4,"f","visual"
"25","Alien5.bmp",385,"R","",NA,"None",NA,6,3,4,"f","visual"
"26","Alien7.bmp",386,"R","",NA,"None",NA,6,3,4,"f","visual"
"27","Alien7.bmp",387,"R","",NA,"None",NA,6,3,4,"f","visual"
"28","Alien9.bmp",388,"R","",NA,"None",NA,6,3,4,"f","visual"
"29","Alien5.bmp",389,"R","",NA,"None",NA,6,3,4,"f","visual"
"30","Alien12.bmp",390,"R","",NA,"None",NA,6,3,4,"f","visual"
"31","Alien8.bmp",391,"R","",NA,"None",NA,6,3,4,"f","visual"
"32","Alien4.bmp",392,"R","",NA,"None",NA,6,3,4,"f","visual"
"33","Alien5.bmp",393,"R","",NA,"None",NA,6,3,4,"f","visual"
