"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","Alien4.bmp",379,"S","",NA,"None",NA,6,6,13,"f","visual"
"2","Alien5.bmp",380,"S","",NA,"None",NA,6,6,13,"f","visual"
"3","Alien6.bmp",381,"S","",NA,"4",0.586104375,6,6,13,"f","visual"
"4","Alien4.bmp",385,"S","",NA,"None",NA,6,6,13,"f","visual"
"5","Alien5.bmp",386,"S","",NA,"None",NA,6,6,13,"f","visual"
"6","Alien6.bmp",387,"S","",NA,"4",0.450684943,6,6,13,"f","visual"
"7","Alien7.bmp",391,"S","",NA,"None",NA,6,6,13,"f","visual"
"8","Alien8.bmp",392,"S","",NA,"None",NA,6,6,13,"f","visual"
"9","Alien9.bmp",393,"S","",NA,"None",NA,6,6,13,"f","visual"
"10","Alien10.bmp",394,"S","",NA,"None",NA,6,6,13,"f","visual"
"11","Alien11.bmp",395,"S","",NA,"None",NA,6,6,13,"f","visual"
"12","Alien12.bmp",396,"S","",NA,"None",NA,6,6,13,"f","visual"
"13","Alien1.bmp",397,"S","",NA,"None",NA,6,6,13,"f","visual"
"14","Alien2.bmp",398,"S","",NA,"None",NA,6,6,13,"f","visual"
"15","Alien3.bmp",399,"S","",NA,"None",NA,6,6,13,"f","visual"
"16","Alien4.bmp",400,"S","",NA,"None",NA,6,6,13,"f","visual"
"17","Alien5.bmp",401,"S","",NA,"None",NA,6,6,13,"f","visual"
"18","Alien6.bmp",402,"S","",NA,"4",0.701569353,6,6,13,"f","visual"
"19","Alien10.bmp",403,"S","",NA,"None",NA,6,6,13,"f","visual"
"20","Alien11.bmp",404,"S","",NA,"None",NA,6,6,13,"f","visual"
"21","Alien12.bmp",405,"S","",NA,"None",NA,6,6,13,"f","visual"
"22","Alien7.bmp",406,"S","",NA,"None",NA,6,6,13,"f","visual"
"23","Alien8.bmp",407,"S","",NA,"None",NA,6,6,13,"f","visual"
"24","Alien9.bmp",408,"S","",NA,"None",NA,6,6,13,"f","visual"
"25","K.png",385,"R","None",NA,"",NA,6,6,13,"f","visual"
"26","E.png",386,"R","None",NA,"",NA,6,6,13,"f","visual"
"27","B.png",387,"R","None",NA,"",NA,6,6,13,"f","visual"
"28","B.png",388,"R","None",NA,"",NA,6,6,13,"f","visual"
"29","D.png",389,"R","None",NA,"",NA,6,6,13,"f","visual"
"30","B.png",390,"R","None",NA,"",NA,6,6,13,"f","visual"
"31","G.png",391,"R","None",NA,"",NA,6,6,13,"f","visual"
"32","K.png",392,"R","None",NA,"",NA,6,6,13,"f","visual"
"33","D.png",393,"R","None",NA,"",NA,6,6,13,"f","visual"
"34","L.png",394,"R","None",NA,"",NA,6,6,13,"f","visual"
"35","L.png",395,"R","None",NA,"",NA,6,6,13,"f","visual"
"36","G.png",396,"R","None",NA,"",NA,6,6,13,"f","visual"
"37","E.png",397,"R","None",NA,"",NA,6,6,13,"f","visual"
"38","M.png",398,"R","None",NA,"",NA,6,6,13,"f","visual"
"39","K.png",399,"R","None",NA,"",NA,6,6,13,"f","visual"
"40","C.png",400,"R","None",NA,"",NA,6,6,13,"f","visual"
"41","A.png",401,"R","None",NA,"",NA,6,6,13,"f","visual"
"42","F.png",402,"R","4",0.488061749,"",NA,6,6,13,"f","visual"
"43","J.png",403,"R","None",NA,"",NA,6,6,13,"f","visual"
"44","M.png",404,"R","None",NA,"",NA,6,6,13,"f","visual"
"45","C.png",405,"R","None",NA,"",NA,6,6,13,"f","visual"
"46","H.png",406,"R","None",NA,"",NA,6,6,13,"f","visual"
"47","M.png",407,"R","None",NA,"",NA,6,6,13,"f","visual"
"48","H.png",408,"R","None",NA,"",NA,6,6,13,"f","visual"
"49","blank.png",0,"B","",NA,"",NA,6,6,13,"f","visual"
"50","blank.png",0,"B","",NA,"",NA,6,6,13,"f","visual"
"51","blank.png",0,"B","",NA,"",NA,6,6,13,"f","visual"
"52","blank.png",0,"B","",NA,"",NA,6,6,13,"f","visual"
