"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","Alien4.bmp",379,"S","",NA,"None",NA,3,6,1,"H","visual"
"2","Alien5.bmp",380,"S","",NA,"None",NA,3,6,1,"H","visual"
"3","Alien6.bmp",381,"S","",NA,"None",NA,3,6,1,"H","visual"
"4","Alien4.bmp",385,"S","",NA,"None",NA,3,6,1,"H","visual"
"5","Alien5.bmp",386,"S","",NA,"None",NA,3,6,1,"H","visual"
"6","Alien6.bmp",387,"S","",NA,"None",NA,3,6,1,"H","visual"
"7","Alien7.bmp",391,"S","",NA,"None",NA,3,6,1,"H","visual"
"8","Alien8.bmp",392,"S","",NA,"None",NA,3,6,1,"H","visual"
"9","Alien9.bmp",393,"S","",NA,"None",NA,3,6,1,"H","visual"
"10","Alien10.bmp",394,"S","",NA,"None",NA,3,6,1,"H","visual"
"11","Alien11.bmp",395,"S","",NA,"None",NA,3,6,1,"H","visual"
"12","Alien12.bmp",396,"S","",NA,"None",NA,3,6,1,"H","visual"
"13","Alien1.bmp",397,"S","",NA,"None",NA,3,6,1,"H","visual"
"14","Alien2.bmp",398,"S","",NA,"None",NA,3,6,1,"H","visual"
"15","Alien3.bmp",399,"S","",NA,"3",0.3919557,3,6,1,"H","visual"
"16","Alien4.bmp",400,"S","",NA,"None",NA,3,6,1,"H","visual"
"17","Alien5.bmp",401,"S","",NA,"None",NA,3,6,1,"H","visual"
"18","Alien6.bmp",402,"S","",NA,"None",NA,3,6,1,"H","visual"
"19","Alien10.bmp",403,"S","",NA,"None",NA,3,6,1,"H","visual"
"20","Alien11.bmp",404,"S","",NA,"None",NA,3,6,1,"H","visual"
"21","Alien12.bmp",405,"S","",NA,"None",NA,3,6,1,"H","visual"
"22","Alien7.bmp",406,"S","",NA,"None",NA,3,6,1,"H","visual"
"23","Alien8.bmp",407,"S","",NA,"None",NA,3,6,1,"H","visual"
"24","Alien9.bmp",408,"S","",NA,"None",NA,3,6,1,"H","visual"
"25","K.png",385,"R","None",NA,"",NA,3,6,1,"H","visual"
"26","E.png",386,"R","None",NA,"",NA,3,6,1,"H","visual"
"27","B.png",387,"R","None",NA,"",NA,3,6,1,"H","visual"
"28","B.png",388,"R","None",NA,"",NA,3,6,1,"H","visual"
"29","D.png",389,"R","None",NA,"",NA,3,6,1,"H","visual"
"30","B.png",390,"R","None",NA,"",NA,3,6,1,"H","visual"
"31","G.png",391,"R","None",NA,"",NA,3,6,1,"H","visual"
"32","K.png",392,"R","None",NA,"",NA,3,6,1,"H","visual"
"33","D.png",393,"R","None",NA,"",NA,3,6,1,"H","visual"
