10.0687 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=u'white', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x192F7850>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.2834 	EXP 	Created lreminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='lreminder_text', opacity=1.0, ori=0, pos=array([-0. ,  0.4]), rgb=array([ 0.,  0.,  0.]), text=u'Press the button when you see this!', units=u'norm', win=Window(...), wrapWidth=1)
11.2860 	EXP 	Set  sound=reminder.wav
11.2860 	EXP 	Sound  set volume 1.000
11.2880 	EXP 	Created l_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='l_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.3118 	EXP 	Created l_block_trial_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blanka.png', interpolate=True, mask=None, maskParams=None, name='l_block_trial_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
11.3136 	EXP 	Created v_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='v_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.3178 	EXP 	Created blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'blank.PNG', interpolate=True, mask=None, maskParams=None, name='blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.3194 	EXP 	Created blank_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='blank_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.3200 	EXP 	window1: blendMode = 'avg'
11.3453 	EXP 	start_text: autoDraw = True
11.3456 	EXP 	window1: blendMode = 'avg'
11.3476 	EXP 	window1: blendMode = 'avg'
11.3523 	EXP 	window1: blendMode = 'avg'
11.3606 	EXP 	window1: blendMode = 'avg'
11.3690 	EXP 	window1: blendMode = 'avg'
11.3773 	EXP 	window1: blendMode = 'avg'
11.3857 	EXP 	window1: blendMode = 'avg'
11.3940 	EXP 	window1: blendMode = 'avg'
11.4023 	EXP 	window1: blendMode = 'avg'
11.4106 	EXP 	window1: blendMode = 'avg'
11.4190 	EXP 	window1: blendMode = 'avg'
11.4275 	EXP 	window1: blendMode = 'avg'
11.4356 	EXP 	window1: blendMode = 'avg'
11.4440 	EXP 	window1: blendMode = 'avg'
11.4523 	EXP 	window1: blendMode = 'avg'
11.4606 	EXP 	window1: blendMode = 'avg'
11.4690 	EXP 	window1: blendMode = 'avg'
11.4774 	EXP 	window1: blendMode = 'avg'
11.4856 	EXP 	window1: blendMode = 'avg'
11.4940 	EXP 	window1: blendMode = 'avg'
11.5023 	EXP 	window1: blendMode = 'avg'
11.5106 	EXP 	window1: blendMode = 'avg'
11.5192 	EXP 	window1: blendMode = 'avg'
11.5301 	EXP 	window1: blendMode = 'avg'
11.5358 	EXP 	window1: blendMode = 'avg'
11.5441 	EXP 	window1: blendMode = 'avg'
11.5525 	EXP 	window1: blendMode = 'avg'
11.5606 	EXP 	window1: blendMode = 'avg'
11.5691 	EXP 	window1: blendMode = 'avg'
11.5773 	EXP 	window1: blendMode = 'avg'
11.5857 	EXP 	window1: blendMode = 'avg'
11.5940 	EXP 	window1: blendMode = 'avg'
11.6024 	EXP 	window1: blendMode = 'avg'
11.6107 	EXP 	window1: blendMode = 'avg'
11.6190 	EXP 	window1: blendMode = 'avg'
11.6273 	EXP 	window1: blendMode = 'avg'
11.6357 	EXP 	window1: blendMode = 'avg'
11.6440 	EXP 	window1: blendMode = 'avg'
11.6523 	EXP 	window1: blendMode = 'avg'
11.6607 	EXP 	window1: blendMode = 'avg'
11.6690 	EXP 	window1: blendMode = 'avg'
11.6773 	EXP 	window1: blendMode = 'avg'
11.6857 	EXP 	window1: blendMode = 'avg'
11.6940 	EXP 	window1: blendMode = 'avg'
11.7024 	EXP 	window1: blendMode = 'avg'
11.7107 	EXP 	window1: blendMode = 'avg'
11.7190 	EXP 	window1: blendMode = 'avg'
11.7273 	EXP 	window1: blendMode = 'avg'
11.7357 	EXP 	window1: blendMode = 'avg'
11.7440 	EXP 	window1: blendMode = 'avg'
11.7523 	EXP 	window1: blendMode = 'avg'
11.7607 	EXP 	window1: blendMode = 'avg'
11.7726 	EXP 	window1: blendMode = 'avg'
11.7773 	EXP 	window1: blendMode = 'avg'
11.7857 	EXP 	window1: blendMode = 'avg'
11.7941 	EXP 	window1: blendMode = 'avg'
11.8024 	EXP 	window1: blendMode = 'avg'
11.8108 	EXP 	window1: blendMode = 'avg'
11.8190 	EXP 	window1: blendMode = 'avg'
11.8273 	EXP 	window1: blendMode = 'avg'
11.8357 	EXP 	window1: blendMode = 'avg'
11.8440 	EXP 	window1: blendMode = 'avg'
11.8524 	EXP 	window1: blendMode = 'avg'
11.8607 	EXP 	window1: blendMode = 'avg'
11.8690 	EXP 	window1: blendMode = 'avg'
11.8773 	EXP 	window1: blendMode = 'avg'
11.8857 	EXP 	window1: blendMode = 'avg'
11.8941 	EXP 	window1: blendMode = 'avg'
11.9025 	EXP 	window1: blendMode = 'avg'
11.9107 	EXP 	window1: blendMode = 'avg'
11.9190 	EXP 	window1: blendMode = 'avg'
11.9274 	EXP 	window1: blendMode = 'avg'
11.9357 	EXP 	window1: blendMode = 'avg'
11.9441 	EXP 	window1: blendMode = 'avg'
11.9524 	EXP 	window1: blendMode = 'avg'
11.9608 	EXP 	window1: blendMode = 'avg'
11.9691 	EXP 	window1: blendMode = 'avg'
11.9774 	EXP 	window1: blendMode = 'avg'
11.9857 	EXP 	window1: blendMode = 'avg'
11.9941 	EXP 	window1: blendMode = 'avg'
12.0024 	EXP 	window1: blendMode = 'avg'
12.0107 	EXP 	window1: blendMode = 'avg'
12.0191 	EXP 	window1: blendMode = 'avg'
12.0274 	EXP 	window1: blendMode = 'avg'
12.0358 	EXP 	window1: blendMode = 'avg'
12.0441 	EXP 	window1: blendMode = 'avg'
12.0524 	EXP 	window1: blendMode = 'avg'
12.0607 	EXP 	window1: blendMode = 'avg'
12.0691 	EXP 	window1: blendMode = 'avg'
12.0774 	EXP 	window1: blendMode = 'avg'
12.0857 	EXP 	window1: blendMode = 'avg'
12.0941 	EXP 	window1: blendMode = 'avg'
12.1024 	EXP 	window1: blendMode = 'avg'
12.1108 	EXP 	window1: blendMode = 'avg'
12.1192 	EXP 	window1: blendMode = 'avg'
12.1274 	EXP 	window1: blendMode = 'avg'
12.1358 	EXP 	window1: blendMode = 'avg'
12.1441 	EXP 	window1: blendMode = 'avg'
12.1524 	EXP 	window1: blendMode = 'avg'
12.1608 	EXP 	window1: blendMode = 'avg'
12.1691 	EXP 	window1: blendMode = 'avg'
12.1775 	EXP 	window1: blendMode = 'avg'
12.1857 	EXP 	window1: blendMode = 'avg'
12.1941 	EXP 	window1: blendMode = 'avg'
12.2024 	EXP 	window1: blendMode = 'avg'
12.2108 	EXP 	window1: blendMode = 'avg'
12.2191 	EXP 	window1: blendMode = 'avg'
12.2274 	EXP 	window1: blendMode = 'avg'
12.2358 	EXP 	window1: blendMode = 'avg'
12.2441 	EXP 	window1: blendMode = 'avg'
12.2524 	EXP 	window1: blendMode = 'avg'
12.2609 	EXP 	window1: blendMode = 'avg'
12.2692 	EXP 	window1: blendMode = 'avg'
12.2826 	EXP 	window1: blendMode = 'avg'
12.2858 	EXP 	window1: blendMode = 'avg'
12.2941 	EXP 	window1: blendMode = 'avg'
12.3025 	EXP 	window1: blendMode = 'avg'
12.3108 	EXP 	window1: blendMode = 'avg'
12.3192 	EXP 	window1: blendMode = 'avg'
12.3274 	EXP 	window1: blendMode = 'avg'
12.3358 	EXP 	window1: blendMode = 'avg'
12.3441 	EXP 	window1: blendMode = 'avg'
12.3525 	EXP 	window1: blendMode = 'avg'
12.3608 	EXP 	window1: blendMode = 'avg'
12.3692 	EXP 	window1: blendMode = 'avg'
12.3775 	EXP 	window1: blendMode = 'avg'
12.3858 	EXP 	window1: blendMode = 'avg'
12.3942 	EXP 	window1: blendMode = 'avg'
12.4025 	EXP 	window1: blendMode = 'avg'
12.4108 	EXP 	window1: blendMode = 'avg'
12.4191 	EXP 	window1: blendMode = 'avg'
12.4275 	EXP 	window1: blendMode = 'avg'
12.4358 	EXP 	window1: blendMode = 'avg'
12.4442 	EXP 	window1: blendMode = 'avg'
12.4525 	EXP 	window1: blendMode = 'avg'
12.4609 	EXP 	window1: blendMode = 'avg'
12.4691 	EXP 	window1: blendMode = 'avg'
12.4775 	EXP 	window1: blendMode = 'avg'
12.4858 	EXP 	window1: blendMode = 'avg'
12.4942 	EXP 	window1: blendMode = 'avg'
12.5025 	EXP 	window1: blendMode = 'avg'
12.5108 	EXP 	window1: blendMode = 'avg'
12.5192 	EXP 	window1: blendMode = 'avg'
12.5275 	EXP 	window1: blendMode = 'avg'
12.5358 	EXP 	window1: blendMode = 'avg'
12.5442 	EXP 	window1: blendMode = 'avg'
12.5525 	EXP 	window1: blendMode = 'avg'
12.5608 	EXP 	window1: blendMode = 'avg'
12.5692 	EXP 	window1: blendMode = 'avg'
12.5775 	EXP 	window1: blendMode = 'avg'
12.5858 	EXP 	window1: blendMode = 'avg'
12.5942 	EXP 	window1: blendMode = 'avg'
12.6026 	EXP 	window1: blendMode = 'avg'
12.6109 	EXP 	window1: blendMode = 'avg'
12.6192 	EXP 	window1: blendMode = 'avg'
12.6275 	EXP 	window1: blendMode = 'avg'
12.6385 	EXP 	window1: blendMode = 'avg'
12.6443 	EXP 	window1: blendMode = 'avg'
12.6525 	EXP 	window1: blendMode = 'avg'
12.6609 	EXP 	window1: blendMode = 'avg'
12.6692 	EXP 	window1: blendMode = 'avg'
12.6775 	EXP 	window1: blendMode = 'avg'
12.6858 	EXP 	window1: blendMode = 'avg'
12.6942 	EXP 	window1: blendMode = 'avg'
12.7025 	EXP 	window1: blendMode = 'avg'
12.7109 	EXP 	window1: blendMode = 'avg'
12.7192 	EXP 	window1: blendMode = 'avg'
12.7275 	EXP 	window1: blendMode = 'avg'
12.7358 	EXP 	window1: blendMode = 'avg'
12.7443 	EXP 	window1: blendMode = 'avg'
12.7525 	EXP 	window1: blendMode = 'avg'
12.7609 	EXP 	window1: blendMode = 'avg'
12.7693 	EXP 	window1: blendMode = 'avg'
12.7775 	EXP 	window1: blendMode = 'avg'
12.7892 	EXP 	window1: blendMode = 'avg'
12.7942 	EXP 	window1: blendMode = 'avg'
12.8026 	EXP 	window1: blendMode = 'avg'
12.8109 	EXP 	window1: blendMode = 'avg'
12.8192 	EXP 	window1: blendMode = 'avg'
12.8275 	EXP 	window1: blendMode = 'avg'
12.8359 	EXP 	window1: blendMode = 'avg'
12.8442 	EXP 	window1: blendMode = 'avg'
12.8526 	EXP 	window1: blendMode = 'avg'
12.8609 	EXP 	window1: blendMode = 'avg'
12.8692 	EXP 	window1: blendMode = 'avg'
12.8776 	EXP 	window1: blendMode = 'avg'
12.8860 	EXP 	window1: blendMode = 'avg'
12.8942 	EXP 	window1: blendMode = 'avg'
12.9026 	EXP 	window1: blendMode = 'avg'
12.9109 	EXP 	window1: blendMode = 'avg'
12.9193 	EXP 	window1: blendMode = 'avg'
12.9276 	EXP 	window1: blendMode = 'avg'
12.9359 	EXP 	window1: blendMode = 'avg'
12.9442 	EXP 	window1: blendMode = 'avg'
12.9558 	EXP 	window1: blendMode = 'avg'
12.9636 	EXP 	window1: blendMode = 'avg'
12.9693 	EXP 	window1: blendMode = 'avg'
12.9776 	EXP 	window1: blendMode = 'avg'
12.9859 	EXP 	window1: blendMode = 'avg'
12.9942 	EXP 	window1: blendMode = 'avg'
13.0026 	EXP 	window1: blendMode = 'avg'
13.0110 	EXP 	window1: blendMode = 'avg'
13.0193 	EXP 	window1: blendMode = 'avg'
13.0276 	EXP 	window1: blendMode = 'avg'
13.0359 	EXP 	window1: blendMode = 'avg'
13.0442 	EXP 	window1: blendMode = 'avg'
13.0526 	EXP 	window1: blendMode = 'avg'
13.0609 	EXP 	window1: blendMode = 'avg'
13.0693 	EXP 	window1: blendMode = 'avg'
13.0776 	EXP 	window1: blendMode = 'avg'
13.0859 	EXP 	window1: blendMode = 'avg'
13.0943 	EXP 	window1: blendMode = 'avg'
13.1026 	EXP 	window1: blendMode = 'avg'
13.1110 	EXP 	window1: blendMode = 'avg'
13.1193 	EXP 	window1: blendMode = 'avg'
13.1276 	EXP 	window1: blendMode = 'avg'
13.1359 	EXP 	window1: blendMode = 'avg'
13.1444 	EXP 	window1: blendMode = 'avg'
13.1526 	EXP 	window1: blendMode = 'avg'
13.1610 	EXP 	window1: blendMode = 'avg'
13.1693 	EXP 	window1: blendMode = 'avg'
13.1776 	EXP 	window1: blendMode = 'avg'
13.1859 	EXP 	window1: blendMode = 'avg'
13.1943 	EXP 	window1: blendMode = 'avg'
13.2026 	EXP 	window1: blendMode = 'avg'
13.2110 	EXP 	window1: blendMode = 'avg'
13.2193 	EXP 	window1: blendMode = 'avg'
13.2276 	EXP 	window1: blendMode = 'avg'
13.2359 	EXP 	window1: blendMode = 'avg'
13.2443 	EXP 	window1: blendMode = 'avg'
13.2527 	EXP 	window1: blendMode = 'avg'
13.2610 	EXP 	window1: blendMode = 'avg'
13.2693 	EXP 	window1: blendMode = 'avg'
13.2776 	EXP 	window1: blendMode = 'avg'
13.2859 	EXP 	window1: blendMode = 'avg'
13.2955 	EXP 	window1: blendMode = 'avg'
13.3026 	EXP 	window1: blendMode = 'avg'
13.3109 	EXP 	window1: blendMode = 'avg'
13.3193 	EXP 	window1: blendMode = 'avg'
13.3276 	EXP 	window1: blendMode = 'avg'
13.3360 	EXP 	window1: blendMode = 'avg'
13.3443 	EXP 	window1: blendMode = 'avg'
13.3526 	EXP 	window1: blendMode = 'avg'
13.3610 	EXP 	window1: blendMode = 'avg'
13.3693 	EXP 	window1: blendMode = 'avg'
13.3776 	EXP 	window1: blendMode = 'avg'
13.3860 	EXP 	window1: blendMode = 'avg'
13.3943 	EXP 	window1: blendMode = 'avg'
13.4027 	EXP 	window1: blendMode = 'avg'
13.4110 	EXP 	window1: blendMode = 'avg'
13.4193 	EXP 	window1: blendMode = 'avg'
13.4276 	EXP 	window1: blendMode = 'avg'
13.4360 	EXP 	window1: blendMode = 'avg'
13.4443 	EXP 	window1: blendMode = 'avg'
13.4526 	EXP 	window1: blendMode = 'avg'
13.4638 	EXP 	window1: blendMode = 'avg'
13.4694 	EXP 	window1: blendMode = 'avg'
13.4777 	EXP 	window1: blendMode = 'avg'
13.4860 	EXP 	window1: blendMode = 'avg'
13.4943 	EXP 	window1: blendMode = 'avg'
13.5026 	EXP 	window1: blendMode = 'avg'
13.5110 	EXP 	window1: blendMode = 'avg'
13.5193 	EXP 	window1: blendMode = 'avg'
13.5276 	EXP 	window1: blendMode = 'avg'
13.5360 	EXP 	window1: blendMode = 'avg'
13.5443 	EXP 	window1: blendMode = 'avg'
13.5527 	EXP 	window1: blendMode = 'avg'
13.5610 	EXP 	window1: blendMode = 'avg'
13.5695 	EXP 	window1: blendMode = 'avg'
13.5777 	EXP 	window1: blendMode = 'avg'
13.5860 	EXP 	window1: blendMode = 'avg'
13.5943 	EXP 	window1: blendMode = 'avg'
13.6027 	EXP 	window1: blendMode = 'avg'
13.6110 	EXP 	window1: blendMode = 'avg'
13.6194 	EXP 	window1: blendMode = 'avg'
13.6276 	EXP 	window1: blendMode = 'avg'
13.6386 	EXP 	window1: blendMode = 'avg'
13.6444 	EXP 	window1: blendMode = 'avg'
13.6527 	EXP 	window1: blendMode = 'avg'
13.6611 	EXP 	window1: blendMode = 'avg'
13.6694 	EXP 	window1: blendMode = 'avg'
13.6778 	EXP 	window1: blendMode = 'avg'
13.6860 	EXP 	window1: blendMode = 'avg'
13.6944 	EXP 	window1: blendMode = 'avg'
13.7027 	EXP 	window1: blendMode = 'avg'
13.7111 	EXP 	window1: blendMode = 'avg'
13.7194 	EXP 	window1: blendMode = 'avg'
13.7277 	EXP 	window1: blendMode = 'avg'
13.7360 	EXP 	window1: blendMode = 'avg'
13.7444 	EXP 	window1: blendMode = 'avg'
13.7527 	EXP 	window1: blendMode = 'avg'
13.7611 	EXP 	window1: blendMode = 'avg'
13.7694 	EXP 	window1: blendMode = 'avg'
13.7777 	EXP 	window1: blendMode = 'avg'
13.7860 	EXP 	window1: blendMode = 'avg'
13.7944 	EXP 	window1: blendMode = 'avg'
13.8027 	EXP 	window1: blendMode = 'avg'
13.8110 	EXP 	window1: blendMode = 'avg'
13.8195 	EXP 	window1: blendMode = 'avg'
13.8277 	EXP 	window1: blendMode = 'avg'
13.8360 	EXP 	window1: blendMode = 'avg'
13.8444 	EXP 	window1: blendMode = 'avg'
13.8527 	EXP 	window1: blendMode = 'avg'
13.8611 	EXP 	window1: blendMode = 'avg'
13.8694 	EXP 	window1: blendMode = 'avg'
13.8777 	EXP 	window1: blendMode = 'avg'
13.8861 	EXP 	window1: blendMode = 'avg'
13.8944 	EXP 	window1: blendMode = 'avg'
13.9027 	EXP 	window1: blendMode = 'avg'
13.9111 	EXP 	window1: blendMode = 'avg'
13.9194 	EXP 	window1: blendMode = 'avg'
13.9277 	EXP 	window1: blendMode = 'avg'
13.9361 	EXP 	window1: blendMode = 'avg'
13.9445 	EXP 	window1: blendMode = 'avg'
13.9527 	EXP 	window1: blendMode = 'avg'
13.9611 	EXP 	window1: blendMode = 'avg'
13.9778 	EXP 	window1: blendMode = 'avg'
13.9860 	EXP 	window1: blendMode = 'avg'
13.9944 	EXP 	window1: blendMode = 'avg'
14.0027 	EXP 	window1: blendMode = 'avg'
14.0111 	EXP 	window1: blendMode = 'avg'
14.0194 	EXP 	window1: blendMode = 'avg'
14.0277 	EXP 	window1: blendMode = 'avg'
14.0361 	EXP 	window1: blendMode = 'avg'
14.0445 	EXP 	window1: blendMode = 'avg'
14.0527 	EXP 	window1: blendMode = 'avg'
14.0611 	EXP 	window1: blendMode = 'avg'
14.0694 	EXP 	window1: blendMode = 'avg'
14.0777 	EXP 	window1: blendMode = 'avg'
14.0861 	EXP 	window1: blendMode = 'avg'
14.0944 	EXP 	window1: blendMode = 'avg'
14.1027 	EXP 	window1: blendMode = 'avg'
14.1110 	EXP 	window1: blendMode = 'avg'
14.1194 	EXP 	window1: blendMode = 'avg'
14.1277 	EXP 	window1: blendMode = 'avg'
14.1361 	EXP 	window1: blendMode = 'avg'
14.1444 	EXP 	window1: blendMode = 'avg'
14.1527 	EXP 	window1: blendMode = 'avg'
14.1611 	EXP 	window1: blendMode = 'avg'
14.1694 	EXP 	window1: blendMode = 'avg'
14.1777 	EXP 	window1: blendMode = 'avg'
14.1861 	EXP 	window1: blendMode = 'avg'
14.1945 	EXP 	window1: blendMode = 'avg'
14.2027 	EXP 	window1: blendMode = 'avg'
14.2112 	EXP 	window1: blendMode = 'avg'
14.2194 	EXP 	window1: blendMode = 'avg'
14.2277 	EXP 	window1: blendMode = 'avg'
14.2361 	EXP 	window1: blendMode = 'avg'
14.2444 	EXP 	window1: blendMode = 'avg'
14.2527 	EXP 	window1: blendMode = 'avg'
14.2611 	EXP 	window1: blendMode = 'avg'
14.2694 	EXP 	window1: blendMode = 'avg'
14.2777 	EXP 	window1: blendMode = 'avg'
14.2861 	EXP 	window1: blendMode = 'avg'
14.2944 	EXP 	window1: blendMode = 'avg'
14.3028 	EXP 	window1: blendMode = 'avg'
14.3111 	EXP 	window1: blendMode = 'avg'
14.3194 	EXP 	window1: blendMode = 'avg'
14.3277 	EXP 	window1: blendMode = 'avg'
14.3361 	EXP 	window1: blendMode = 'avg'
14.3444 	EXP 	window1: blendMode = 'avg'
14.3528 	EXP 	window1: blendMode = 'avg'
14.3611 	EXP 	window1: blendMode = 'avg'
14.3695 	EXP 	window1: blendMode = 'avg'
14.3777 	EXP 	window1: blendMode = 'avg'
14.3862 	EXP 	window1: blendMode = 'avg'
14.3944 	EXP 	window1: blendMode = 'avg'
14.4028 	EXP 	window1: blendMode = 'avg'
14.4111 	EXP 	window1: blendMode = 'avg'
14.4195 	EXP 	window1: blendMode = 'avg'
14.4278 	EXP 	window1: blendMode = 'avg'
14.4361 	EXP 	window1: blendMode = 'avg'
14.4444 	EXP 	window1: blendMode = 'avg'
14.4528 	EXP 	window1: blendMode = 'avg'
14.4611 	EXP 	window1: blendMode = 'avg'
14.4694 	EXP 	window1: blendMode = 'avg'
14.4779 	EXP 	window1: blendMode = 'avg'
14.4861 	EXP 	window1: blendMode = 'avg'
14.4945 	EXP 	window1: blendMode = 'avg'
14.5028 	EXP 	window1: blendMode = 'avg'
14.5111 	EXP 	window1: blendMode = 'avg'
14.5195 	EXP 	window1: blendMode = 'avg'
14.5278 	EXP 	window1: blendMode = 'avg'
14.5362 	EXP 	window1: blendMode = 'avg'
14.5445 	EXP 	window1: blendMode = 'avg'
14.5528 	EXP 	window1: blendMode = 'avg'
14.5611 	EXP 	window1: blendMode = 'avg'
14.5695 	EXP 	window1: blendMode = 'avg'
14.5778 	EXP 	window1: blendMode = 'avg'
14.5861 	EXP 	window1: blendMode = 'avg'
14.5945 	EXP 	window1: blendMode = 'avg'
14.6028 	EXP 	window1: blendMode = 'avg'
14.6112 	EXP 	window1: blendMode = 'avg'
14.6195 	EXP 	window1: blendMode = 'avg'
14.6278 	EXP 	window1: blendMode = 'avg'
14.6362 	EXP 	window1: blendMode = 'avg'
14.6445 	EXP 	window1: blendMode = 'avg'
14.6528 	EXP 	window1: blendMode = 'avg'
14.6612 	EXP 	window1: blendMode = 'avg'
14.6695 	EXP 	window1: blendMode = 'avg'
14.6778 	EXP 	window1: blendMode = 'avg'
14.6862 	EXP 	window1: blendMode = 'avg'
14.6945 	EXP 	window1: blendMode = 'avg'
14.7028 	EXP 	window1: blendMode = 'avg'
14.7112 	EXP 	window1: blendMode = 'avg'
14.7195 	EXP 	window1: blendMode = 'avg'
14.7278 	EXP 	window1: blendMode = 'avg'
14.7362 	EXP 	window1: blendMode = 'avg'
14.7445 	EXP 	window1: blendMode = 'avg'
14.7528 	EXP 	window1: blendMode = 'avg'
14.7612 	EXP 	window1: blendMode = 'avg'
14.7695 	EXP 	window1: blendMode = 'avg'
14.7778 	EXP 	window1: blendMode = 'avg'
14.7862 	EXP 	window1: blendMode = 'avg'
14.7945 	EXP 	window1: blendMode = 'avg'
14.8029 	EXP 	window1: blendMode = 'avg'
14.8112 	EXP 	window1: blendMode = 'avg'
14.8195 	EXP 	window1: blendMode = 'avg'
14.8278 	EXP 	window1: blendMode = 'avg'
14.8362 	EXP 	window1: blendMode = 'avg'
14.8446 	EXP 	window1: blendMode = 'avg'
14.8529 	EXP 	window1: blendMode = 'avg'
14.8612 	EXP 	window1: blendMode = 'avg'
14.8695 	EXP 	window1: blendMode = 'avg'
14.8779 	EXP 	window1: blendMode = 'avg'
14.8862 	EXP 	window1: blendMode = 'avg'
14.8946 	EXP 	window1: blendMode = 'avg'
14.9029 	EXP 	window1: blendMode = 'avg'
14.9112 	EXP 	window1: blendMode = 'avg'
14.9195 	DATA 	Keypress: 5
14.9201 	EXP 	window1: blendMode = 'avg'
14.9206 	EXP 	Sound  started
14.9277 	EXP 	start_text: autoDraw = False
14.9279 	EXP 	window1: blendMode = 'avg'
14.9362 	EXP 	window1: blendMode = 'avg'
14.9446 	EXP 	window1: blendMode = 'avg'
14.9529 	EXP 	window1: blendMode = 'avg'
14.9613 	EXP 	window1: blendMode = 'avg'
14.9696 	EXP 	window1: blendMode = 'avg'
14.9779 	EXP 	window1: blendMode = 'avg'
14.9862 	EXP 	window1: blendMode = 'avg'
14.9946 	EXP 	window1: blendMode = 'avg'
15.0029 	EXP 	window1: blendMode = 'avg'
15.0113 	EXP 	window1: blendMode = 'avg'
15.0196 	EXP 	window1: blendMode = 'avg'
15.0279 	EXP 	window1: blendMode = 'avg'
15.0362 	EXP 	window1: blendMode = 'avg'
