"","key_resp.corr","Run","PartID","expName","modality","task"
"700",1,2,"f006","auditory","linguistic","SSL"
"701",1,2,"f006","auditory","linguistic","SSL"
"702",0,2,"f006","auditory","linguistic","SSL"
"703",1,2,"f006","auditory","linguistic","SSL"
"704",0,2,"f006","auditory","linguistic","SSL"
"705",1,2,"f006","auditory","linguistic","SSL"
"706",1,2,"f006","auditory","linguistic","SSL"
"707",1,2,"f006","auditory","linguistic","SSL"
"708",1,2,"f006","auditory","linguistic","SSL"
"709",1,2,"f006","auditory","linguistic","SSL"
"710",1,2,"f006","auditory","linguistic","SSL"
"711",0,2,"f006","auditory","linguistic","SSL"
"712",0,2,"f006","auditory","linguistic","SSL"
"713",1,2,"f006","auditory","linguistic","SSL"
"714",1,2,"f006","auditory","linguistic","SSL"
"715",0,2,"f006","auditory","linguistic","SSL"
