"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","M.png",379,"S","None",NA,"",NA,9,3,"f003","B","visual"
"2","K.png",380,"S","None",NA,"",NA,9,3,"f003","B","visual"
"3","B.png",381,"S","3",0.0335908788256,"",NA,9,3,"f003","B","visual"
"4","M.png",385,"S","None",NA,"",NA,9,3,"f003","B","visual"
"5","K.png",386,"S","None",NA,"",NA,9,3,"f003","B","visual"
"6","B.png",387,"S","3",0.0753652192652,"",NA,9,3,"f003","B","visual"
"7","E.png",391,"S","None",NA,"",NA,9,3,"f003","B","visual"
"8","L.png",392,"S","None",NA,"",NA,9,3,"f003","B","visual"
"9","H.png",393,"S","None",NA,"",NA,9,3,"f003","B","visual"
"10","D.png",394,"S","None",NA,"",NA,9,3,"f003","B","visual"
"11","G.png",395,"S","None",NA,"",NA,9,3,"f003","B","visual"
"12","C.png",396,"S","None",NA,"",NA,9,3,"f003","B","visual"
"13","A.png",397,"S","None",NA,"",NA,9,3,"f003","B","visual"
"14","J.png",398,"S","None",NA,"",NA,9,3,"f003","B","visual"
"15","F.png",399,"S","None",NA,"",NA,9,3,"f003","B","visual"
"16","M.png",400,"S","None",NA,"",NA,9,3,"f003","B","visual"
"17","K.png",401,"S","None",NA,"",NA,9,3,"f003","B","visual"
"18","B.png",402,"S","3",0.0252944920212,"",NA,9,3,"f003","B","visual"
"19","D.png",403,"S","None",NA,"",NA,9,3,"f003","B","visual"
"20","G.png",404,"S","None",NA,"",NA,9,3,"f003","B","visual"
"21","C.png",405,"S","None",NA,"",NA,9,3,"f003","B","visual"
"22","E.png",406,"S","None",NA,"",NA,9,3,"f003","B","visual"
"23","L.png",407,"S","None",NA,"",NA,9,3,"f003","B","visual"
"24","H.png",408,"S","None",NA,"",NA,9,3,"f003","B","visual"
"25","A.png",409,"S","None",NA,"",NA,9,3,"f003","B","visual"
"26","J.png",410,"S","None",NA,"",NA,9,3,"f003","B","visual"
"27","F.png",411,"S","None",NA,"",NA,9,3,"f003","B","visual"
"28","M.png",412,"S","None",NA,"",NA,9,3,"f003","B","visual"
"29","K.png",413,"S","None",NA,"",NA,9,3,"f003","B","visual"
"30","B.png",414,"S","3",0.0169668169692,"",NA,9,3,"f003","B","visual"
"31","A.png",415,"S","None",NA,"",NA,9,3,"f003","B","visual"
"32","J.png",416,"S","None",NA,"",NA,9,3,"f003","B","visual"
"33","F.png",417,"S","None",NA,"",NA,9,3,"f003","B","visual"
"34","E.png",418,"S","None",NA,"",NA,9,3,"f003","B","visual"
"35","L.png",419,"S","None",NA,"",NA,9,3,"f003","B","visual"
"36","H.png",420,"S","None",NA,"",NA,9,3,"f003","B","visual"
"37","D.png",421,"S","None",NA,"",NA,9,3,"f003","B","visual"
"38","G.png",422,"S","None",NA,"",NA,9,3,"f003","B","visual"
"39","C.png",423,"S","None",NA,"",NA,9,3,"f003","B","visual"
"40","E.png",424,"S","None",NA,"",NA,9,3,"f003","B","visual"
"41","L.png",425,"S","None",NA,"",NA,9,3,"f003","B","visual"
"42","H.png",426,"S","None",NA,"",NA,9,3,"f003","B","visual"
"43","D.png",427,"S","None",NA,"",NA,9,3,"f003","B","visual"
"44","G.png",428,"S","None",NA,"",NA,9,3,"f003","B","visual"
