"","soundFile","trialnum","condition","random_block_key_resp.rt","random_block_key_resp.keys","structured_block_key_resp.rt","structured_block_key_resp.keys","starget","Run","PartID","ttarget","expName"
"1","3A.wav",1,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"2","3B.wav",2,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"3","3C.wav",3,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"4","1A.wav",4,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"5","1B.wav",5,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"6","1C.wav",6,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"7","4A.wav",7,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"8","4B.wav",8,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"9","4C.wav",9,"S",NA,"",0.0802188852977,"3","pu",4,10,"2C","auditory"
"10","3A.wav",10,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"11","3B.wav",11,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"12","3C.wav",12,"S",NA,"",0.116833933949,"3","pu",4,10,"2C","auditory"
"13","2A.wav",13,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"14","2B.wav",14,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"15","2C.wav",15,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"16","1A.wav",16,"S",NA,"",0.125238115143,"3","pu",4,10,"2C","auditory"
"17","1B.wav",17,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"18","1C.wav",18,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"19","4A.wav",19,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"20","4B.wav",20,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"21","4C.wav",21,"S",NA,"",0.0502123232,"3","pu",4,10,"2C","auditory"
"22","3A.wav",22,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"23","3B.wav",23,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"24","3C.wav",24,"S",NA,"",NA,"None","pu",4,10,"2C","auditory"
"25","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"26","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"27","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"28","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"29","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"30","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"31","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"32","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"33","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"34","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"35","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"36","silence.wav",0,"B",NA,"",NA,"None","pu",4,10,"2C","auditory"
"37","bi.wav",1,"R",NA,"None",NA,"","pu",4,10,"2C","auditory"
"38","da.wav",2,"R",NA,"None",NA,"","pu",4,10,"2C","auditory"
