8.8852 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=u'grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1F874710>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.8852 	EXP 	window1: recordFrameIntervals = False
8.9683 	EXP 	window1: recordFrameIntervals = True
9.0601 	EXP 	window1: recordFrameIntervals = False
9.1315 	EXP 	Created start_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='start_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u"Are you ready? Let's get started!", units=u'norm', win=Window(...), wrapWidth=1)
9.1376 	EXP 	Created vreminder_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'Alien3.BMP', interpolate=True, mask=None, maskParams=None, name='vreminder_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([ 0.20520833,  0.67407407]), texRes=128, units=u'norm', win=Window(...))
9.1452 	EXP 	Created vreminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='vreminder_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.4]), rgb=array([ 0.,  0.,  0.]), text=u'Press the button when you see this!', units=u'norm', win=Window(...), wrapWidth=1)
9.9977 	EXP 	Set  sound=C
10.0048 	EXP 	Set  sound=reminder.wav
10.0048 	EXP 	Sound  set volume 1.000
10.0408 	EXP 	Created lreminder_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='F.png', interpolate=True, mask=None, maskParams=None, name='lreminder_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
10.0459 	EXP 	Created lreminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='lreminder_text', opacity=1.0, ori=0, pos=array([-0. ,  0.4]), rgb=array([ 0.,  0.,  0.]), text=u'Press the button when you see this!', units=u'norm', win=Window(...), wrapWidth=1)
10.0487 	EXP 	Set  sound=reminder.wav
10.0487 	EXP 	Sound  set volume 1.000
10.0507 	EXP 	Created l_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='l_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
10.0998 	EXP 	Created l_block_trial_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blanka.png', interpolate=True, mask=None, maskParams=None, name='l_block_trial_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
10.1017 	EXP 	Created v_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='v_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
10.1059 	EXP 	Created blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'blank.PNG', interpolate=True, mask=None, maskParams=None, name='blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
10.1077 	EXP 	Created blank_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='blank_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
10.1086 	EXP 	window1: blendMode = 'avg'
10.1385 	EXP 	start_text: autoDraw = True
10.1387 	EXP 	window1: blendMode = 'avg'
10.1408 	EXP 	window1: blendMode = 'avg'
10.1439 	EXP 	window1: blendMode = 'avg'
10.1523 	EXP 	window1: blendMode = 'avg'
10.1604 	EXP 	window1: blendMode = 'avg'
10.1688 	EXP 	window1: blendMode = 'avg'
10.1772 	EXP 	window1: blendMode = 'avg'
10.1855 	EXP 	window1: blendMode = 'avg'
10.1938 	EXP 	window1: blendMode = 'avg'
10.2022 	EXP 	window1: blendMode = 'avg'
10.2175 	EXP 	window1: blendMode = 'avg'
10.2229 	EXP 	window1: blendMode = 'avg'
10.2272 	EXP 	window1: blendMode = 'avg'
10.2356 	EXP 	window1: blendMode = 'avg'
10.2439 	EXP 	window1: blendMode = 'avg'
10.2522 	EXP 	window1: blendMode = 'avg'
10.2605 	EXP 	window1: blendMode = 'avg'
10.2689 	EXP 	window1: blendMode = 'avg'
10.2772 	EXP 	window1: blendMode = 'avg'
10.2855 	EXP 	window1: blendMode = 'avg'
10.2938 	EXP 	window1: blendMode = 'avg'
10.3022 	EXP 	window1: blendMode = 'avg'
10.3151 	EXP 	window1: blendMode = 'avg'
10.3187 	EXP 	window1: blendMode = 'avg'
10.3271 	EXP 	window1: blendMode = 'avg'
10.3354 	EXP 	window1: blendMode = 'avg'
10.3438 	EXP 	window1: blendMode = 'avg'
10.3520 	EXP 	window1: blendMode = 'avg'
10.3603 	EXP 	window1: blendMode = 'avg'
10.3687 	EXP 	window1: blendMode = 'avg'
10.3770 	EXP 	window1: blendMode = 'avg'
10.3854 	EXP 	window1: blendMode = 'avg'
10.3937 	EXP 	window1: blendMode = 'avg'
10.4020 	EXP 	window1: blendMode = 'avg'
10.4104 	EXP 	window1: blendMode = 'avg'
10.4187 	EXP 	window1: blendMode = 'avg'
10.4270 	EXP 	window1: blendMode = 'avg'
10.4354 	EXP 	window1: blendMode = 'avg'
10.4437 	EXP 	window1: blendMode = 'avg'
10.4520 	EXP 	window1: blendMode = 'avg'
10.4604 	EXP 	window1: blendMode = 'avg'
10.4687 	EXP 	window1: blendMode = 'avg'
10.4770 	EXP 	window1: blendMode = 'avg'
10.4854 	EXP 	window1: blendMode = 'avg'
10.4937 	EXP 	window1: blendMode = 'avg'
10.5021 	EXP 	window1: blendMode = 'avg'
10.5104 	EXP 	window1: blendMode = 'avg'
10.5187 	EXP 	window1: blendMode = 'avg'
10.5271 	EXP 	window1: blendMode = 'avg'
10.5354 	EXP 	window1: blendMode = 'avg'
10.5437 	EXP 	window1: blendMode = 'avg'
10.5521 	EXP 	window1: blendMode = 'avg'
10.5604 	EXP 	window1: blendMode = 'avg'
10.5687 	EXP 	window1: blendMode = 'avg'
10.5771 	EXP 	window1: blendMode = 'avg'
10.5854 	EXP 	window1: blendMode = 'avg'
10.5937 	EXP 	window1: blendMode = 'avg'
10.6021 	EXP 	window1: blendMode = 'avg'
10.6105 	EXP 	window1: blendMode = 'avg'
10.6187 	EXP 	window1: blendMode = 'avg'
10.6271 	EXP 	window1: blendMode = 'avg'
10.6354 	EXP 	window1: blendMode = 'avg'
10.6437 	EXP 	window1: blendMode = 'avg'
10.6521 	EXP 	window1: blendMode = 'avg'
10.6604 	EXP 	window1: blendMode = 'avg'
10.6687 	EXP 	window1: blendMode = 'avg'
10.6771 	EXP 	window1: blendMode = 'avg'
10.6855 	EXP 	window1: blendMode = 'avg'
10.6937 	EXP 	window1: blendMode = 'avg'
10.7021 	EXP 	window1: blendMode = 'avg'
10.7104 	EXP 	window1: blendMode = 'avg'
10.7187 	EXP 	window1: blendMode = 'avg'
10.7271 	EXP 	window1: blendMode = 'avg'
10.7354 	EXP 	window1: blendMode = 'avg'
10.7438 	EXP 	window1: blendMode = 'avg'
10.7521 	EXP 	window1: blendMode = 'avg'
10.7604 	EXP 	window1: blendMode = 'avg'
10.7688 	EXP 	window1: blendMode = 'avg'
10.7772 	EXP 	window1: blendMode = 'avg'
10.7854 	EXP 	window1: blendMode = 'avg'
10.7938 	EXP 	window1: blendMode = 'avg'
10.8022 	EXP 	window1: blendMode = 'avg'
10.8104 	EXP 	window1: blendMode = 'avg'
10.8188 	EXP 	window1: blendMode = 'avg'
10.8272 	EXP 	window1: blendMode = 'avg'
10.8354 	EXP 	window1: blendMode = 'avg'
10.8438 	EXP 	window1: blendMode = 'avg'
10.8522 	EXP 	window1: blendMode = 'avg'
