17.7145 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=u'grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1FEAEC70>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.9341 	EXP 	Created instr6_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr6_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
18.9378 	EXP 	Set  sound=lsl_instr7.wav
18.9379 	EXP 	Sound  set volume 1.000
18.9503 	EXP 	Created instr7_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr7_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
18.9697 	EXP 	Created instr7_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr7_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
18.9741 	EXP 	Set  sound=lsl_instr8.wav
18.9741 	EXP 	Sound  set volume 1.000
18.9862 	EXP 	Created instr8_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr8_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
19.0050 	EXP 	Created instr8_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr8_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
19.0074 	EXP 	Set  sound=lsl_instr9.wav
19.0074 	EXP 	Sound  set volume 1.000
19.0130 	EXP 	Created instr9_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr9_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=u'Some signs never went together.', units=u'norm', win=Window(...), wrapWidth=1)
19.0330 	EXP 	Created instr9_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr9_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
19.0383 	EXP 	Set  sound=lsl_instr10.wav
19.0383 	EXP 	Sound  set volume 1.000
19.0533 	EXP 	Created instr10_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr10_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
19.0769 	EXP 	Created instr10_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr10_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
19.0835 	EXP 	Set  sound=lsl_instr11.wav
19.0835 	EXP 	Sound  set volume 1.000
19.0988 	EXP 	Created instr11_text1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr11_text1', opacity=1.0, ori=0, pos=array([ 0. ,  0.8]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
19.1064 	EXP 	Created instr11_image1 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'good_triplet.png', interpolate=True, mask=None, maskParams=None, name='instr11_image1', opacity=1.0, ori=0.0, pos=array([ 0.  ,  0.35]), size=array([ 0.44895833,  0.32222222]), texRes=128, units=u'norm', win=Window(...))
19.1141 	EXP 	Created instr11_text2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr11_text2', opacity=1.0, ori=0, pos=array([ 0.  ,  0.05]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
19.1225 	EXP 	Created instr11_image2 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image=u'bad_triplet.png', interpolate=True, mask=None, maskParams=None, name='instr11_image2', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), size=array([ 0.44895833,  0.32222222]), texRes=128, units=u'norm', win=Window(...))
19.1415 	EXP 	Created instr11_image3 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr11_image3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
19.1565 	EXP 	Set  sound=lsl_instr12.wav
19.1565 	EXP 	Sound  set volume 1.000
19.1953 	EXP 	Created instr12_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr12_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
19.1971 	EXP 	Created test1_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test1_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
19.2014 	EXP 	Created test1_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test1_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
19.2030 	EXP 	Created test2_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test2_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
19.2071 	EXP 	Created test2_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test2_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
19.2086 	EXP 	Created test3_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test3_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
19.2125 	EXP 	Created test3_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test3_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
19.2174 	EXP 	Created triplet_pause_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'white.png', interpolate=True, mask=None, maskParams=None, name='triplet_pause_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
19.2190 	EXP 	Created test4_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test4_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
19.2233 	EXP 	Created test4_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test4_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
19.2248 	EXP 	Created test5_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test5_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
19.2290 	EXP 	Created test5_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test5_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
19.2305 	EXP 	Created test6_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test6_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
19.2345 	EXP 	Created test6_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test6_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
19.2439 	EXP 	Created question_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='question_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
19.2456 	EXP 	Created blank_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='blank_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
19.2462 	EXP 	window1: blendMode = 'avg'
19.2879 	EXP 	start_text: autoDraw = True
19.2881 	EXP 	window1: blendMode = 'avg'
19.2905 	EXP 	window1: blendMode = 'avg'
19.2927 	EXP 	window1: blendMode = 'avg'
19.2982 	EXP 	window1: blendMode = 'avg'
19.3067 	EXP 	window1: blendMode = 'avg'
19.3150 	EXP 	window1: blendMode = 'avg'
19.3233 	EXP 	window1: blendMode = 'avg'
19.3316 	EXP 	window1: blendMode = 'avg'
19.3399 	EXP 	window1: blendMode = 'avg'
19.3483 	EXP 	window1: blendMode = 'avg'
19.3566 	EXP 	window1: blendMode = 'avg'
19.3649 	EXP 	window1: blendMode = 'avg'
19.3734 	EXP 	window1: blendMode = 'avg'
19.3816 	EXP 	window1: blendMode = 'avg'
19.3899 	EXP 	window1: blendMode = 'avg'
19.3983 	EXP 	window1: blendMode = 'avg'
19.4066 	EXP 	window1: blendMode = 'avg'
19.4150 	EXP 	window1: blendMode = 'avg'
19.4234 	EXP 	window1: blendMode = 'avg'
19.4316 	EXP 	window1: blendMode = 'avg'
19.4400 	EXP 	window1: blendMode = 'avg'
19.4483 	EXP 	window1: blendMode = 'avg'
19.4567 	EXP 	window1: blendMode = 'avg'
19.4650 	EXP 	window1: blendMode = 'avg'
19.4732 	EXP 	window1: blendMode = 'avg'
19.4815 	EXP 	window1: blendMode = 'avg'
19.4898 	EXP 	window1: blendMode = 'avg'
19.4982 	EXP 	window1: blendMode = 'avg'
19.5064 	EXP 	window1: blendMode = 'avg'
19.5148 	EXP 	window1: blendMode = 'avg'
19.5231 	EXP 	window1: blendMode = 'avg'
19.5315 	EXP 	window1: blendMode = 'avg'
19.5399 	EXP 	window1: blendMode = 'avg'
19.5482 	EXP 	window1: blendMode = 'avg'
19.5565 	EXP 	window1: blendMode = 'avg'
19.5648 	EXP 	window1: blendMode = 'avg'
19.5732 	EXP 	window1: blendMode = 'avg'
19.5815 	EXP 	window1: blendMode = 'avg'
19.5898 	EXP 	window1: blendMode = 'avg'
19.5981 	EXP 	window1: blendMode = 'avg'
19.6067 	EXP 	window1: blendMode = 'avg'
19.6149 	EXP 	window1: blendMode = 'avg'
19.6232 	EXP 	window1: blendMode = 'avg'
19.6315 	EXP 	window1: blendMode = 'avg'
19.6398 	EXP 	window1: blendMode = 'avg'
19.6481 	EXP 	window1: blendMode = 'avg'
19.6565 	EXP 	window1: blendMode = 'avg'
19.6648 	EXP 	window1: blendMode = 'avg'
19.6731 	EXP 	window1: blendMode = 'avg'
19.6815 	EXP 	window1: blendMode = 'avg'
19.6899 	EXP 	window1: blendMode = 'avg'
19.6982 	EXP 	window1: blendMode = 'avg'
19.7065 	EXP 	window1: blendMode = 'avg'
19.7149 	EXP 	window1: blendMode = 'avg'
19.7232 	EXP 	window1: blendMode = 'avg'
19.7316 	EXP 	window1: blendMode = 'avg'
19.7398 	EXP 	window1: blendMode = 'avg'
19.7481 	EXP 	window1: blendMode = 'avg'
19.7565 	EXP 	window1: blendMode = 'avg'
19.7649 	EXP 	window1: blendMode = 'avg'
19.7732 	EXP 	window1: blendMode = 'avg'
19.7815 	EXP 	window1: blendMode = 'avg'
19.7898 	EXP 	window1: blendMode = 'avg'
19.7983 	EXP 	window1: blendMode = 'avg'
19.8066 	EXP 	window1: blendMode = 'avg'
19.8149 	EXP 	window1: blendMode = 'avg'
19.8235 	EXP 	window1: blendMode = 'avg'
19.8316 	EXP 	window1: blendMode = 'avg'
19.8399 	EXP 	window1: blendMode = 'avg'
19.8482 	EXP 	window1: blendMode = 'avg'
19.8566 	EXP 	window1: blendMode = 'avg'
19.8649 	EXP 	window1: blendMode = 'avg'
19.8732 	EXP 	window1: blendMode = 'avg'
19.8815 	EXP 	window1: blendMode = 'avg'
19.8898 	EXP 	window1: blendMode = 'avg'
19.8982 	EXP 	window1: blendMode = 'avg'
19.9065 	EXP 	window1: blendMode = 'avg'
19.9149 	EXP 	window1: blendMode = 'avg'
19.9234 	EXP 	window1: blendMode = 'avg'
19.9316 	EXP 	window1: blendMode = 'avg'
19.9399 	EXP 	window1: blendMode = 'avg'
19.9482 	EXP 	window1: blendMode = 'avg'
19.9565 	EXP 	window1: blendMode = 'avg'
19.9649 	EXP 	window1: blendMode = 'avg'
19.9732 	EXP 	window1: blendMode = 'avg'
19.9816 	EXP 	window1: blendMode = 'avg'
19.9899 	EXP 	window1: blendMode = 'avg'
19.9982 	EXP 	window1: blendMode = 'avg'
20.0066 	EXP 	window1: blendMode = 'avg'
20.0149 	EXP 	window1: blendMode = 'avg'
20.0232 	EXP 	window1: blendMode = 'avg'
20.0316 	EXP 	window1: blendMode = 'avg'
20.0399 	EXP 	window1: blendMode = 'avg'
20.0483 	EXP 	window1: blendMode = 'avg'
20.0566 	EXP 	window1: blendMode = 'avg'
20.0649 	EXP 	window1: blendMode = 'avg'
20.0733 	EXP 	window1: blendMode = 'avg'
20.0816 	EXP 	window1: blendMode = 'avg'
20.0899 	EXP 	window1: blendMode = 'avg'
20.0982 	EXP 	window1: blendMode = 'avg'
20.1066 	EXP 	window1: blendMode = 'avg'
20.1150 	EXP 	window1: blendMode = 'avg'
20.1234 	EXP 	window1: blendMode = 'avg'
20.1316 	EXP 	window1: blendMode = 'avg'
20.1399 	EXP 	window1: blendMode = 'avg'
20.1482 	EXP 	window1: blendMode = 'avg'
20.1566 	EXP 	window1: blendMode = 'avg'
20.1649 	EXP 	window1: blendMode = 'avg'
20.1733 	EXP 	window1: blendMode = 'avg'
20.1816 	EXP 	window1: blendMode = 'avg'
20.1899 	EXP 	window1: blendMode = 'avg'
20.1982 	EXP 	window1: blendMode = 'avg'
20.2066 	EXP 	window1: blendMode = 'avg'
20.2150 	EXP 	window1: blendMode = 'avg'
20.2232 	EXP 	window1: blendMode = 'avg'
20.2317 	EXP 	window1: blendMode = 'avg'
20.2400 	EXP 	window1: blendMode = 'avg'
20.2483 	EXP 	window1: blendMode = 'avg'
20.2566 	EXP 	window1: blendMode = 'avg'
20.2649 	EXP 	window1: blendMode = 'avg'
20.2732 	EXP 	window1: blendMode = 'avg'
20.2816 	EXP 	window1: blendMode = 'avg'
20.2899 	EXP 	window1: blendMode = 'avg'
20.2984 	EXP 	window1: blendMode = 'avg'
20.3067 	EXP 	window1: blendMode = 'avg'
20.3150 	EXP 	window1: blendMode = 'avg'
20.3233 	EXP 	window1: blendMode = 'avg'
20.3316 	EXP 	window1: blendMode = 'avg'
20.3400 	EXP 	window1: blendMode = 'avg'
20.3483 	EXP 	window1: blendMode = 'avg'
20.3566 	EXP 	window1: blendMode = 'avg'
20.3649 	EXP 	window1: blendMode = 'avg'
20.3733 	EXP 	window1: blendMode = 'avg'
20.3816 	EXP 	window1: blendMode = 'avg'
20.3900 	EXP 	window1: blendMode = 'avg'
20.3983 	EXP 	window1: blendMode = 'avg'
20.4066 	EXP 	window1: blendMode = 'avg'
20.4150 	EXP 	window1: blendMode = 'avg'
20.4233 	EXP 	window1: blendMode = 'avg'
20.4317 	EXP 	window1: blendMode = 'avg'
20.4400 	EXP 	window1: blendMode = 'avg'
20.4483 	EXP 	window1: blendMode = 'avg'
20.4566 	EXP 	window1: blendMode = 'avg'
20.4650 	EXP 	window1: blendMode = 'avg'
20.4734 	EXP 	window1: blendMode = 'avg'
20.4816 	EXP 	window1: blendMode = 'avg'
20.4900 	EXP 	window1: blendMode = 'avg'
20.4983 	EXP 	window1: blendMode = 'avg'
20.5066 	EXP 	window1: blendMode = 'avg'
20.5150 	EXP 	window1: blendMode = 'avg'
20.5233 	EXP 	window1: blendMode = 'avg'
20.5317 	EXP 	window1: blendMode = 'avg'
20.5400 	EXP 	window1: blendMode = 'avg'
20.5484 	EXP 	window1: blendMode = 'avg'
20.5567 	EXP 	window1: blendMode = 'avg'
20.5650 	EXP 	window1: blendMode = 'avg'
20.5734 	EXP 	window1: blendMode = 'avg'
20.5817 	EXP 	window1: blendMode = 'avg'
20.5900 	EXP 	window1: blendMode = 'avg'
20.5983 	EXP 	window1: blendMode = 'avg'
20.6067 	EXP 	window1: blendMode = 'avg'
20.6150 	EXP 	window1: blendMode = 'avg'
20.6235 	EXP 	window1: blendMode = 'avg'
20.6320 	EXP 	window1: blendMode = 'avg'
20.6401 	EXP 	window1: blendMode = 'avg'
20.6483 	EXP 	window1: blendMode = 'avg'
20.6567 	EXP 	window1: blendMode = 'avg'
20.6650 	EXP 	window1: blendMode = 'avg'
20.6735 	EXP 	window1: blendMode = 'avg'
20.6817 	EXP 	window1: blendMode = 'avg'
20.6900 	EXP 	window1: blendMode = 'avg'
20.6984 	EXP 	window1: blendMode = 'avg'
20.7067 	EXP 	window1: blendMode = 'avg'
20.7150 	EXP 	window1: blendMode = 'avg'
20.7234 	EXP 	window1: blendMode = 'avg'
20.7318 	EXP 	window1: blendMode = 'avg'
20.7401 	EXP 	window1: blendMode = 'avg'
20.7484 	EXP 	window1: blendMode = 'avg'
20.7567 	EXP 	window1: blendMode = 'avg'
20.7650 	EXP 	window1: blendMode = 'avg'
20.7733 	EXP 	window1: blendMode = 'avg'
20.7817 	EXP 	window1: blendMode = 'avg'
20.7900 	EXP 	window1: blendMode = 'avg'
20.7984 	EXP 	window1: blendMode = 'avg'
20.8067 	EXP 	window1: blendMode = 'avg'
20.8150 	EXP 	window1: blendMode = 'avg'
20.8235 	EXP 	window1: blendMode = 'avg'
20.8317 	EXP 	window1: blendMode = 'avg'
20.8401 	EXP 	window1: blendMode = 'avg'
20.8484 	EXP 	window1: blendMode = 'avg'
20.8568 	EXP 	window1: blendMode = 'avg'
20.8651 	EXP 	window1: blendMode = 'avg'
20.8734 	EXP 	window1: blendMode = 'avg'
20.8817 	EXP 	window1: blendMode = 'avg'
