word,location,image,repetition,trialnum,condition,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,Run,vtarget,PartID,ltarget,frameRate,expName,date,
0,1,Alien12.bmp,1,193,R,0,0,0,0,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,2,Alien1.bmp,1,194,R,0,1,1,1,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,3,Alien1.bmp,1,195,R,0,2,2,2,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,1,Alien2.bmp,1,196,R,0,3,3,3,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,2,Alien7.bmp,1,197,R,0,4,4,4,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,3,Alien8.bmp,1,198,R,0,5,5,5,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,1,Alien3.bmp,1,199,R,0,6,6,6,,,,,,,,,3,0.508914057165,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,2,Alien5.bmp,1,200,R,0,7,7,7,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,3,Alien2.bmp,1,201,R,0,8,8,8,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,1,Alien4.bmp,1,202,R,0,9,9,9,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,2,Alien9.bmp,1,203,R,0,10,10,10,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,3,Alien6.bmp,1,204,R,0,11,11,11,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,1,Alien3.bmp,1,205,R,0,12,12,12,,,,,,,,,3,0.642786621116,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,2,Alien11.bmp,1,206,R,0,13,13,13,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,3,Alien10.bmp,1,207,R,0,14,14,14,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,1,Alien4.bmp,1,208,R,0,15,15,15,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,2,Alien8.bmp,1,209,R,0,16,16,16,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,3,Alien5.bmp,1,210,R,0,17,17,17,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,1,Alien9.bmp,1,211,R,0,18,18,18,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,2,Alien11.bmp,1,212,R,0,19,19,19,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,3,Alien7.bmp,1,213,R,0,20,20,20,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,1,Alien10.bmp,1,214,R,0,21,21,21,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
0,2,Alien6.bmp,1,215,R,0,22,22,22,,,,,,,,,None,,,,,2,3,f002,F,120.008977802,visual,2018_Jan_12_1124,
