word,location,image,repetition,trialnum,condition,letter6,letter5,letter4,letter3,letter2,letter1,corrAns,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,forced_test_trials.thisRepN,forced_test_trials.thisTrialN,forced_test_trials.thisN,forced_test_trials.thisIndex,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
0,3,Alien6.bmp,1,147,R,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,3,0.467016267707,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien2.bmp,1,148,R,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien3.bmp,1,149,R,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien11.bmp,1,150,R,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien7.bmp,1,151,R,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien5.bmp,1,152,R,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien5.bmp,1,153,R,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien5.bmp,1,154,R,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien8.bmp,1,155,R,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien7.bmp,1,156,R,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien3.bmp,1,157,R,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien6.bmp,1,158,R,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,3,0.392456594505,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien4.bmp,1,159,R,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien10.bmp,1,160,R,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien1.bmp,1,161,R,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien8.bmp,1,162,R,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,3,0.39065207995,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien9.bmp,1,163,R,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien9.bmp,1,164,R,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien2.bmp,1,165,R,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien4.bmp,1,166,R,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien12.bmp,1,167,R,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien4.bmp,1,168,R,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien12.bmp,1,169,R,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien1.bmp,1,170,R,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien7.bmp,1,171,R,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien5.bmp,1,172,R,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien12.bmp,1,173,R,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien4.bmp,1,174,R,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien8.bmp,1,175,R,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien6.bmp,1,176,R,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,3,0.427504396881,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
