7.5983 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
8.1291 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=u'grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1FE8F570>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.1292 	EXP 	window1: recordFrameIntervals = False
8.2117 	EXP 	window1: recordFrameIntervals = True
8.3035 	EXP 	window1: recordFrameIntervals = False
8.3768 	EXP 	Created start_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='start_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u"Are you ready? Let's get started!", units=u'norm', win=Window(...), wrapWidth=1)
8.3831 	EXP 	Created vreminder_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'Alien3.BMP', interpolate=True, mask=None, maskParams=None, name='vreminder_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([ 0.20520833,  0.67407407]), texRes=128, units=u'norm', win=Window(...))
8.3906 	EXP 	Created vreminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='vreminder_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.2]), rgb=array([ 0.,  0.,  0.]), text=u'Press the button when you see this!', units=u'norm', win=Window(...), wrapWidth=1)
9.2531 	EXP 	Set  sound=C
9.2579 	EXP 	Set  sound=reminder.wav
9.2579 	EXP 	Sound  set volume 1.000
9.2847 	EXP 	Created lreminder_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='F.png', interpolate=True, mask=None, maskParams=None, name='lreminder_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
9.2898 	EXP 	Created lreminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='lreminder_text', opacity=1.0, ori=0, pos=array([-0. ,  0.4]), rgb=array([ 0.,  0.,  0.]), text=u'Press the button when you see this!', units=u'norm', win=Window(...), wrapWidth=1)
9.2925 	EXP 	Set  sound=reminder.wav
9.2925 	EXP 	Sound  set volume 1.000
9.2945 	EXP 	Created l_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='l_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.3166 	EXP 	Created l_block_trial_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blanka.png', interpolate=True, mask=None, maskParams=None, name='l_block_trial_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
9.3183 	EXP 	Created v_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='v_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.3226 	EXP 	Created blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'blank.PNG', interpolate=True, mask=None, maskParams=None, name='blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.3243 	EXP 	Created blank_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='blank_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.3249 	EXP 	window1: blendMode = 'avg'
9.3571 	EXP 	start_text: autoDraw = True
9.3574 	EXP 	window1: blendMode = 'avg'
9.3595 	EXP 	window1: blendMode = 'avg'
9.3621 	EXP 	window1: blendMode = 'avg'
9.3705 	EXP 	window1: blendMode = 'avg'
9.3790 	EXP 	window1: blendMode = 'avg'
9.3871 	EXP 	window1: blendMode = 'avg'
9.3954 	EXP 	window1: blendMode = 'avg'
9.4074 	EXP 	window1: blendMode = 'avg'
9.4120 	EXP 	window1: blendMode = 'avg'
9.4204 	EXP 	window1: blendMode = 'avg'
9.4288 	EXP 	window1: blendMode = 'avg'
9.4372 	EXP 	window1: blendMode = 'avg'
9.4454 	EXP 	window1: blendMode = 'avg'
9.4538 	EXP 	window1: blendMode = 'avg'
9.4621 	EXP 	window1: blendMode = 'avg'
9.4705 	EXP 	window1: blendMode = 'avg'
9.4788 	EXP 	window1: blendMode = 'avg'
9.4872 	EXP 	window1: blendMode = 'avg'
9.4955 	EXP 	window1: blendMode = 'avg'
9.5038 	EXP 	window1: blendMode = 'avg'
9.5122 	EXP 	window1: blendMode = 'avg'
9.5205 	EXP 	window1: blendMode = 'avg'
9.5289 	EXP 	window1: blendMode = 'avg'
9.5371 	EXP 	window1: blendMode = 'avg'
9.5455 	EXP 	window1: blendMode = 'avg'
9.5539 	EXP 	window1: blendMode = 'avg'
9.5622 	EXP 	window1: blendMode = 'avg'
9.5706 	EXP 	window1: blendMode = 'avg'
9.5789 	EXP 	window1: blendMode = 'avg'
9.5870 	EXP 	window1: blendMode = 'avg'
9.5954 	EXP 	window1: blendMode = 'avg'
9.6037 	EXP 	window1: blendMode = 'avg'
9.6120 	EXP 	window1: blendMode = 'avg'
9.6203 	EXP 	window1: blendMode = 'avg'
9.6286 	EXP 	window1: blendMode = 'avg'
9.6370 	EXP 	window1: blendMode = 'avg'
9.6453 	EXP 	window1: blendMode = 'avg'
9.6536 	EXP 	window1: blendMode = 'avg'
9.6623 	EXP 	window1: blendMode = 'avg'
9.6703 	EXP 	window1: blendMode = 'avg'
9.6787 	EXP 	window1: blendMode = 'avg'
