19.2917 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=u'white', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x194154D0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.5052 	EXP 	Created l_block_trial_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blanka.png', interpolate=True, mask=None, maskParams=None, name='l_block_trial_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
20.5070 	EXP 	Created v_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='v_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
20.5108 	EXP 	Created blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'blank.PNG', interpolate=True, mask=None, maskParams=None, name='blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
20.5124 	EXP 	Created blank_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='blank_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
20.5130 	EXP 	window1: blendMode = 'avg'
20.5374 	EXP 	start_text: autoDraw = True
20.5377 	EXP 	window1: blendMode = 'avg'
20.5398 	EXP 	window1: blendMode = 'avg'
20.5420 	EXP 	window1: blendMode = 'avg'
20.5504 	EXP 	window1: blendMode = 'avg'
20.5586 	EXP 	window1: blendMode = 'avg'
20.5670 	EXP 	window1: blendMode = 'avg'
20.5753 	EXP 	window1: blendMode = 'avg'
20.5837 	EXP 	window1: blendMode = 'avg'
20.5920 	EXP 	window1: blendMode = 'avg'
20.6003 	EXP 	window1: blendMode = 'avg'
20.6087 	EXP 	window1: blendMode = 'avg'
20.6172 	EXP 	window1: blendMode = 'avg'
20.6253 	EXP 	window1: blendMode = 'avg'
20.6337 	EXP 	window1: blendMode = 'avg'
20.6420 	EXP 	window1: blendMode = 'avg'
20.6504 	EXP 	window1: blendMode = 'avg'
20.6587 	EXP 	window1: blendMode = 'avg'
20.6670 	EXP 	window1: blendMode = 'avg'
20.6754 	EXP 	window1: blendMode = 'avg'
20.6837 	EXP 	window1: blendMode = 'avg'
20.6920 	EXP 	window1: blendMode = 'avg'
20.7004 	EXP 	window1: blendMode = 'avg'
20.7087 	EXP 	window1: blendMode = 'avg'
20.7171 	EXP 	window1: blendMode = 'avg'
20.7253 	EXP 	window1: blendMode = 'avg'
20.7339 	EXP 	window1: blendMode = 'avg'
20.7420 	EXP 	window1: blendMode = 'avg'
20.7503 	EXP 	window1: blendMode = 'avg'
20.7587 	EXP 	window1: blendMode = 'avg'
20.7670 	EXP 	window1: blendMode = 'avg'
20.7753 	EXP 	window1: blendMode = 'avg'
20.7837 	EXP 	window1: blendMode = 'avg'
20.7920 	EXP 	window1: blendMode = 'avg'
20.8004 	EXP 	window1: blendMode = 'avg'
20.8087 	EXP 	window1: blendMode = 'avg'
20.8170 	EXP 	window1: blendMode = 'avg'
20.8253 	EXP 	window1: blendMode = 'avg'
20.8337 	EXP 	window1: blendMode = 'avg'
20.8420 	EXP 	window1: blendMode = 'avg'
20.8503 	EXP 	window1: blendMode = 'avg'
20.8587 	EXP 	window1: blendMode = 'avg'
20.8670 	EXP 	window1: blendMode = 'avg'
20.8753 	EXP 	window1: blendMode = 'avg'
20.8837 	EXP 	window1: blendMode = 'avg'
20.8920 	EXP 	window1: blendMode = 'avg'
20.9003 	EXP 	window1: blendMode = 'avg'
20.9087 	EXP 	window1: blendMode = 'avg'
20.9170 	EXP 	window1: blendMode = 'avg'
20.9253 	EXP 	window1: blendMode = 'avg'
20.9337 	EXP 	window1: blendMode = 'avg'
20.9420 	EXP 	window1: blendMode = 'avg'
20.9504 	EXP 	window1: blendMode = 'avg'
20.9587 	EXP 	window1: blendMode = 'avg'
20.9671 	EXP 	window1: blendMode = 'avg'
20.9754 	EXP 	window1: blendMode = 'avg'
20.9837 	EXP 	window1: blendMode = 'avg'
20.9920 	EXP 	window1: blendMode = 'avg'
21.0003 	EXP 	window1: blendMode = 'avg'
21.0087 	EXP 	window1: blendMode = 'avg'
21.0170 	EXP 	window1: blendMode = 'avg'
21.0276 	EXP 	window1: blendMode = 'avg'
21.0337 	EXP 	window1: blendMode = 'avg'
21.0420 	EXP 	window1: blendMode = 'avg'
21.0504 	EXP 	window1: blendMode = 'avg'
21.0587 	EXP 	window1: blendMode = 'avg'
21.0671 	EXP 	window1: blendMode = 'avg'
21.0754 	EXP 	window1: blendMode = 'avg'
21.0838 	EXP 	window1: blendMode = 'avg'
21.0920 	EXP 	window1: blendMode = 'avg'
21.1004 	EXP 	window1: blendMode = 'avg'
21.1087 	EXP 	window1: blendMode = 'avg'
21.1171 	EXP 	window1: blendMode = 'avg'
21.1254 	EXP 	window1: blendMode = 'avg'
21.1338 	EXP 	window1: blendMode = 'avg'
21.1421 	EXP 	window1: blendMode = 'avg'
21.1504 	EXP 	window1: blendMode = 'avg'
21.1587 	EXP 	window1: blendMode = 'avg'
21.1671 	EXP 	window1: blendMode = 'avg'
21.1754 	EXP 	window1: blendMode = 'avg'
21.1838 	EXP 	window1: blendMode = 'avg'
21.1921 	EXP 	window1: blendMode = 'avg'
21.2004 	EXP 	window1: blendMode = 'avg'
21.2088 	EXP 	window1: blendMode = 'avg'
21.2171 	EXP 	window1: blendMode = 'avg'
21.2254 	EXP 	window1: blendMode = 'avg'
21.2338 	EXP 	window1: blendMode = 'avg'
21.2421 	EXP 	window1: blendMode = 'avg'
21.2504 	EXP 	window1: blendMode = 'avg'
21.2588 	EXP 	window1: blendMode = 'avg'
21.2671 	EXP 	window1: blendMode = 'avg'
21.2754 	EXP 	window1: blendMode = 'avg'
21.2838 	EXP 	window1: blendMode = 'avg'
21.2922 	EXP 	window1: blendMode = 'avg'
21.3005 	EXP 	window1: blendMode = 'avg'
21.3088 	EXP 	window1: blendMode = 'avg'
21.3171 	EXP 	window1: blendMode = 'avg'
21.3254 	EXP 	window1: blendMode = 'avg'
21.3338 	EXP 	window1: blendMode = 'avg'
21.3421 	EXP 	window1: blendMode = 'avg'
21.3505 	EXP 	window1: blendMode = 'avg'
21.3588 	EXP 	window1: blendMode = 'avg'
21.3672 	EXP 	window1: blendMode = 'avg'
21.3754 	EXP 	window1: blendMode = 'avg'
21.3838 	EXP 	window1: blendMode = 'avg'
21.3921 	EXP 	window1: blendMode = 'avg'
21.4005 	EXP 	window1: blendMode = 'avg'
21.4088 	EXP 	window1: blendMode = 'avg'
21.4171 	EXP 	window1: blendMode = 'avg'
21.4255 	EXP 	window1: blendMode = 'avg'
21.4338 	EXP 	window1: blendMode = 'avg'
21.4421 	EXP 	window1: blendMode = 'avg'
21.4505 	EXP 	window1: blendMode = 'avg'
21.4588 	EXP 	window1: blendMode = 'avg'
21.4672 	EXP 	window1: blendMode = 'avg'
21.4755 	EXP 	window1: blendMode = 'avg'
21.4838 	EXP 	window1: blendMode = 'avg'
21.4921 	EXP 	window1: blendMode = 'avg'
21.5005 	EXP 	window1: blendMode = 'avg'
21.5088 	EXP 	window1: blendMode = 'avg'
21.5171 	EXP 	window1: blendMode = 'avg'
21.5255 	EXP 	window1: blendMode = 'avg'
21.5351 	EXP 	window1: blendMode = 'avg'
21.5422 	EXP 	window1: blendMode = 'avg'
21.5506 	EXP 	window1: blendMode = 'avg'
21.5588 	EXP 	window1: blendMode = 'avg'
21.5672 	EXP 	window1: blendMode = 'avg'
21.5755 	EXP 	window1: blendMode = 'avg'
21.5838 	EXP 	window1: blendMode = 'avg'
21.5922 	EXP 	window1: blendMode = 'avg'
21.6005 	EXP 	window1: blendMode = 'avg'
21.6089 	EXP 	window1: blendMode = 'avg'
21.6172 	EXP 	window1: blendMode = 'avg'
21.6256 	EXP 	window1: blendMode = 'avg'
21.6338 	EXP 	window1: blendMode = 'avg'
21.6422 	EXP 	window1: blendMode = 'avg'
21.6505 	EXP 	window1: blendMode = 'avg'
21.6588 	EXP 	window1: blendMode = 'avg'
21.6672 	EXP 	window1: blendMode = 'avg'
21.6756 	EXP 	window1: blendMode = 'avg'
21.6839 	EXP 	window1: blendMode = 'avg'
21.6922 	EXP 	window1: blendMode = 'avg'
21.7005 	EXP 	window1: blendMode = 'avg'
21.7089 	EXP 	window1: blendMode = 'avg'
21.7172 	EXP 	window1: blendMode = 'avg'
21.7256 	EXP 	window1: blendMode = 'avg'
21.7339 	EXP 	window1: blendMode = 'avg'
21.7422 	EXP 	window1: blendMode = 'avg'
21.7505 	EXP 	window1: blendMode = 'avg'
21.7589 	EXP 	window1: blendMode = 'avg'
21.7672 	EXP 	window1: blendMode = 'avg'
21.7756 	EXP 	window1: blendMode = 'avg'
21.7839 	EXP 	window1: blendMode = 'avg'
21.7923 	EXP 	window1: blendMode = 'avg'
21.8005 	EXP 	window1: blendMode = 'avg'
21.8089 	EXP 	window1: blendMode = 'avg'
21.8172 	EXP 	window1: blendMode = 'avg'
21.8256 	EXP 	window1: blendMode = 'avg'
21.8339 	EXP 	window1: blendMode = 'avg'
21.8422 	EXP 	window1: blendMode = 'avg'
21.8506 	EXP 	window1: blendMode = 'avg'
21.8589 	EXP 	window1: blendMode = 'avg'
21.8672 	EXP 	window1: blendMode = 'avg'
21.8756 	EXP 	window1: blendMode = 'avg'
21.8839 	EXP 	window1: blendMode = 'avg'
21.8922 	EXP 	window1: blendMode = 'avg'
21.9006 	EXP 	window1: blendMode = 'avg'
21.9089 	EXP 	window1: blendMode = 'avg'
21.9172 	EXP 	window1: blendMode = 'avg'
21.9256 	EXP 	window1: blendMode = 'avg'
21.9339 	EXP 	window1: blendMode = 'avg'
21.9422 	EXP 	window1: blendMode = 'avg'
21.9506 	EXP 	window1: blendMode = 'avg'
21.9589 	EXP 	window1: blendMode = 'avg'
21.9672 	EXP 	window1: blendMode = 'avg'
21.9757 	EXP 	window1: blendMode = 'avg'
21.9839 	EXP 	window1: blendMode = 'avg'
21.9922 	EXP 	window1: blendMode = 'avg'
22.0006 	EXP 	window1: blendMode = 'avg'
22.0089 	EXP 	window1: blendMode = 'avg'
22.0173 	EXP 	window1: blendMode = 'avg'
22.0256 	EXP 	window1: blendMode = 'avg'
22.0339 	EXP 	window1: blendMode = 'avg'
22.0429 	EXP 	window1: blendMode = 'avg'
22.0506 	EXP 	window1: blendMode = 'avg'
22.0589 	EXP 	window1: blendMode = 'avg'
22.0673 	EXP 	window1: blendMode = 'avg'
22.0757 	EXP 	window1: blendMode = 'avg'
22.0840 	EXP 	window1: blendMode = 'avg'
22.0923 	EXP 	window1: blendMode = 'avg'
22.1006 	EXP 	window1: blendMode = 'avg'
22.1089 	EXP 	window1: blendMode = 'avg'
22.1173 	EXP 	window1: blendMode = 'avg'
22.1256 	EXP 	window1: blendMode = 'avg'
22.1339 	EXP 	window1: blendMode = 'avg'
22.1423 	EXP 	window1: blendMode = 'avg'
22.1506 	EXP 	window1: blendMode = 'avg'
22.1590 	EXP 	window1: blendMode = 'avg'
22.1673 	EXP 	window1: blendMode = 'avg'
22.1756 	EXP 	window1: blendMode = 'avg'
22.1839 	EXP 	window1: blendMode = 'avg'
22.1923 	EXP 	window1: blendMode = 'avg'
22.2006 	EXP 	window1: blendMode = 'avg'
22.2122 	EXP 	window1: blendMode = 'avg'
22.2173 	EXP 	window1: blendMode = 'avg'
22.2256 	EXP 	window1: blendMode = 'avg'
22.2339 	EXP 	window1: blendMode = 'avg'
22.2423 	EXP 	window1: blendMode = 'avg'
22.2506 	EXP 	window1: blendMode = 'avg'
22.2589 	EXP 	window1: blendMode = 'avg'
22.2673 	EXP 	window1: blendMode = 'avg'
22.2756 	EXP 	window1: blendMode = 'avg'
22.2839 	EXP 	window1: blendMode = 'avg'
22.2923 	EXP 	window1: blendMode = 'avg'
22.3006 	EXP 	window1: blendMode = 'avg'
22.3089 	EXP 	window1: blendMode = 'avg'
22.3173 	EXP 	window1: blendMode = 'avg'
22.3256 	EXP 	window1: blendMode = 'avg'
22.3340 	EXP 	window1: blendMode = 'avg'
22.3423 	EXP 	window1: blendMode = 'avg'
22.3506 	EXP 	window1: blendMode = 'avg'
22.3589 	EXP 	window1: blendMode = 'avg'
22.3673 	EXP 	window1: blendMode = 'avg'
22.3756 	EXP 	window1: blendMode = 'avg'
22.3840 	EXP 	window1: blendMode = 'avg'
22.3923 	EXP 	window1: blendMode = 'avg'
22.4008 	EXP 	window1: blendMode = 'avg'
22.4090 	EXP 	window1: blendMode = 'avg'
22.4173 	EXP 	window1: blendMode = 'avg'
22.4256 	EXP 	window1: blendMode = 'avg'
22.4340 	EXP 	window1: blendMode = 'avg'
22.4423 	EXP 	window1: blendMode = 'avg'
22.4506 	EXP 	window1: blendMode = 'avg'
22.4590 	EXP 	window1: blendMode = 'avg'
22.4673 	EXP 	window1: blendMode = 'avg'
22.4756 	EXP 	window1: blendMode = 'avg'
22.4840 	EXP 	window1: blendMode = 'avg'
22.4923 	EXP 	window1: blendMode = 'avg'
22.5006 	EXP 	window1: blendMode = 'avg'
22.5090 	EXP 	window1: blendMode = 'avg'
22.5173 	EXP 	window1: blendMode = 'avg'
22.5256 	EXP 	window1: blendMode = 'avg'
22.5339 	EXP 	window1: blendMode = 'avg'
22.5449 	EXP 	window1: blendMode = 'avg'
22.5511 	EXP 	window1: blendMode = 'avg'
22.5590 	EXP 	window1: blendMode = 'avg'
22.5673 	EXP 	window1: blendMode = 'avg'
22.5757 	EXP 	window1: blendMode = 'avg'
22.5840 	EXP 	window1: blendMode = 'avg'
22.5923 	EXP 	window1: blendMode = 'avg'
22.6006 	EXP 	window1: blendMode = 'avg'
22.6090 	EXP 	window1: blendMode = 'avg'
22.6173 	EXP 	window1: blendMode = 'avg'
22.6257 	EXP 	window1: blendMode = 'avg'
22.6340 	EXP 	window1: blendMode = 'avg'
22.6423 	EXP 	window1: blendMode = 'avg'
22.6506 	EXP 	window1: blendMode = 'avg'
22.6590 	EXP 	window1: blendMode = 'avg'
22.6673 	EXP 	window1: blendMode = 'avg'
22.6757 	EXP 	window1: blendMode = 'avg'
22.6840 	EXP 	window1: blendMode = 'avg'
22.6923 	EXP 	window1: blendMode = 'avg'
22.7006 	EXP 	window1: blendMode = 'avg'
22.7090 	EXP 	window1: blendMode = 'avg'
22.7201 	EXP 	window1: blendMode = 'avg'
22.7257 	EXP 	window1: blendMode = 'avg'
22.7340 	EXP 	window1: blendMode = 'avg'
22.7423 	EXP 	window1: blendMode = 'avg'
22.7507 	EXP 	window1: blendMode = 'avg'
22.7590 	EXP 	window1: blendMode = 'avg'
22.7674 	EXP 	window1: blendMode = 'avg'
22.7757 	EXP 	window1: blendMode = 'avg'
22.7840 	EXP 	window1: blendMode = 'avg'
22.7953 	EXP 	window1: blendMode = 'avg'
22.8007 	EXP 	window1: blendMode = 'avg'
22.8090 	EXP 	window1: blendMode = 'avg'
22.8173 	EXP 	window1: blendMode = 'avg'
22.8257 	EXP 	window1: blendMode = 'avg'
22.8340 	EXP 	window1: blendMode = 'avg'
22.8424 	EXP 	window1: blendMode = 'avg'
22.8507 	EXP 	window1: blendMode = 'avg'
22.8590 	EXP 	window1: blendMode = 'avg'
22.8674 	EXP 	window1: blendMode = 'avg'
22.8757 	EXP 	window1: blendMode = 'avg'
22.8842 	EXP 	window1: blendMode = 'avg'
22.8924 	EXP 	window1: blendMode = 'avg'
22.9007 	EXP 	window1: blendMode = 'avg'
22.9090 	EXP 	window1: blendMode = 'avg'
22.9174 	EXP 	window1: blendMode = 'avg'
22.9257 	EXP 	window1: blendMode = 'avg'
22.9340 	EXP 	window1: blendMode = 'avg'
22.9424 	EXP 	window1: blendMode = 'avg'
22.9507 	EXP 	window1: blendMode = 'avg'
22.9591 	EXP 	window1: blendMode = 'avg'
22.9674 	EXP 	window1: blendMode = 'avg'
22.9757 	EXP 	window1: blendMode = 'avg'
22.9840 	EXP 	window1: blendMode = 'avg'
22.9953 	EXP 	window1: blendMode = 'avg'
23.0007 	EXP 	window1: blendMode = 'avg'
23.0090 	EXP 	window1: blendMode = 'avg'
23.0174 	EXP 	window1: blendMode = 'avg'
23.0257 	EXP 	window1: blendMode = 'avg'
23.0340 	EXP 	window1: blendMode = 'avg'
23.0424 	EXP 	window1: blendMode = 'avg'
23.0507 	EXP 	window1: blendMode = 'avg'
23.0599 	EXP 	window1: blendMode = 'avg'
23.0674 	EXP 	window1: blendMode = 'avg'
23.0757 	EXP 	window1: blendMode = 'avg'
23.0841 	EXP 	window1: blendMode = 'avg'
23.0924 	EXP 	window1: blendMode = 'avg'
23.1007 	EXP 	window1: blendMode = 'avg'
23.1091 	EXP 	window1: blendMode = 'avg'
23.1174 	EXP 	window1: blendMode = 'avg'
23.1257 	EXP 	window1: blendMode = 'avg'
23.1341 	EXP 	window1: blendMode = 'avg'
23.1424 	EXP 	window1: blendMode = 'avg'
23.1507 	EXP 	window1: blendMode = 'avg'
23.1590 	EXP 	window1: blendMode = 'avg'
23.1675 	EXP 	window1: blendMode = 'avg'
23.1757 	EXP 	window1: blendMode = 'avg'
23.1841 	EXP 	window1: blendMode = 'avg'
23.1924 	EXP 	window1: blendMode = 'avg'
23.2007 	EXP 	window1: blendMode = 'avg'
23.2091 	EXP 	window1: blendMode = 'avg'
23.2174 	EXP 	window1: blendMode = 'avg'
23.2305 	EXP 	window1: blendMode = 'avg'
23.2341 	EXP 	window1: blendMode = 'avg'
23.2424 	EXP 	window1: blendMode = 'avg'
23.2507 	EXP 	window1: blendMode = 'avg'
23.2591 	EXP 	window1: blendMode = 'avg'
23.2674 	EXP 	window1: blendMode = 'avg'
23.2757 	EXP 	window1: blendMode = 'avg'
23.2841 	EXP 	window1: blendMode = 'avg'
23.2924 	EXP 	window1: blendMode = 'avg'
23.3007 	EXP 	window1: blendMode = 'avg'
23.3091 	EXP 	window1: blendMode = 'avg'
23.3174 	EXP 	window1: blendMode = 'avg'
23.3257 	EXP 	window1: blendMode = 'avg'
23.3341 	EXP 	window1: blendMode = 'avg'
23.3424 	EXP 	window1: blendMode = 'avg'
23.3507 	EXP 	window1: blendMode = 'avg'
23.3591 	EXP 	window1: blendMode = 'avg'
23.3675 	EXP 	window1: blendMode = 'avg'
23.3757 	EXP 	window1: blendMode = 'avg'
23.3841 	EXP 	window1: blendMode = 'avg'
23.3924 	EXP 	window1: blendMode = 'avg'
23.4007 	EXP 	window1: blendMode = 'avg'
23.4091 	EXP 	window1: blendMode = 'avg'
23.4174 	EXP 	window1: blendMode = 'avg'
23.4257 	EXP 	window1: blendMode = 'avg'
23.4341 	EXP 	window1: blendMode = 'avg'
23.4424 	EXP 	window1: blendMode = 'avg'
23.4507 	EXP 	window1: blendMode = 'avg'
23.4591 	EXP 	window1: blendMode = 'avg'
23.4674 	EXP 	window1: blendMode = 'avg'
23.4757 	EXP 	window1: blendMode = 'avg'
23.4841 	EXP 	window1: blendMode = 'avg'
23.4924 	EXP 	window1: blendMode = 'avg'
23.5008 	EXP 	window1: blendMode = 'avg'
23.5091 	EXP 	window1: blendMode = 'avg'
23.5174 	EXP 	window1: blendMode = 'avg'
23.5258 	DATA 	Keypress: 5
23.5265 	EXP 	window1: blendMode = 'avg'
23.5269 	EXP 	Sound  started
23.5339 	EXP 	start_text: autoDraw = False
23.5341 	EXP 	window1: blendMode = 'avg'
23.5659 	EXP 	window1: blendMode = 'avg'
23.5673 	EXP 	window1: blendMode = 'avg'
23.5688 	EXP 	window1: blendMode = 'avg'
23.5757 	EXP 	window1: blendMode = 'avg'
23.5841 	EXP 	window1: blendMode = 'avg'
23.5924 	EXP 	window1: blendMode = 'avg'
23.6008 	EXP 	window1: blendMode = 'avg'
23.6091 	EXP 	window1: blendMode = 'avg'
23.6174 	EXP 	window1: blendMode = 'avg'
23.6258 	EXP 	window1: blendMode = 'avg'
23.6341 	EXP 	window1: blendMode = 'avg'
23.6425 	EXP 	window1: blendMode = 'avg'
23.6508 	EXP 	window1: blendMode = 'avg'
23.6591 	EXP 	window1: blendMode = 'avg'
23.6674 	EXP 	window1: blendMode = 'avg'
23.6758 	EXP 	window1: blendMode = 'avg'
23.6841 	EXP 	window1: blendMode = 'avg'
23.6925 	EXP 	window1: blendMode = 'avg'
23.7008 	EXP 	window1: blendMode = 'avg'
23.7091 	EXP 	window1: blendMode = 'avg'
23.7175 	EXP 	window1: blendMode = 'avg'
23.7258 	EXP 	window1: blendMode = 'avg'
23.7341 	EXP 	window1: blendMode = 'avg'
23.7425 	EXP 	window1: blendMode = 'avg'
23.7508 	EXP 	window1: blendMode = 'avg'
23.7591 	EXP 	window1: blendMode = 'avg'
23.7674 	EXP 	window1: blendMode = 'avg'
23.7758 	EXP 	window1: blendMode = 'avg'
23.7841 	EXP 	window1: blendMode = 'avg'
23.7924 	EXP 	window1: blendMode = 'avg'
23.8008 	EXP 	window1: blendMode = 'avg'
23.8091 	EXP 	window1: blendMode = 'avg'
23.8175 	EXP 	window1: blendMode = 'avg'
23.8259 	EXP 	window1: blendMode = 'avg'
23.8342 	EXP 	window1: blendMode = 'avg'
23.8425 	EXP 	window1: blendMode = 'avg'
23.8509 	EXP 	window1: blendMode = 'avg'
23.8591 	EXP 	window1: blendMode = 'avg'
23.8675 	EXP 	window1: blendMode = 'avg'
23.8759 	EXP 	window1: blendMode = 'avg'
23.8842 	EXP 	window1: blendMode = 'avg'
23.8925 	EXP 	window1: blendMode = 'avg'
23.9008 	EXP 	window1: blendMode = 'avg'
23.9091 	EXP 	window1: blendMode = 'avg'
23.9176 	EXP 	window1: blendMode = 'avg'
23.9259 	EXP 	window1: blendMode = 'avg'
23.9342 	EXP 	window1: blendMode = 'avg'
23.9426 	EXP 	window1: blendMode = 'avg'
23.9508 	EXP 	window1: blendMode = 'avg'
23.9592 	EXP 	window1: blendMode = 'avg'
23.9675 	EXP 	window1: blendMode = 'avg'
23.9759 	EXP 	window1: blendMode = 'avg'
23.9843 	EXP 	window1: blendMode = 'avg'
23.9925 	EXP 	window1: blendMode = 'avg'
24.0009 	EXP 	window1: blendMode = 'avg'
24.0092 	EXP 	window1: blendMode = 'avg'
24.0176 	EXP 	window1: blendMode = 'avg'
24.0259 	EXP 	window1: blendMode = 'avg'
24.0342 	EXP 	window1: blendMode = 'avg'
24.0425 	EXP 	window1: blendMode = 'avg'
24.0509 	EXP 	window1: blendMode = 'avg'
24.0592 	EXP 	window1: blendMode = 'avg'
24.0675 	EXP 	window1: blendMode = 'avg'
24.0759 	EXP 	window1: blendMode = 'avg'
24.0843 	EXP 	window1: blendMode = 'avg'
24.0925 	EXP 	window1: blendMode = 'avg'
24.1009 	EXP 	window1: blendMode = 'avg'
24.1092 	EXP 	window1: blendMode = 'avg'
24.1175 	EXP 	window1: blendMode = 'avg'
24.1260 	EXP 	window1: blendMode = 'avg'
24.1342 	EXP 	window1: blendMode = 'avg'
24.1425 	EXP 	window1: blendMode = 'avg'
24.1510 	EXP 	window1: blendMode = 'avg'
24.1592 	EXP 	window1: blendMode = 'avg'
24.1677 	EXP 	window1: blendMode = 'avg'
24.1760 	EXP 	window1: blendMode = 'avg'
24.1842 	EXP 	window1: blendMode = 'avg'
24.1926 	EXP 	window1: blendMode = 'avg'
24.2009 	EXP 	window1: blendMode = 'avg'
24.2093 	EXP 	window1: blendMode = 'avg'
24.2176 	EXP 	window1: blendMode = 'avg'
24.2259 	EXP 	window1: blendMode = 'avg'
