soundFile,word,location,repetition,trialnum,condition,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,random_block_key_resp.keys,random_block_key_resp.rt,structured_block_key_resp.keys,structured_block_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
4A.wav,0,1,1,193,R,0,0,0,0,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
2B.wav,0,2,1,194,R,0,1,1,1,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
2C.wav,0,3,1,195,R,0,2,2,2,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
1C.wav,0,1,1,196,R,0,3,3,3,,,,,3,0.0502182964992,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
3B.wav,0,2,1,197,R,0,4,4,4,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
4C.wav,0,3,1,198,R,0,5,5,5,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
2B.wav,0,1,1,199,R,0,6,6,6,,,,,3,0.108543245879,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
3A.wav,0,2,1,200,R,0,7,7,7,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
2A.wav,0,3,1,201,R,0,8,8,8,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
2C.wav,0,1,1,202,R,0,9,9,9,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
3A.wav,0,2,1,203,R,0,10,10,10,,,,,3,0.183569037821,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
1B.wav,0,3,1,204,R,0,11,11,11,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
3C.wav,0,1,1,205,R,0,12,12,12,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
1C.wav,0,2,1,206,R,0,13,13,13,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
1A.wav,0,3,1,207,R,0,14,14,14,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
3B.wav,0,1,1,208,R,0,15,15,15,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
4B.wav,0,2,1,209,R,0,16,16,16,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
1B.wav,0,3,1,210,R,0,17,17,17,,,,,3,0.358666196757,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
4A.wav,0,1,1,211,R,0,18,18,18,,,,,None,,,,pu,3,010,119.982082698,2C,auditory,2017_Nov_02_0959,
