"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","cond","targ","value","key_press","stimulus"
"-1000","","audio-keyboard-response","453","341674","0.0-11.0-442.0","lang2","do","","-1","sound/bi.wav"
"-1000","","audio-keyboard-response","454","342160","0.0-11.0-443.0","lang2","do","","-1","sound/ku.wav"
"-1000","","audio-keyboard-response","455","342645","0.0-11.0-444.0","lang2","do","","-1","sound/ti.wav"
"-1000","","audio-keyboard-response","456","343129","0.0-11.0-445.0","lang2","do","","-1","sound/bu.wav"
"-1000","","audio-keyboard-response","457","343614","0.0-11.0-446.0","lang2","do","","-1","sound/do.wav"
"-1000","","audio-keyboard-response","458","344098","0.0-11.0-447.0","lang2","do","","-1","sound/da.wav"
"-1000","","audio-keyboard-response","459","344583","0.0-11.0-448.0","lang2","do","","-1","sound/ro.wav"
"-1000","","audio-keyboard-response","460","345067","0.0-11.0-449.0","lang2","do","","-1","sound/pi.wav"
"-1000","","audio-keyboard-response","461","345553","0.0-11.0-450.0","lang2","do","","-1","sound/go.wav"
"-1000","","audio-keyboard-response","462","346037","0.0-11.0-451.0","lang2","do","","-1","sound/la.wav"
"-1000","","audio-keyboard-response","463","346523","0.0-11.0-452.0","lang2","do","","-1","sound/tu.wav"
"-1000","","audio-keyboard-response","464","347005","0.0-11.0-453.0","lang2","do","","-1","sound/ti.wav"
"-1000","","audio-keyboard-response","465","347490","0.0-11.0-454.0","lang2","do","","-1","sound/bu.wav"
"-1000","","audio-keyboard-response","466","347975","0.0-11.0-455.0","lang2","do","","-1","sound/do.wav"
"-1000","","audio-keyboard-response","467","348456","0.0-11.0-456.0","lang2","do","","-1","sound/pa.wav"
"-1000","","audio-keyboard-response","468","348938","0.0-11.0-457.0","lang2","do","","-1","sound/bi.wav"
"-1000","","audio-keyboard-response","469","349421","0.0-11.0-458.0","lang2","do","","-1","sound/ku.wav"
"-1000","","audio-keyboard-response","470","349905","0.0-11.0-459.0","lang2","do","","-1","sound/ti.wav"
"-1000","","audio-keyboard-response","471","350389","0.0-11.0-460.0","lang2","do","","-1","sound/bu.wav"
"-1000","","audio-keyboard-response","472","350871","0.0-11.0-461.0","lang2","do","","-1","sound/do.wav"
"155.4195011337356","","audio-keyboard-response","473","351355","0.0-11.0-462.0","lang2","do","","32","sound/da.wav"
"-1000","","audio-keyboard-response","474","351840","0.0-11.0-463.0","lang2","do","","-1","sound/ro.wav"
