word,location,image,repetition,trialnum,condition,corrAns,image3,image2,image1,image6,image5,image4,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,forced_test_1_block.thisRepN,forced_test_1_block.thisTrialN,forced_test_1_block.thisN,forced_test_1_block.thisIndex,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
1,3,Alien6.bmp,24,285,S,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,3,0.358701022575,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,1,Alien1.bmp,24,286,S,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,2,Alien2.bmp,24,287,S,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,3,Alien3.bmp,24,288,S,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,1,Alien4.bmp,13,145,S,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,2,Alien5.bmp,13,146,S,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,3,Alien6.bmp,13,147,S,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,3,0.391934923711,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,1,Alien10.bmp,13,148,S,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,2,Alien11.bmp,13,149,S,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,3,Alien12.bmp,13,150,S,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,1,Alien4.bmp,14,151,S,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,2,Alien5.bmp,14,152,S,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,3,Alien6.bmp,14,153,S,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,3,0.441942788544,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,1,Alien7.bmp,13,154,S,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,2,Alien8.bmp,13,155,S,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,3,Alien9.bmp,13,156,S,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,1,Alien1.bmp,13,157,S,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,2,Alien2.bmp,13,158,S,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,3,Alien3.bmp,13,159,S,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,1,Alien4.bmp,15,160,S,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,2,Alien5.bmp,15,161,S,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,3,Alien6.bmp,15,162,S,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,3,0.350337507436,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,1,Alien7.bmp,14,163,S,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,2,Alien8.bmp,14,164,S,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,3,Alien9.bmp,14,165,S,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,1,Alien1.bmp,14,166,S,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,2,Alien2.bmp,14,167,S,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,3,Alien3.bmp,14,168,S,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,1,Alien10.bmp,14,169,S,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,2,Alien11.bmp,14,170,S,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,3,Alien12.bmp,14,171,S,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,1,Alien1.bmp,15,172,S,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,2,Alien2.bmp,15,173,S,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,3,Alien3.bmp,15,174,S,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,1,Alien4.bmp,16,175,S,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,2,Alien5.bmp,16,176,S,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
1,3,Alien6.bmp,16,177,S,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,3,0.508658910636,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,1,Alien10.bmp,15,178,S,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,2,Alien11.bmp,15,179,S,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,3,Alien12.bmp,15,180,S,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,1,Alien7.bmp,15,181,S,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,2,Alien8.bmp,15,182,S,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,3,Alien9.bmp,15,183,S,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,1,Alien10.bmp,16,184,S,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,2,Alien11.bmp,16,185,S,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
3,3,Alien12.bmp,16,186,S,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,1,Alien1.bmp,16,187,S,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,2,Alien2.bmp,16,188,S,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
2,3,Alien3.bmp,16,189,S,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,1,Alien7.bmp,16,190,S,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,2,Alien8.bmp,16,191,S,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
4,3,Alien9.bmp,16,192,S,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,None,,,,,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien12.BMP,Alien8.BMP,Alien4.BMP,Alien6.BMP,Alien5.BMP,Alien4.BMP,,,,,,,,,,,,,0,0,0,13,,,,,,4,1,0.633706590626,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien3.BMP,Alien11.BMP,Alien7.BMP,Alien12.BMP,Alien11.BMP,Alien10.BMP,,,,,,,,,,,,,0,1,1,15,,,,,,3,0,0.108621591586,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,3,Alien9.BMP,Alien8.BMP,Alien7.BMP,Alien6.BMP,Alien2.BMP,Alien10.BMP,,,,,,,,,,,,,0,2,2,8,,,,,,3,1,0.375339022023,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien12.BMP,Alien8.BMP,Alien4.BMP,Alien3.BMP,Alien2.BMP,Alien1.BMP,,,,,,,,,,,,,0,3,3,9,,,,,,4,1,0.425357980304,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien6.BMP,Alien2.BMP,Alien10.BMP,Alien3.BMP,Alien2.BMP,Alien1.BMP,,,,,,,,,,,,,0,4,4,11,,,,,,4,1,0.166961113922,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,3,Alien9.BMP,Alien8.BMP,Alien7.BMP,Alien3.BMP,Alien11.BMP,Alien7.BMP,,,,,,,,,,,,,0,5,5,10,,,,,,3,1,0.191905170796,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien9.BMP,Alien5.BMP,Alien1.BMP,Alien9.BMP,Alien8.BMP,Alien7.BMP,,,,,,,,,,,,,0,6,6,12,,,,,,4,1,0.608739209245,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,3,Alien9.BMP,Alien8.BMP,Alien7.BMP,Alien12.BMP,Alien8.BMP,Alien4.BMP,,,,,,,,,,,,,0,7,7,2,,,,,,3,1,0.183645477751,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,3,Alien3.BMP,Alien2.BMP,Alien1.BMP,Alien3.BMP,Alien11.BMP,Alien7.BMP,,,,,,,,,,,,,0,8,8,7,,,,,,3,1,0.433692482184,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien12.BMP,Alien8.BMP,Alien4.BMP,Alien12.BMP,Alien11.BMP,Alien10.BMP,,,,,,,,,,,,,0,9,9,5,,,,,,4,1,0.0336261497578,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,3,Alien12.BMP,Alien11.BMP,Alien10.BMP,Alien9.BMP,Alien5.BMP,Alien1.BMP,,,,,,,,,,,,,0,10,10,0,,,,,,3,1,0.983773022541,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien9.BMP,Alien5.BMP,Alien1.BMP,Alien6.BMP,Alien5.BMP,Alien4.BMP,,,,,,,,,,,,,0,11,11,14,,,,,,4,1,1.23398358235,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,3,Alien12.BMP,Alien11.BMP,Alien10.BMP,Alien6.BMP,Alien2.BMP,Alien10.BMP,,,,,,,,,,,,,0,12,12,3,,,,,,3,1,1.06703185511,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien6.BMP,Alien2.BMP,Alien10.BMP,Alien6.BMP,Alien5.BMP,Alien4.BMP,,,,,,,,,,,,,0,13,13,6,,,,,,4,1,0.00862804846838,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien9.BMP,Alien5.BMP,Alien1.BMP,Alien3.BMP,Alien2.BMP,Alien1.BMP,,,,,,,,,,,,,0,14,14,1,,,,,,4,1,0.39199750137,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
,,,,,,4,Alien3.BMP,Alien11.BMP,Alien7.BMP,Alien6.BMP,Alien5.BMP,Alien4.BMP,,,,,,,,,,,,,0,15,15,4,,,,,,4,1,0.183646899997,4,6,f008,H,125.579635084,visual,2018_Jan_30_1546,
