soundFile,word,location,repetition,trialnum,condition,corrAns,soundFile3,soundFile2,soundFile1,soundFile6,soundFile5,soundFile4,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,twoAFC_1.thisRepN,twoAFC_1.thisTrialN,twoAFC_1.thisN,twoAFC_1.thisIndex,structured_block_key_resp.keys,random_block_key_resp.keys,random_block_key_resp.rt,structured_block_key_resp.rt,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,starget,Run,PartID,frameRate,ttarget,expName,date
3A.wav,1,1,33,379,S,,,,,,,,0,0,0,0,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3B.wav,1,2,33,380,S,,,,,,,,0,1,1,1,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3C.wav,1,3,33,381,S,,,,,,,,0,2,2,2,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3A.wav,1,1,34,385,S,,,,,,,,0,3,3,3,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3B.wav,1,2,34,386,S,,,,,,,,0,4,4,4,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3C.wav,1,3,34,387,S,,,,,,,,0,5,5,5,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2A.wav,4,1,33,391,S,,,,,,,,0,6,6,6,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2B.wav,4,2,33,392,S,,,,,,,,0,7,7,7,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2C.wav,4,3,33,393,S,,,,,,,,0,8,8,8,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4A.wav,3,1,33,394,S,,,,,,,,0,9,9,9,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4B.wav,3,2,33,395,S,,,,,,,,0,10,10,10,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4C.wav,3,3,33,396,S,,,,,,,,0,11,11,11,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1A.wav,2,1,33,397,S,,,,,,,,0,12,12,12,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1B.wav,2,2,33,398,S,,,,,,,,0,13,13,13,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1C.wav,2,3,33,399,S,,,,,,,,0,14,14,14,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3A.wav,1,1,35,400,S,,,,,,,,0,15,15,15,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3B.wav,1,2,35,401,S,,,,,,,,0,16,16,16,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3C.wav,1,3,35,402,S,,,,,,,,0,17,17,17,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4A.wav,3,1,34,403,S,,,,,,,,0,18,18,18,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4B.wav,3,2,34,404,S,,,,,,,,0,19,19,19,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4C.wav,3,3,34,405,S,,,,,,,,0,20,20,20,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2A.wav,4,1,34,406,S,,,,,,,,0,21,21,21,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2B.wav,4,2,34,407,S,,,,,,,,0,22,22,22,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2C.wav,4,3,34,408,S,,,,,,,,0,23,23,23,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
pa.wav,0,1,1,385,R,,,,,,,,,,,,0,0,0,0,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
pi.wav,0,2,1,386,R,,,,,,,,,,,,0,1,1,1,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
da.wav,0,3,1,387,R,,,,,,,,,,,,0,2,2,2,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
ta.wav,0,1,1,388,R,,,,,,,,,,,,0,3,3,3,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
bi.wav,0,2,1,389,R,,,,,,,,,,,,0,4,4,4,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
ta.wav,0,3,1,390,R,,,,,,,,,,,,0,5,5,5,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
du.wav,0,1,1,391,R,,,,,,,,,,,,0,6,6,6,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
tu.wav,0,2,1,392,R,,,,,,,,,,,,0,7,7,7,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
tu.wav,0,3,1,393,R,,,,,,,,,,,,0,8,8,8,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
bu.wav,0,1,1,394,R,,,,,,,,,,,,0,9,9,9,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
ti.wav,0,2,1,395,R,,,,,,,,,,,,0,10,10,10,,,,,,3,0.333605167,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
ba.wav,0,3,1,396,R,,,,,,,,,,,,0,11,11,11,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
bi.wav,0,1,1,397,R,,,,,,,,,,,,0,12,12,12,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
bu.wav,0,2,1,398,R,,,,,,,,,,,,0,13,13,13,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
pu.wav,0,3,1,399,R,,,,,,,,,,,,0,14,14,14,,,,,,3,0.408584289,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
bi.wav,0,1,1,400,R,,,,,,,,,,,,0,15,15,15,,,,,,3,0.258550383,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
ti.wav,0,2,1,401,R,,,,,,,,,,,,0,16,16,16,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
da.wav,0,3,1,402,R,,,,,,,,,,,,0,17,17,17,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
pa.wav,0,1,1,403,R,,,,,,,,,,,,0,18,18,18,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
du.wav,0,2,1,404,R,,,,,,,,,,,,0,19,19,19,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
pi.wav,0,3,1,405,R,,,,,,,,,,,,0,20,20,20,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
pi.wav,0,1,1,406,R,,,,,,,,,,,,0,21,21,21,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
tu.wav,0,2,1,407,R,,,,,,,,,,,,0,22,22,22,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
di.wav,0,3,1,408,R,,,,,,,,,,,,0,23,23,23,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,24,24,24,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,25,25,25,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,26,26,26,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,27,27,27,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,28,28,28,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,29,29,29,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,30,30,30,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,31,31,31,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,32,32,32,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,33,33,33,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,34,34,34,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,35,35,35,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1A.wav,2,1,34,409,S,,,,,,,,0,0,0,0,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1B.wav,2,2,34,410,S,,,,,,,,0,1,1,1,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1C.wav,2,3,34,411,S,,,,,,,,0,2,2,2,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3A.wav,1,1,36,412,S,,,,,,,,0,3,3,3,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3B.wav,1,2,36,413,S,,,,,,,,0,4,4,4,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
3C.wav,1,3,36,414,S,,,,,,,,0,5,5,5,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1A.wav,2,1,35,415,S,,,,,,,,0,6,6,6,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1B.wav,2,2,35,416,S,,,,,,,,0,7,7,7,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1C.wav,2,3,35,417,S,,,,,,,,0,8,8,8,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2A.wav,4,1,35,418,S,,,,,,,,0,9,9,9,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2B.wav,4,2,35,419,S,,,,,,,,0,10,10,10,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2C.wav,4,3,35,420,S,,,,,,,,0,11,11,11,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4A.wav,3,1,35,421,S,,,,,,,,0,12,12,12,,,,,,,,,3,,,0.258587361,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4B.wav,3,2,35,422,S,,,,,,,,0,13,13,13,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4C.wav,3,3,35,423,S,,,,,,,,0,14,14,14,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2A.wav,4,1,36,424,S,,,,,,,,0,15,15,15,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2B.wav,4,2,36,425,S,,,,,,,,0,16,16,16,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
2C.wav,4,3,36,426,S,,,,,,,,0,17,17,17,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4A.wav,3,1,36,427,S,,,,,,,,0,18,18,18,,,,,,,,,3,,,0.300237056,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4B.wav,3,2,36,428,S,,,,,,,,0,19,19,19,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
4C.wav,3,3,36,429,S,,,,,,,,0,20,20,20,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1A.wav,2,1,36,430,S,,,,,,,,0,21,21,21,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1B.wav,2,2,36,431,S,,,,,,,,0,22,22,22,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
1C.wav,2,3,36,432,S,,,,,,,,0,23,23,23,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,24,24,24,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,25,25,25,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,26,26,26,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,27,27,27,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,28,28,28,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,29,29,29,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,30,30,30,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,31,31,31,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,32,32,32,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,33,33,33,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,34,34,34,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
silence.wav,0,0,0,0,B,,,,,,,,0,35,35,35,,,,,,,,,None,,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
ba.wav,0,1,1,409,R,,,,,,,,,,,,0,0,0,0,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
ti.wav,0,2,1,410,R,,,,,,,,,,,,0,1,1,1,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
pa.wav,0,3,1,411,R,,,,,,,,,,,,0,2,2,2,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
tu.wav,0,1,1,412,R,,,,,,,,,,,,0,3,3,3,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
bi.wav,0,2,1,413,R,,,,,,,,,,,,0,4,4,4,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
du.wav,0,3,1,414,R,,,,,,,,,,,,0,5,5,5,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
ti.wav,0,1,1,415,R,,,,,,,,,,,,0,6,6,6,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
pa.wav,0,2,1,416,R,,,,,,,,,,,,0,7,7,7,,,,,,None,,,,,,pu,6,3,119.8708424,2C,auditory,2017_Oct_25_1026
