"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"7314","backround.jpg","49","image-keyboard-response","0","7314","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","142872","0.0-1.0","","",""
"7374","Instructions2-eng.png","49","image-keyboard-response","2","150247","0.0-2.0","","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","3","151461","0.0-3.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","4","152332","0.0-3.0-1.0","","",""
"3211","sound/asl/silence.wav","49","audio-keyboard-response","5","155545","0.0-3.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","6","156751","0.0-4.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","7","157622","0.0-4.0-1.0","","",""
"600","sound/asl/silence.wav","50","audio-keyboard-response","8","158224","0.0-4.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","9","159441","0.0-5.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","10","160363","0.0-5.0-1.0","","",""
"648","sound/asl/silence.wav","49","audio-keyboard-response","11","161014","0.0-5.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","12","162231","0.0-6.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","13","163052","0.0-6.0-1.0","","",""
"400","sound/asl/silence.wav","50","audio-keyboard-response","14","163455","0.0-6.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","15","164656","0.0-7.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","16","165482","0.0-7.0-1.0","","",""
"1749","sound/asl/silence.wav","50","audio-keyboard-response","17","167239","0.0-7.0-2.0","false","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","18","168442","0.0-8.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","19","169363","0.0-8.0-1.0","","",""
"400","sound/asl/silence.wav","49","audio-keyboard-response","20","169769","0.0-8.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","21","170981","0.0-9.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","22","171822","0.0-9.0-1.0","","",""
"381","sound/asl/silence.wav","49","audio-keyboard-response","23","172203","0.0-9.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","24","173411","0.0-10.0-0.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","25","174232","0.0-10.0-1.0","","",""
"240","sound/asl/silence.wav","49","audio-keyboard-response","26","174475","0.0-10.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","27","175681","0.0-11.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","28","176532","0.0-11.0-1.0","","",""
"192","sound/asl/silence.wav","49","audio-keyboard-response","29","176725","0.0-11.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","30","177931","0.0-12.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","31","178772","0.0-12.0-1.0","","",""
"1120","sound/asl/silence.wav","49","audio-keyboard-response","32","179898","0.0-12.0-2.0","false","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","33","181111","0.0-13.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","34","181972","0.0-13.0-1.0","","",""
"560","sound/asl/silence.wav","49","audio-keyboard-response","35","182532","0.0-13.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","36","183736","0.0-14.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","37","184571","0.0-14.0-1.0","","",""
"691","sound/asl/silence.wav","50","audio-keyboard-response","38","185272","0.0-14.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","39","186480","0.0-15.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","40","187332","0.0-15.0-1.0","","",""
"771","sound/asl/silence.wav","50","audio-keyboard-response","41","188106","0.0-15.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","42","189311","0.0-16.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","43","190162","0.0-16.0-1.0","","",""
"920","sound/asl/silence.wav","50","audio-keyboard-response","44","191083","0.0-16.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","45","192291","0.0-17.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","46","193132","0.0-17.0-1.0","","",""
"611","sound/asl/silence.wav","50","audio-keyboard-response","47","193749","0.0-17.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","48","194961","0.0-18.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","49","195873","0.0-18.0-1.0","","",""
"3280","sound/asl/silence.wav","49","audio-keyboard-response","50","199155","0.0-18.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","51","200371","0.0-19.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","52","201222","0.0-19.0-1.0","","",""
"1760","sound/asl/silence.wav","50","audio-keyboard-response","53","202984","0.0-19.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","54","204202","0.0-20.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","55","205072","0.0-20.0-1.0","","",""
"400","sound/asl/silence.wav","50","audio-keyboard-response","56","205475","0.0-20.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","57","206682","0.0-21.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","58","207542","0.0-21.0-1.0","","",""
"371","sound/asl/silence.wav","49","audio-keyboard-response","59","207913","0.0-21.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","60","209131","0.0-22.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","61","210042","0.0-22.0-1.0","","",""
"2008","sound/asl/silence.wav","49","audio-keyboard-response","62","212055","0.0-22.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","63","213272","0.0-23.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","64","214123","0.0-23.0-1.0","","",""
"419","sound/asl/silence.wav","50","audio-keyboard-response","65","214548","0.0-23.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","66","215751","0.0-24.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","67","216602","0.0-24.0-1.0","","",""
"528","sound/asl/silence.wav","50","audio-keyboard-response","68","217135","0.0-24.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","69","218351","0.0-25.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","70","219262","0.0-25.0-1.0","","",""
"949","sound/asl/silence.wav","49","audio-keyboard-response","71","220213","0.0-25.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","72","221431","0.0-26.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","73","222262","0.0-26.0-1.0","","",""
"1280","sound/asl/silence.wav","49","audio-keyboard-response","74","223546","0.0-26.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","75","224762","0.0-27.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","76","225622","0.0-27.0-1.0","","",""
"1011","sound/asl/silence.wav","49","audio-keyboard-response","77","226636","0.0-27.0-2.0","false","",""
"2477","","","instructions","78","229113","0.0-28.0","","[{""page_index"":0,""viewing_time"":2477}]",""
"18853","","","survey-likert","79","247966","0.0-29.0","","","{""Q0"":1}"
"5593","","","survey-likert","80","253561","0.0-30.0","","","{""Q0"":2}"
"4444","","","survey-likert","81","258005","0.0-31.0","","","{""Q0"":0}"
"5877","","","survey-likert","82","263883","0.0-32.0","","","{""Q0"":2}"
"6709","","","survey-likert","83","270593","0.0-33.0","","","{""Q0"":2}"
"4905","","","survey-likert","84","275499","0.0-34.0","","","{""Q0"":0}"
"1247","","","instructions","85","276746","0.0-35.0","","[{""page_index"":0,""viewing_time"":1246}]",""
