"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"11321","backround.jpg","49","image-keyboard-response","0","11324","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","146971","0.0-1.0","","",""
"5224","Instructions2-eng.png","49","image-keyboard-response","2","152198","0.0-2.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","3","153402","0.0-3.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","4","154330","0.0-3.0-1.0","","",""
"1069","sound/asl/silence.wav","49","audio-keyboard-response","5","155405","0.0-3.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","6","156607","0.0-4.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","7","157530","0.0-4.0-1.0","","",""
"1400","sound/asl/silence.wav","49","audio-keyboard-response","8","158939","0.0-4.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","9","160142","0.0-5.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","10","161070","0.0-5.0-1.0","","",""
"800","sound/asl/silence.wav","49","audio-keyboard-response","11","161878","0.0-5.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","12","163081","0.0-6.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","13","163950","0.0-6.0-1.0","","",""
"581","sound/asl/silence.wav","49","audio-keyboard-response","14","164540","0.0-6.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","15","165740","0.0-7.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","16","166610","0.0-7.0-1.0","","",""
"709","sound/asl/silence.wav","49","audio-keyboard-response","17","167324","0.0-7.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","18","168525","0.0-8.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","19","169371","0.0-8.0-1.0","","",""
"1048","sound/asl/silence.wav","49","audio-keyboard-response","20","170424","0.0-8.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","21","171629","0.0-9.0-0.0","","",""
