"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history"
"5879","alien.jpg","49","image-keyboard-response","0","5879","0.0-0.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","1","6382","0.0-1.0-0.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","2","6882","0.0-1.0-1.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","3","7433","0.0-1.0-2.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","4","7932","0.0-1.0-3.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","5","8437","0.0-1.0-4.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","6","8930","0.0-1.0-5.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","7","9436","0.0-1.0-6.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","8","9969","0.0-1.0-7.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","9","10468","0.0-1.0-8.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","10","10980","0.0-1.0-9.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","11","11484","0.0-1.0-10.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","12","11990","0.0-1.0-11.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","13","12488","0.0-1.0-12.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","14","12994","0.0-1.0-13.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","15","13487","0.0-1.0-14.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","16","13992","0.0-1.0-15.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","17","14491","0.0-1.0-16.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","18","15043","0.0-1.0-17.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","19","15543","0.0-1.0-18.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","20","16047","0.0-1.0-19.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","21","16553","0.0-1.0-20.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","22","17063","0.0-1.0-21.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","23","17568","0.0-1.0-22.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","24","18074","0.0-1.0-23.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","25","18579","0.0-1.0-24.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","26","19113","0.0-1.0-25.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","27","19612","0.0-1.0-26.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","28","20117","0.0-1.0-27.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","29","20616","0.0-1.0-28.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","30","21168","0.0-1.0-29.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","31","21666","0.0-1.0-30.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","32","22172","0.0-1.0-31.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","33","22666","0.0-1.0-32.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","34","23165","0.0-1.0-33.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","35","23669","0.0-1.0-34.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","36","24175","0.0-1.0-35.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","37","24680","0.0-1.0-36.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","38","25213","0.0-1.0-37.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","39","25713","0.0-1.0-38.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","40","26224","0.0-1.0-39.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","41","26728","0.0-1.0-40.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","42","27234","0.0-1.0-41.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","43","27733","0.0-1.0-42.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","44","28238","0.0-1.0-43.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","45","28744","0.0-1.0-44.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","46","29242","0.0-1.0-45.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","47","29747","0.0-1.0-46.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","48","30241","0.0-1.0-47.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","49","30746","0.0-1.0-48.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","50","31280","0.0-1.0-49.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","51","31779","0.0-1.0-50.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","52","32285","0.0-1.0-51.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","53","32784","0.0-1.0-52.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","54","33335","0.0-1.0-53.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","55","33834","0.0-1.0-54.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","56","34340","0.0-1.0-55.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","57","34833","0.0-1.0-56.0","",""
