"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"5769","backround.jpg","49","image-keyboard-response","0","5770","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","141324","0.0-1.0","","",""
"4440","Instructions2-eng.png","49","image-keyboard-response","2","145765","0.0-2.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","3","146967","0.0-3.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","4","147803","0.0-3.0-1.0","","",""
"859","sound/asl/silence.wav","49","audio-keyboard-response","5","148663","0.0-3.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","6","149864","0.0-4.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","7","150732","0.0-4.0-1.0","","",""
"648","sound/asl/silence.wav","50","audio-keyboard-response","8","151383","0.0-4.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","9","152586","0.0-5.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","10","153412","0.0-5.0-1.0","","",""
"1339","sound/asl/silence.wav","50","audio-keyboard-response","11","154754","0.0-5.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","12","155956","0.0-6.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","13","156793","0.0-6.0-1.0","","",""
"771","sound/asl/silence.wav","49","audio-keyboard-response","14","157571","0.0-6.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","15","158772","0.0-7.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","16","159632","0.0-7.0-1.0","","",""
"589","sound/asl/silence.wav","50","audio-keyboard-response","17","160231","0.0-7.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","18","161432","0.0-8.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","19","162352","0.0-8.0-1.0","","",""
