"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"6898","backround.jpg","49","image-keyboard-response","0","6904","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","142556","0.0-1.0","","",""
"15524","Instructions2-eng.png","49","image-keyboard-response","2","158084","0.0-2.0","","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","3","159288","0.0-3.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","4","160144","0.0-3.0-1.0","","",""
"1992","sound/asl/silence.wav","50","audio-keyboard-response","5","162144","0.0-3.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","6","163346","0.0-4.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","7","164194","0.0-4.0-1.0","","",""
"1382","sound/asl/silence.wav","49","audio-keyboard-response","8","165582","0.0-4.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","9","166784","0.0-5.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","10","167634","0.0-5.0-1.0","","",""
"532","sound/asl/silence.wav","49","audio-keyboard-response","11","168170","0.0-5.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","12","169374","0.0-6.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","13","170304","0.0-6.0-1.0","","",""
"530","sound/asl/silence.wav","49","audio-keyboard-response","14","170840","0.0-6.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","15","172042","0.0-7.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","16","172904","0.0-7.0-1.0","","",""
"560","sound/asl/silence.wav","49","audio-keyboard-response","17","173476","0.0-7.0-2.0","false","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","18","174676","0.0-8.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","19","175544","0.0-8.0-1.0","","",""
"912","sound/asl/silence.wav","49","audio-keyboard-response","20","176464","0.0-8.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","21","177668","0.0-9.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","22","178514","0.0-9.0-1.0","","",""
"510","sound/asl/silence.wav","49","audio-keyboard-response","23","179028","0.0-9.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","24","180230","0.0-10.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","25","181104","0.0-10.0-1.0","","",""
"1200","sound/asl/silence.wav","50","audio-keyboard-response","26","182312","0.0-10.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","27","183516","0.0-11.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","28","184444","0.0-11.0-1.0","","",""
"400","sound/asl/silence.wav","49","audio-keyboard-response","29","184846","0.0-11.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","30","186048","0.0-12.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","31","186924","0.0-12.0-1.0","","",""
"490","sound/asl/silence.wav","50","audio-keyboard-response","32","187418","0.0-12.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","33","188620","0.0-13.0-0.0","","",""
