"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"20554","backround.jpg","49","image-keyboard-response","0","20560","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","156209","0.0-1.0","","",""
"25740","Instructions2-eng.png","49","image-keyboard-response","2","181951","0.0-2.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","3","183169","0.0-3.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","4","184036","0.0-3.0-1.0","","",""
"2981","sound/asl/silence.wav","49","audio-keyboard-response","5","187018","0.0-3.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","6","188230","0.0-4.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","7","189093","0.0-4.0-1.0","","",""
"4259","sound/asl/silence.wav","49","audio-keyboard-response","8","193361","0.0-4.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","9","194566","0.0-5.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","10","195433","0.0-5.0-1.0","","",""
"1211","sound/asl/silence.wav","50","audio-keyboard-response","11","196644","0.0-5.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","12","197858","0.0-6.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","13","198713","0.0-6.0-1.0","","",""
"462","sound/asl/silence.wav","50","audio-keyboard-response","14","199176","0.0-6.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","15","200381","0.0-7.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","16","201306","0.0-7.0-1.0","","",""
"88","sound/asl/silence.wav","49","audio-keyboard-response","17","201403","0.0-7.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","18","202611","0.0-8.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","19","203534","0.0-8.0-1.0","","",""
"2091","sound/asl/silence.wav","49","audio-keyboard-response","20","205630","0.0-8.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","21","206842","0.0-9.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","22","207706","0.0-9.0-1.0","","",""
"430","sound/asl/silence.wav","49","audio-keyboard-response","23","208137","0.0-9.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","24","209348","0.0-10.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","25","210186","0.0-10.0-1.0","","",""
"3008","sound/asl/silence.wav","49","audio-keyboard-response","26","213198","0.0-10.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","27","214401","0.0-11.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","28","215274","0.0-11.0-1.0","","",""
"370","sound/asl/silence.wav","50","audio-keyboard-response","29","215646","0.0-11.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","30","216861","0.0-12.0-0.0","","",""
