"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"7570","backround.jpg","49","image-keyboard-response","0","7572","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","143220","0.0-1.0","","",""
"15442","Instructions2-eng.png","49","image-keyboard-response","2","158666","0.0-2.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","3","159872","0.0-3.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","4","160728","0.0-3.0-1.0","","",""
"1970","sound/asl/silence.wav","49","audio-keyboard-response","5","162702","0.0-3.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","6","163906","0.0-4.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","7","164768","0.0-4.0-1.0","","",""
"698","sound/asl/silence.wav","49","audio-keyboard-response","8","165472","0.0-4.0-2.0","false","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","9","166672","0.0-5.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","10","167538","0.0-5.0-1.0","","",""
"1760","sound/asl/silence.wav","50","audio-keyboard-response","11","169308","0.0-5.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","12","170510","0.0-6.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","13","171358","0.0-6.0-1.0","","",""
"652","sound/asl/silence.wav","49","audio-keyboard-response","14","172010","0.0-6.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","15","173212","0.0-7.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","16","174078","0.0-7.0-1.0","","",""
"932","sound/asl/silence.wav","49","audio-keyboard-response","17","175016","0.0-7.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","18","176218","0.0-8.0-0.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","19","177048","0.0-8.0-1.0","","",""
"1010","sound/asl/silence.wav","50","audio-keyboard-response","20","178064","0.0-8.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","21","179268","0.0-9.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","22","180138","0.0-9.0-1.0","","",""
"1058","sound/asl/silence.wav","49","audio-keyboard-response","23","181200","0.0-9.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","24","182402","0.0-10.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","25","183258","0.0-10.0-1.0","","",""
"510","sound/asl/silence.wav","50","audio-keyboard-response","26","183768","0.0-10.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","27","184970","0.0-11.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","28","185838","0.0-11.0-1.0","","",""
"452","sound/asl/silence.wav","49","audio-keyboard-response","29","186290","0.0-11.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","30","187490","0.0-12.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","31","188358","0.0-12.0-1.0","","",""
"292","sound/asl/silence.wav","49","audio-keyboard-response","32","188652","0.0-12.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","33","189852","0.0-13.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","34","190778","0.0-13.0-1.0","","",""
