"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"7400","backround.jpg","49","image-keyboard-response","0","7404","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","143068","0.0-1.0","","",""
"10012","Instructions2-eng.png","49","image-keyboard-response","2","153084","0.0-2.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","3","154288","0.0-3.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","4","155136","0.0-3.0-1.0","","",""
"3818","sound/asl/silence.wav","49","audio-keyboard-response","5","158958","0.0-3.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","6","160160","0.0-4.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","7","161006","0.0-4.0-1.0","","",""
"3508","sound/asl/silence.wav","50","audio-keyboard-response","8","164526","0.0-4.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","9","165728","0.0-5.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","10","166596","0.0-5.0-1.0","","",""
"3292","sound/asl/silence.wav","50","audio-keyboard-response","11","169888","0.0-5.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","12","171090","0.0-6.0-0.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","13","171916","0.0-6.0-1.0","","",""
"972","sound/asl/silence.wav","50","audio-keyboard-response","14","172888","0.0-6.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","15","174090","0.0-7.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","16","175016","0.0-7.0-1.0","","",""
"4098","sound/asl/silence.wav","50","audio-keyboard-response","17","179120","0.0-7.0-2.0","false","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","18","180322","0.0-8.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","19","181186","0.0-8.0-1.0","","",""
"530","sound/asl/silence.wav","49","audio-keyboard-response","20","181718","0.0-8.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","21","182922","0.0-9.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","22","183776","0.0-9.0-1.0","","",""
"950","sound/asl/silence.wav","49","audio-keyboard-response","23","184736","0.0-9.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","24","185938","0.0-10.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","25","186776","0.0-10.0-1.0","","",""
"3350","sound/asl/silence.wav","50","audio-keyboard-response","26","190134","0.0-10.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","27","191334","0.0-11.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","28","192206","0.0-11.0-1.0","","",""
"658","sound/asl/silence.wav","50","audio-keyboard-response","29","192868","0.0-11.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","30","194068","0.0-12.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","31","194996","0.0-12.0-1.0","","",""
"560","sound/asl/silence.wav","49","audio-keyboard-response","32","195564","0.0-12.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","33","196764","0.0-13.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","34","197696","0.0-13.0-1.0","","",""
"2618","sound/asl/silence.wav","49","audio-keyboard-response","35","200322","0.0-13.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","36","201524","0.0-14.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","37","202396","0.0-14.0-1.0","","",""
"372","sound/asl/silence.wav","50","audio-keyboard-response","38","202768","0.0-14.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","39","203970","0.0-15.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","40","204816","0.0-15.0-1.0","","",""
"2808","sound/asl/silence.wav","50","audio-keyboard-response","41","207628","0.0-15.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","42","208830","0.0-16.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","43","209756","0.0-16.0-1.0","","",""
"652","sound/asl/silence.wav","49","audio-keyboard-response","44","210414","0.0-16.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","45","211614","0.0-17.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","46","212456","0.0-17.0-1.0","","",""
"688","sound/asl/silence.wav","49","audio-keyboard-response","47","213154","0.0-17.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","48","214356","0.0-18.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","49","215236","0.0-18.0-1.0","","",""
"692","sound/asl/silence.wav","50","audio-keyboard-response","50","215928","0.0-18.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","51","217130","0.0-19.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","52","217996","0.0-19.0-1.0","","",""
