"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"5046","backround.jpg","49","image-keyboard-response","0","5047","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","140602","0.0-1.0","","",""
"5950","Instructions2-eng.png","49","image-keyboard-response","2","146554","0.0-2.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","3","147755","0.0-3.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","4","148672","0.0-3.0-1.0","","",""
"899","sound/asl/silence.wav","49","audio-keyboard-response","5","149574","0.0-3.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","6","150775","0.0-4.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","7","151610","0.0-4.0-1.0","","",""
"501","sound/asl/silence.wav","49","audio-keyboard-response","8","152112","0.0-4.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","9","153314","0.0-5.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","10","154181","0.0-5.0-1.0","","",""
"581","sound/asl/silence.wav","50","audio-keyboard-response","11","154765","0.0-5.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","12","155966","0.0-6.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","13","156881","0.0-6.0-1.0","","",""
"669","sound/asl/silence.wav","49","audio-keyboard-response","14","157553","0.0-6.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","15","158754","0.0-7.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","16","159590","0.0-7.0-1.0","","",""
"360","sound/asl/silence.wav","49","audio-keyboard-response","17","159960","0.0-7.0-2.0","false","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","18","161162","0.0-8.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","19","162021","0.0-8.0-1.0","","",""
"389","sound/asl/silence.wav","50","audio-keyboard-response","20","162419","0.0-8.0-2.0","false","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","21","163620","0.0-9.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","22","164481","0.0-9.0-1.0","","",""
"469","sound/asl/silence.wav","49","audio-keyboard-response","23","164954","0.0-9.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","24","166156","0.0-10.0-0.0","","",""
