"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"7552","backround.jpg","49","image-keyboard-response","0","7555","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","143209","0.0-1.0","","",""
"10881","Instructions2-eng.png","49","image-keyboard-response","2","154093","0.0-2.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","3","155298","0.0-3.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","4","156229","0.0-3.0-1.0","","",""
"661","sound/asl/silence.wav","49","audio-keyboard-response","5","156899","0.0-3.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","6","158100","0.0-4.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","7","158948","0.0-4.0-1.0","","",""
"821","sound/asl/silence.wav","50","audio-keyboard-response","8","159774","0.0-4.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","9","160976","0.0-5.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","10","161899","0.0-5.0-1.0","","",""
"2819","sound/asl/silence.wav","50","audio-keyboard-response","11","164720","0.0-5.0-2.0","false","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","12","165923","0.0-6.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","13","166774","0.0-6.0-1.0","","",""
"360","sound/asl/silence.wav","49","audio-keyboard-response","14","167138","0.0-6.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","15","168339","0.0-7.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","16","169265","0.0-7.0-1.0","","",""
"1400","sound/asl/silence.wav","49","audio-keyboard-response","17","170669","0.0-7.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","18","171870","0.0-8.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","19","172715","0.0-8.0-1.0","","",""
"360","sound/asl/silence.wav","50","audio-keyboard-response","20","173080","0.0-8.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","21","174286","0.0-9.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","22","175165","0.0-9.0-1.0","","",""
"411","sound/asl/silence.wav","49","audio-keyboard-response","23","175576","0.0-9.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","24","176778","0.0-10.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","25","177616","0.0-10.0-1.0","","",""
"448","sound/asl/silence.wav","49","audio-keyboard-response","26","178069","0.0-10.0-2.0","false","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","27","179271","0.0-11.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","28","180196","0.0-11.0-1.0","","",""
"560","sound/asl/silence.wav","50","audio-keyboard-response","29","180766","0.0-11.0-2.0","false","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","30","181967","0.0-12.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","31","182897","0.0-12.0-1.0","","",""
"920","sound/asl/silence.wav","49","audio-keyboard-response","32","183821","0.0-12.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","33","185022","0.0-13.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","34","185887","0.0-13.0-1.0","","",""
"429","sound/asl/silence.wav","50","audio-keyboard-response","35","186320","0.0-13.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","36","187521","0.0-14.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","37","188397","0.0-14.0-1.0","","",""
"1211","sound/asl/silence.wav","50","audio-keyboard-response","38","189609","0.0-14.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","39","190811","0.0-15.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","40","191658","0.0-15.0-1.0","","",""
"488","sound/asl/silence.wav","49","audio-keyboard-response","41","192157","0.0-15.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","42","193359","0.0-16.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","43","194228","0.0-16.0-1.0","","",""
"360","sound/asl/silence.wav","49","audio-keyboard-response","44","194595","0.0-16.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","45","195796","0.0-17.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","46","196649","0.0-17.0-1.0","","",""
"720","sound/asl/silence.wav","50","audio-keyboard-response","47","197376","0.0-17.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","48","198577","0.0-18.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","49","199449","0.0-18.0-1.0","","",""
"589","sound/asl/silence.wav","49","audio-keyboard-response","50","200041","0.0-18.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","51","201243","0.0-19.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","52","202089","0.0-19.0-1.0","","",""
"320","sound/asl/silence.wav","49","audio-keyboard-response","53","202418","0.0-19.0-2.0","false","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","54","203620","0.0-20.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","55","204485","0.0-20.0-1.0","","",""
"971","sound/asl/silence.wav","50","audio-keyboard-response","56","205459","0.0-20.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","57","206661","0.0-21.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","58","207515","0.0-21.0-1.0","","",""
"1021","sound/asl/silence.wav","49","audio-keyboard-response","59","208539","0.0-21.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","60","209741","0.0-22.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","61","210615","0.0-22.0-1.0","","",""
"2149","sound/asl/silence.wav","50","audio-keyboard-response","62","212766","0.0-22.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","63","213969","0.0-23.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","64","214846","0.0-23.0-1.0","","",""
"509","sound/asl/silence.wav","50","audio-keyboard-response","65","215360","0.0-23.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","66","216561","0.0-24.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","67","217436","0.0-24.0-1.0","","",""
"1269","sound/asl/silence.wav","49","audio-keyboard-response","68","218711","0.0-24.0-2.0","false","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","69","219912","0.0-25.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","70","220776","0.0-25.0-1.0","","",""
"320","sound/asl/silence.wav","49","audio-keyboard-response","71","221105","0.0-25.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","72","222307","0.0-26.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","73","223177","0.0-26.0-1.0","","",""
"339","sound/asl/silence.wav","49","audio-keyboard-response","74","223521","0.0-26.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","75","224721","0.0-27.0-0.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","76","225546","0.0-27.0-1.0","","",""
"571","sound/asl/silence.wav","49","audio-keyboard-response","77","226118","0.0-27.0-2.0","true","",""
"3579","","","instructions","78","229698","0.0-28.0","","[{""page_index"":0,""viewing_time"":3579}]",""
"14194","","","survey-likert","79","243895","0.0-29.0","","","{""Q0"":2}"
"4524","","","survey-likert","80","248420","0.0-30.0","","","{""Q0"":1}"
"5222","","","survey-likert","81","253643","0.0-31.0","","","{""Q0"":1}"
"6943","","","survey-likert","82","260587","0.0-32.0","","","{""Q0"":1}"
"6103","","","survey-likert","83","266692","0.0-33.0","","","{""Q0"":1}"
"7055","","","survey-likert","84","273747","0.0-34.0","","","{""Q0"":2}"
"1495","","","instructions","85","275243","0.0-35.0","","[{""page_index"":0,""viewing_time"":1495}]",""
