"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"5728","backround.jpg","49","image-keyboard-response","0","5731","0.0-0.0","","",""
"113099","sound/asl/5words_lanaguage.mp3","32","audio-keyboard-response","1","141292","0.0-1.0","","",""
"20825","Instructions2-eng.png","49","image-keyboard-response","2","162117","0.0-2.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","3","163323","0.0-3.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","4","164239","0.0-3.0-1.0","","",""
"2392","sound/asl/silence.wav","49","audio-keyboard-response","5","166633","0.0-3.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","6","167839","0.0-4.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","7","168704","0.0-4.0-1.0","","",""
"2746","sound/asl/silence.wav","49","audio-keyboard-response","8","171450","0.0-4.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","9","172651","0.0-5.0-0.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","10","173464","0.0-5.0-1.0","","",""
"493","sound/asl/silence.wav","50","audio-keyboard-response","11","173959","0.0-5.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","12","175165","0.0-6.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","13","176082","0.0-6.0-1.0","","",""
"1521","sound/asl/silence.wav","50","audio-keyboard-response","14","177604","0.0-6.0-2.0","false","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","15","178811","0.0-7.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","16","179669","0.0-7.0-1.0","","",""
"935","sound/asl/silence.wav","49","audio-keyboard-response","17","180608","0.0-7.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","18","181812","0.0-8.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","19","182671","0.0-8.0-1.0","","",""
"586","sound/asl/silence.wav","50","audio-keyboard-response","20","183260","0.0-8.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","21","184465","0.0-9.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","22","185307","0.0-9.0-1.0","","",""
"244","sound/asl/silence.wav","49","audio-keyboard-response","23","185557","0.0-9.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","24","186758","0.0-10.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","25","187600","0.0-10.0-1.0","","",""
"2171","sound/asl/silence.wav","50","audio-keyboard-response","26","189773","0.0-10.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","27","190978","0.0-11.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","28","191809","0.0-11.0-1.0","","",""
"348","sound/asl/silence.wav","49","audio-keyboard-response","29","192161","0.0-11.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","30","193367","0.0-12.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","31","194229","0.0-12.0-1.0","","",""
"1643","sound/asl/silence.wav","49","audio-keyboard-response","32","195873","0.0-12.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","33","197074","0.0-13.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","34","197921","0.0-13.0-1.0","","",""
"3855","sound/asl/silence.wav","49","audio-keyboard-response","35","201778","0.0-13.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","36","202984","0.0-14.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","37","203819","0.0-14.0-1.0","","",""
"447","sound/asl/silence.wav","49","audio-keyboard-response","38","204268","0.0-14.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","39","205470","0.0-15.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","40","206327","0.0-15.0-1.0","","",""
"279","sound/asl/silence.wav","49","audio-keyboard-response","41","206609","0.0-15.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","42","207810","0.0-16.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","43","208643","0.0-16.0-1.0","","",""
"424","sound/asl/silence.wav","49","audio-keyboard-response","44","209070","0.0-16.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","45","210274","0.0-17.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","46","211191","0.0-17.0-1.0","","",""
"2270","sound/asl/silence.wav","50","audio-keyboard-response","47","213463","0.0-17.0-2.0","false","",""
