"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history"
"56925","alien.jpg","49","image-keyboard-response","0","56928","0.0-0.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","1","57436","0.0-1.0-0.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","2","57948","0.0-1.0-1.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","3","58456","0.0-1.0-2.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","4","58979","0.0-1.0-3.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","5","59537","0.0-1.0-4.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","6","60057","0.0-1.0-5.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","7","60609","0.0-1.0-6.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","8","61118","0.0-1.0-7.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","9","61627","0.0-1.0-8.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","10","62137","0.0-1.0-9.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","11","62656","0.0-1.0-10.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","12","63166","0.0-1.0-11.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","13","63687","0.0-1.0-12.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","14","64247","0.0-1.0-13.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","15","64757","0.0-1.0-14.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","16","65266","0.0-1.0-15.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","17","65786","0.0-1.0-16.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","18","66297","0.0-1.0-17.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","19","66817","0.0-1.0-18.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","20","67338","0.0-1.0-19.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","21","67847","0.0-1.0-20.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","22","68358","0.0-1.0-21.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","23","68867","0.0-1.0-22.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","24","69378","0.0-1.0-23.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","25","69927","0.0-1.0-24.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","26","70436","0.0-1.0-25.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","27","70948","0.0-1.0-26.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","28","71469","0.0-1.0-27.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","29","71986","0.0-1.0-28.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","30","72499","0.0-1.0-29.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","31","73017","0.0-1.0-30.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","32","73580","0.0-1.0-31.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","33","74099","0.0-1.0-32.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","34","74616","0.0-1.0-33.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","35","75137","0.0-1.0-34.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","36","75648","0.0-1.0-35.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","37","76196","0.0-1.0-36.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","38","76707","0.0-1.0-37.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","39","77230","0.0-1.0-38.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","40","77740","0.0-1.0-39.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","41","78256","0.0-1.0-40.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","42","78767","0.0-1.0-41.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","43","79279","0.0-1.0-42.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","44","79787","0.0-1.0-43.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","45","80299","0.0-1.0-44.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","46","80817","0.0-1.0-45.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","47","81376","0.0-1.0-46.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","48","81896","0.0-1.0-47.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","49","82449","0.0-1.0-48.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","50","82959","0.0-1.0-49.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","51","83467","0.0-1.0-50.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","52","83987","0.0-1.0-51.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","53","84506","0.0-1.0-52.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","54","85016","0.0-1.0-53.0","",""
