"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"11472","backround.jpg","49","image-keyboard-response","0","11473","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","147031","0.0-1.0","","",""
"7276","Instructions2-eng.png","49","image-keyboard-response","2","154308","0.0-2.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","3","155510","0.0-3.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","4","156380","0.0-3.0-1.0","","",""
"699","sound/asl/silence.wav","50","audio-keyboard-response","5","157088","0.0-3.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","6","158291","0.0-4.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","7","159159","0.0-4.0-1.0","","",""
"480","sound/asl/silence.wav","49","audio-keyboard-response","8","159644","0.0-4.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","9","160846","0.0-5.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","10","161680","0.0-5.0-1.0","","",""
"640","sound/asl/silence.wav","49","audio-keyboard-response","11","162323","0.0-5.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","12","163526","0.0-6.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","13","164350","0.0-6.0-1.0","","",""
"1368","sound/asl/silence.wav","50","audio-keyboard-response","14","165728","0.0-6.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","15","166929","0.0-7.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","16","167789","0.0-7.0-1.0","","",""
"1699","sound/asl/silence.wav","50","audio-keyboard-response","17","169493","0.0-7.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","18","170695","0.0-8.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","19","171529","0.0-8.0-1.0","","",""
"891","sound/asl/silence.wav","50","audio-keyboard-response","20","172419","0.0-8.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","21","173621","0.0-9.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","22","174540","0.0-9.0-1.0","","",""
"760","sound/asl/silence.wav","49","audio-keyboard-response","23","175305","0.0-9.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","24","176506","0.0-10.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","25","177369","0.0-10.0-1.0","","",""
"640","sound/asl/silence.wav","49","audio-keyboard-response","26","178016","0.0-10.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","27","179218","0.0-11.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","28","180069","0.0-11.0-1.0","","",""
"589","sound/asl/silence.wav","50","audio-keyboard-response","29","180667","0.0-11.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","30","181869","0.0-12.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","31","182709","0.0-12.0-1.0","","",""
"2339","sound/asl/silence.wav","49","audio-keyboard-response","32","185055","0.0-12.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","33","186256","0.0-13.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","34","187170","0.0-13.0-1.0","","",""
"1061","sound/asl/silence.wav","49","audio-keyboard-response","35","188231","0.0-13.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","36","189432","0.0-14.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","37","190349","0.0-14.0-1.0","","",""
