"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"8035","backround.jpg","49","image-keyboard-response","0","8039","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","143676","0.0-1.0","","",""
"17091","Instructions2-eng.png","49","image-keyboard-response","2","160773","0.0-2.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","3","161977","0.0-3.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","4","162843","0.0-3.0-1.0","","",""
"4490","sound/asl/silence.wav","49","audio-keyboard-response","5","167334","0.0-3.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","6","168536","0.0-4.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","7","169384","0.0-4.0-1.0","","",""
"3651","sound/asl/silence.wav","50","audio-keyboard-response","8","173041","0.0-4.0-2.0","false","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","9","174243","0.0-5.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","10","175174","0.0-5.0-1.0","","",""
"2850","sound/asl/silence.wav","49","audio-keyboard-response","11","178030","0.0-5.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","12","179233","0.0-6.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","13","180084","0.0-6.0-1.0","","",""
"2099","sound/asl/silence.wav","49","audio-keyboard-response","14","182193","0.0-6.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","15","183395","0.0-7.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","16","184265","0.0-7.0-1.0","","",""
"2200","sound/asl/silence.wav","50","audio-keyboard-response","17","186473","0.0-7.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","18","187675","0.0-8.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","19","188600","0.0-8.0-1.0","","",""
"3500","sound/asl/silence.wav","49","audio-keyboard-response","20","192102","0.0-8.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","21","193307","0.0-9.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","22","194231","0.0-9.0-1.0","","",""
"958","sound/asl/silence.wav","49","audio-keyboard-response","23","195197","0.0-9.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","24","196399","0.0-10.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","25","197262","0.0-10.0-1.0","","",""
"2679","sound/asl/silence.wav","50","audio-keyboard-response","26","199943","0.0-10.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","27","201146","0.0-11.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","28","202023","0.0-11.0-1.0","","",""
"1919","sound/asl/silence.wav","50","audio-keyboard-response","29","203950","0.0-11.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","30","205152","0.0-12.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","31","206002","0.0-12.0-1.0","","",""
"1059","sound/asl/silence.wav","50","audio-keyboard-response","32","207064","0.0-12.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","33","208266","0.0-13.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","34","209194","0.0-13.0-1.0","","",""
"839","sound/asl/silence.wav","49","audio-keyboard-response","35","210039","0.0-13.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","36","211241","0.0-14.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","37","212103","0.0-14.0-1.0","","",""
"1112","sound/asl/silence.wav","50","audio-keyboard-response","38","213218","0.0-14.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","39","214420","0.0-15.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","40","215274","0.0-15.0-1.0","","",""
"5309","sound/asl/silence.wav","49","audio-keyboard-response","41","220592","0.0-15.0-2.0","false","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","42","221793","0.0-16.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","43","222655","0.0-16.0-1.0","","",""
"2470","sound/asl/silence.wav","50","audio-keyboard-response","44","225129","0.0-16.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","45","226330","0.0-17.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","46","227205","0.0-17.0-1.0","","",""
"4299","sound/asl/silence.wav","49","audio-keyboard-response","47","231502","0.0-17.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","48","232704","0.0-18.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","49","233582","0.0-18.0-1.0","","",""
"1991","sound/asl/silence.wav","49","audio-keyboard-response","50","235574","0.0-18.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","51","236776","0.0-19.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","52","237652","0.0-19.0-1.0","","",""
"3689","sound/asl/silence.wav","49","audio-keyboard-response","53","241342","0.0-19.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","54","242543","0.0-20.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","55","243472","0.0-20.0-1.0","","",""
"940","sound/asl/silence.wav","50","audio-keyboard-response","56","244418","0.0-20.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","57","245619","0.0-21.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","58","246473","0.0-21.0-1.0","","",""
"969","sound/asl/silence.wav","50","audio-keyboard-response","59","247444","0.0-21.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","60","248646","0.0-22.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","61","249513","0.0-22.0-1.0","","",""
"2322","sound/asl/silence.wav","50","audio-keyboard-response","62","251838","0.0-22.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","63","253040","0.0-23.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","64","253914","0.0-23.0-1.0","","",""
"4830","sound/asl/silence.wav","49","audio-keyboard-response","65","258753","0.0-23.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","66","259955","0.0-24.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","67","260815","0.0-24.0-1.0","","",""
"5587","sound/asl/silence.wav","49","audio-keyboard-response","68","266411","0.0-24.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","69","267612","0.0-25.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","70","268451","0.0-25.0-1.0","","",""
"1039","sound/asl/silence.wav","50","audio-keyboard-response","71","269495","0.0-25.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","72","270696","0.0-26.0-0.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","73","271521","0.0-26.0-1.0","","",""
"1681","sound/asl/silence.wav","49","audio-keyboard-response","74","273210","0.0-26.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","75","274412","0.0-27.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","76","275251","0.0-27.0-1.0","","",""
