"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"10619","backround.jpg","49","image-keyboard-response","0","10623","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","146280","0.0-1.0","","",""
"6791","Instructions2-eng.png","49","image-keyboard-response","2","153075","0.0-2.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","3","154280","0.0-3.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","4","155124","0.0-3.0-1.0","","",""
"669","sound/asl/silence.wav","49","audio-keyboard-response","5","155800","0.0-3.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","6","157001","0.0-4.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","7","157864","0.0-4.0-1.0","","",""
"1251","sound/asl/silence.wav","49","audio-keyboard-response","8","159118","0.0-4.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","9","160320","0.0-5.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","10","161245","0.0-5.0-1.0","","",""
"419","sound/asl/silence.wav","49","audio-keyboard-response","11","161672","0.0-5.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","12","162876","0.0-6.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","13","163744","0.0-6.0-1.0","","",""
"589","sound/asl/silence.wav","50","audio-keyboard-response","14","164344","0.0-6.0-2.0","false","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","15","165545","0.0-7.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","16","166425","0.0-7.0-1.0","","",""
"501","sound/asl/silence.wav","50","audio-keyboard-response","17","166932","0.0-7.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","18","168133","0.0-8.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","19","169056","0.0-8.0-1.0","","",""
"611","sound/asl/silence.wav","49","audio-keyboard-response","20","169667","0.0-8.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","21","170872","0.0-9.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","22","171746","0.0-9.0-1.0","","",""
"2731","sound/asl/silence.wav","49","audio-keyboard-response","23","174486","0.0-9.0-2.0","false","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","24","175687","0.0-10.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","25","176567","0.0-10.0-1.0","","",""
"739","sound/asl/silence.wav","50","audio-keyboard-response","26","177307","0.0-10.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","27","178507","0.0-11.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","28","179388","0.0-11.0-1.0","","",""
"891","sound/asl/silence.wav","50","audio-keyboard-response","29","180286","0.0-11.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","30","181487","0.0-12.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","31","182347","0.0-12.0-1.0","","",""
"581","sound/asl/silence.wav","49","audio-keyboard-response","32","182929","0.0-12.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","33","184131","0.0-13.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","34","184977","0.0-13.0-1.0","","",""
"392","sound/asl/silence.wav","50","audio-keyboard-response","35","185376","0.0-13.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","36","186578","0.0-14.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","37","187448","0.0-14.0-1.0","","",""
"789","sound/asl/silence.wav","49","audio-keyboard-response","38","188244","0.0-14.0-2.0","true","",""
