"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history","responses"
"13646","backround.jpg","49","image-keyboard-response","0","13648","0.0-0.0","","",""
"null","sound/asl/5words_lanaguage.mp3","null","audio-keyboard-response","1","149203","0.0-1.0","","",""
"15144","Instructions2-eng.png","49","image-keyboard-response","2","164348","0.0-2.0","","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","3","165549","0.0-3.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","4","166392","0.0-3.0-1.0","","",""
"17379","sound/asl/silence.wav","50","audio-keyboard-response","5","183779","0.0-3.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","6","184981","0.0-4.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","7","185850","0.0-4.0-1.0","","",""
"5501","sound/asl/silence.wav","49","audio-keyboard-response","8","191351","0.0-4.0-2.0","false","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","9","192553","0.0-5.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","10","193471","0.0-5.0-1.0","","",""
"15749","sound/asl/silence.wav","49","audio-keyboard-response","11","209230","0.0-5.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","12","210431","0.0-6.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","13","211264","0.0-6.0-1.0","","",""
"9760","sound/asl/silence.wav","50","audio-keyboard-response","14","221022","0.0-6.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","15","222224","0.0-7.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","16","223060","0.0-7.0-1.0","","",""
"17931","sound/asl/silence.wav","49","audio-keyboard-response","17","240998","0.0-7.0-2.0","false","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","18","242201","0.0-8.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","19","243053","0.0-8.0-1.0","","",""
"5520","sound/asl/silence.wav","50","audio-keyboard-response","20","248574","0.0-8.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","21","249777","0.0-9.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","22","250604","0.0-9.0-1.0","","",""
"3840","sound/asl/silence.wav","50","audio-keyboard-response","23","254452","0.0-9.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","24","255654","0.0-10.0-0.0","","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","25","256494","0.0-10.0-1.0","","",""
"1560","sound/asl/silence.wav","50","audio-keyboard-response","26","258053","0.0-10.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","27","259255","0.0-11.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","28","260110","0.0-11.0-1.0","","",""
"2611","sound/asl/silence.wav","49","audio-keyboard-response","29","262725","0.0-11.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","30","263926","0.0-12.0-0.0","","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","31","264751","0.0-12.0-1.0","","",""
"3611","sound/asl/silence.wav","49","audio-keyboard-response","32","268361","0.0-12.0-2.0","false","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","33","269563","0.0-13.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","34","270422","0.0-13.0-1.0","","",""
"4411","sound/asl/silence.wav","49","audio-keyboard-response","35","274839","0.0-13.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","36","276041","0.0-14.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","37","276912","0.0-14.0-1.0","","",""
"1789","sound/asl/silence.wav","50","audio-keyboard-response","38","278703","0.0-14.0-2.0","true","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","39","279905","0.0-15.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","40","280773","0.0-15.0-1.0","","",""
"1432","sound/asl/silence.wav","50","audio-keyboard-response","41","282212","0.0-15.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","42","283414","0.0-16.0-0.0","","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","43","284233","0.0-16.0-1.0","","",""
"4699","sound/asl/silence.wav","50","audio-keyboard-response","44","288939","0.0-16.0-2.0","false","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","45","290140","0.0-17.0-0.0","","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","46","291005","0.0-17.0-1.0","","",""
"1600","sound/asl/silence.wav","49","audio-keyboard-response","47","292612","0.0-17.0-2.0","false","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","48","293813","0.0-18.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","49","294665","0.0-18.0-1.0","","",""
"1981","sound/asl/silence.wav","49","audio-keyboard-response","50","296651","0.0-18.0-2.0","true","",""
"null","sound/asl/kimuga.wav","null","audio-keyboard-response","51","297852","0.0-19.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","52","298770","0.0-19.0-1.0","","",""
"3301","sound/asl/silence.wav","49","audio-keyboard-response","53","302074","0.0-19.0-2.0","true","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","54","303276","0.0-20.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","55","304131","0.0-20.0-1.0","","",""
"1912","sound/asl/silence.wav","49","audio-keyboard-response","56","306051","0.0-20.0-2.0","true","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","57","307252","0.0-21.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","58","308172","0.0-21.0-1.0","","",""
"3112","sound/asl/silence.wav","49","audio-keyboard-response","59","311286","0.0-21.0-2.0","true","",""
"null","sound/asl/gedino.wav","null","audio-keyboard-response","60","312488","0.0-22.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","61","313403","0.0-22.0-1.0","","",""
"1819","sound/asl/silence.wav","49","audio-keyboard-response","62","315223","0.0-22.0-2.0","true","",""
"null","sound/asl/tomubi.wav","null","audio-keyboard-response","63","316425","0.0-23.0-0.0","","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","64","317283","0.0-23.0-1.0","","",""
"1189","sound/asl/silence.wav","49","audio-keyboard-response","65","318473","0.0-23.0-2.0","false","",""
"null","sound/asl/nalobi.wav","null","audio-keyboard-response","66","319674","0.0-24.0-0.0","","",""
"null","sound/asl/kibeno.wav","null","audio-keyboard-response","67","320533","0.0-24.0-1.0","","",""
"1491","sound/asl/silence.wav","49","audio-keyboard-response","68","322030","0.0-24.0-2.0","true","",""
"null","sound/asl/nadime.wav","null","audio-keyboard-response","69","323237","0.0-25.0-0.0","","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","70","324083","0.0-25.0-1.0","","",""
"3979","sound/asl/silence.wav","49","audio-keyboard-response","71","328070","0.0-25.0-2.0","false","",""
"null","sound/asl/tobelu.wav","null","audio-keyboard-response","72","329273","0.0-26.0-0.0","","",""
"null","sound/asl/gekalu.wav","null","audio-keyboard-response","73","330184","0.0-26.0-1.0","","",""
"1331","sound/asl/silence.wav","49","audio-keyboard-response","74","331519","0.0-26.0-2.0","true","",""
"null","sound/asl/dukame.wav","null","audio-keyboard-response","75","332721","0.0-27.0-0.0","","",""
"null","sound/asl/duloga.wav","null","audio-keyboard-response","76","333554","0.0-27.0-1.0","","",""
"1819","sound/asl/silence.wav","50","audio-keyboard-response","77","335381","0.0-27.0-2.0","false","",""
"5157","","","instructions","78","340539","0.0-28.0","","[{""page_index"":0,""viewing_time"":5157}]",""
"28119","","","survey-likert","79","368660","0.0-29.0","","","{""Q0"":1}"
"9943","","","survey-likert","80","378603","0.0-30.0","","","{""Q0"":1}"
