"","key_resp.corr","Run","PartID","expName","modality","task"
"350",0,4,"f005","visual","non-linguistic","VSL"
"351",1,4,"f005","visual","non-linguistic","VSL"
"352",1,4,"f005","visual","non-linguistic","VSL"
"353",0,4,"f005","visual","non-linguistic","VSL"
"354",0,4,"f005","visual","non-linguistic","VSL"
"355",0,4,"f005","visual","non-linguistic","VSL"
"356",0,4,"f005","visual","non-linguistic","VSL"
"357",0,4,"f005","visual","non-linguistic","VSL"
"358",1,4,"f005","visual","non-linguistic","VSL"
"359",0,4,"f005","visual","non-linguistic","VSL"
"360",1,4,"f005","visual","non-linguistic","VSL"
"361",0,4,"f005","visual","non-linguistic","VSL"
"362",1,4,"f005","visual","non-linguistic","VSL"
"363",0,4,"f005","visual","non-linguistic","VSL"
"364",1,4,"f005","visual","non-linguistic","VSL"
"365",1,4,"f005","visual","non-linguistic","VSL"
