"","key_resp.corr","Run","PartID","expName","modality","task"
"217",0,2,"f008","visual","linguistic","LSL"
"218",1,2,"f008","visual","linguistic","LSL"
"219",1,2,"f008","visual","linguistic","LSL"
"220",1,2,"f008","visual","linguistic","LSL"
"221",1,2,"f008","visual","linguistic","LSL"
"222",1,2,"f008","visual","linguistic","LSL"
"223",1,2,"f008","visual","linguistic","LSL"
"224",1,2,"f008","visual","linguistic","LSL"
"225",0,2,"f008","visual","linguistic","LSL"
"226",1,2,"f008","visual","linguistic","LSL"
"227",1,2,"f008","visual","linguistic","LSL"
"228",0,2,"f008","visual","linguistic","LSL"
"229",1,2,"f008","visual","linguistic","LSL"
"230",0,2,"f008","visual","linguistic","LSL"
"231",0,2,"f008","visual","linguistic","LSL"
"232",1,2,"f008","visual","linguistic","LSL"
