"","key_resp.corr","Run","PartID","expName","modality","task"
"481",0,3,6,"visual","linguistic","LSL"
"482",0,3,6,"visual","linguistic","LSL"
"483",1,3,6,"visual","linguistic","LSL"
"484",0,3,6,"visual","linguistic","LSL"
"485",1,3,6,"visual","linguistic","LSL"
"486",0,3,6,"visual","linguistic","LSL"
"487",1,3,6,"visual","linguistic","LSL"
"488",0,3,6,"visual","linguistic","LSL"
"489",0,3,6,"visual","linguistic","LSL"
"490",0,3,6,"visual","linguistic","LSL"
"491",0,3,6,"visual","linguistic","LSL"
"492",0,3,6,"visual","linguistic","LSL"
"493",1,3,6,"visual","linguistic","LSL"
"494",1,3,6,"visual","linguistic","LSL"
"495",0,3,6,"visual","linguistic","LSL"
"496",1,3,6,"visual","linguistic","LSL"
"497",1,3,6,"visual","linguistic","LSL"
"498",1,3,6,"visual","linguistic","LSL"
"499",1,3,6,"visual","linguistic","LSL"
"500",0,3,6,"visual","linguistic","LSL"
"501",0,3,6,"visual","linguistic","LSL"
"502",0,3,6,"visual","linguistic","LSL"
"503",1,3,6,"visual","linguistic","LSL"
"504",1,3,6,"visual","linguistic","LSL"
"505",0,3,6,"visual","linguistic","LSL"
"506",0,3,6,"visual","linguistic","LSL"
"507",1,3,6,"visual","linguistic","LSL"
"508",0,3,6,"visual","linguistic","LSL"
"509",0,3,6,"visual","linguistic","LSL"
"510",0,3,6,"visual","linguistic","LSL"
"511",0,3,6,"visual","linguistic","LSL"
"512",0,3,6,"visual","linguistic","LSL"
