"","ans","subj","key","trial_order","corr"
"542","2","blast_c_097",2,30,1
"543","1","blast_c_097",2,31,0
"544","2","blast_c_097",2,32,1
"545","1","blast_c_109",1,1,1
"546","1","blast_c_109",1,2,1
"547","1","blast_c_109",2,3,0
"548","1","blast_c_109",1,4,1
"549","1","blast_c_109",1,5,1
"550","2","blast_c_109",1,6,0
"551","1","blast_c_109",2,7,0
"552","2","blast_c_109",2,8,1
"553","1","blast_c_109",2,9,0
"554","2","blast_c_109",2,10,1
"555","1","blast_c_109",1,11,1
"556","2","blast_c_109",1,12,0
"557","1","blast_c_109",1,13,1
"558","2","blast_c_109",2,14,1
"559","1","blast_c_109",2,15,0
"560","2","blast_c_109",1,16,0
"561","1","blast_c_109",2,17,0
"562","2","blast_c_109",2,18,1
"563","1","blast_c_109",1,19,1
"564","1","blast_c_109",1,20,1
"565","2","blast_c_109",2,21,1
"566","1","blast_c_109",1,22,1
"567","2","blast_c_109",2,23,1
"568","1","blast_c_109",1,24,1
"569","2","blast_c_109",2,25,1
"570","1","blast_c_109",1,26,1
"571","2","blast_c_109",2,27,1
"572","1","blast_c_109",1,28,1
"573","2","blast_c_109",1,29,0
"574","1","blast_c_109",2,30,0
"575","2","blast_c_109",2,31,1
"576","1","blast_c_109",2,32,0
"577","1","blast_c_118",1,1,1
"578","2","blast_c_118",1,2,0
"579","1","blast_c_118",2,3,0
"580","1","blast_c_118",1,4,1
"581","2","blast_c_118",1,5,0
"582","2","blast_c_118",1,6,0
"583","1","blast_c_118",2,7,0
"584","2","blast_c_118",2,8,1
"585","2","blast_c_118",2,9,1
"586","1","blast_c_118",2,10,0
"587","1","blast_c_118",1,11,1
"588","2","blast_c_118",1,12,0
"589","1","blast_c_118",1,13,1
"590","1","blast_c_118",2,14,0
"591","2","blast_c_118",2,15,1
"592","1","blast_c_118",1,16,1
"593","2","blast_c_118",2,17,1
"594","2","blast_c_118",2,18,1
"595","1","blast_c_118",1,19,1
"596","1","blast_c_118",1,20,1
"597","1","blast_c_118",2,21,0
"598","1","blast_c_118",1,22,1
"599","2","blast_c_118",2,23,1
"600","2","blast_c_118",1,24,0
"601","1","blast_c_118",2,25,0
"602","1","blast_c_118",1,26,1
"603","1","blast_c_118",2,27,0
"604","2","blast_c_118",1,28,0
"605","2","blast_c_118",1,29,0
"606","2","blast_c_118",2,30,1
"607","1","blast_c_118",2,31,0
"608","1","blast_c_118",2,32,0
"609","1","blast_c_119",1,1,1
"610","2","blast_c_119",1,2,0
"611","2","blast_c_119",2,3,1
"612","1","blast_c_119",1,4,1
"613","1","blast_c_119",1,5,1
"614","1","blast_c_119",1,6,1
"615","1","blast_c_119",2,7,0
"616","1","blast_c_119",2,8,0
"617","1","blast_c_119",2,9,0
"618","1","blast_c_119",2,10,0
"619","1","blast_c_119",1,11,1
"620","2","blast_c_119",1,12,0
"621","2","blast_c_119",1,13,0
"622","1","blast_c_119",2,14,0
"623","1","blast_c_119",2,15,0
"624","2","blast_c_119",1,16,0
"625","1","blast_c_119",2,17,0
"626","1","blast_c_119",2,18,0
"627","1","blast_c_119",1,19,1
"628","1","blast_c_119",1,20,1
"629","1","blast_c_119",2,21,0
"630","1","blast_c_119",1,22,1
"631","1","blast_c_119",2,23,0
"632","1","blast_c_119",1,24,1
"633","1","blast_c_119",2,25,0
"634","1","blast_c_119",1,26,1
"635","1","blast_c_119",2,27,0
"636","1","blast_c_119",1,28,1
"637","1","blast_c_119",1,29,1
"638","2","blast_c_119",2,30,1
"639","1","blast_c_119",2,31,0
"640","1","blast_c_119",2,32,0
"641","1","blast_c_122",1,1,1
"642","2","blast_c_122",1,2,0
"643","1","blast_c_122",2,3,0
"644","2","blast_c_122",1,4,0
"645","1","blast_c_122",1,5,1
"646","2","blast_c_122",1,6,0
"647","1","blast_c_122",2,7,0
"648","2","blast_c_122",2,8,1
"649","1","blast_c_122",2,9,0
"650","2","blast_c_122",2,10,1
"651","1","blast_c_122",1,11,1
"652","2","blast_c_122",1,12,0
"653","1","blast_c_122",1,13,1
"654","2","blast_c_122",2,14,1
"655","1","blast_c_122",2,15,0
"656","2","blast_c_122",1,16,0
"657","1","blast_c_122",2,17,0
"658","2","blast_c_122",2,18,1
"659","1","blast_c_122",1,19,1
"660","2","blast_c_122",1,20,0
"661","1","blast_c_122",2,21,0
"662","2","blast_c_122",1,22,0
"663","1","blast_c_122",2,23,0
"664","2","blast_c_122",1,24,0
"665","1","blast_c_122",2,25,0
"666","2","blast_c_122",1,26,0
"667","2","blast_c_122",2,27,1
"668","1","blast_c_122",1,28,1
"669","2","blast_c_122",1,29,0
"670","1","blast_c_122",2,30,0
"671","2","blast_c_122",2,31,1
"672","1","blast_c_122",2,32,0
"673","1","blast_c_124",1,1,1
"674","2","blast_c_124",1,2,0
"675","2","blast_c_124",2,3,1
"676","1","blast_c_124",1,4,1
"677","1","blast_c_124",1,5,1
"678","1","blast_c_124",1,6,1
"679","2","blast_c_124",2,7,1
"680","2","blast_c_124",2,8,1
"681","2","blast_c_124",2,9,1
"682","2","blast_c_124",2,10,1
"683","2","blast_c_124",1,11,0
"684","1","blast_c_124",1,12,1
"685","1","blast_c_124",1,13,1
"686","1","blast_c_124",2,14,0
"687","2","blast_c_124",2,15,1
"688","1","blast_c_124",1,16,1
"689","1","blast_c_124",2,17,0
"690","2","blast_c_124",2,18,1
"691","1","blast_c_124",1,19,1
"692","1","blast_c_124",1,20,1
"693","2","blast_c_124",2,21,1
"694","1","blast_c_124",1,22,1
"695","2","blast_c_124",2,23,1
"696","2","blast_c_124",1,24,0
"697","2","blast_c_124",2,25,1
"698","1","blast_c_124",1,26,1
"699","1","blast_c_124",2,27,0
"700","1","blast_c_124",1,28,1
"701","1","blast_c_124",1,29,1
"702","2","blast_c_124",2,30,1
"703","2","blast_c_124",2,31,1
"704","2","blast_c_124",2,32,1
"705","1","blast_c_126",1,1,1
"706","2","blast_c_126",1,2,0
"707","2","blast_c_126",2,3,1
"708","1","blast_c_126",1,4,1
"709","2","blast_c_126",1,5,0
"710","1","blast_c_126",1,6,1
"711","2","blast_c_126",2,7,1
"712","1","blast_c_126",2,8,0
"713","2","blast_c_126",2,9,1
"714","2","blast_c_126",2,10,1
"715","1","blast_c_126",1,11,1
"716","1","blast_c_126",1,12,1
"717","2","blast_c_126",1,13,0
"718","1","blast_c_126",2,14,0
"719","1","blast_c_126",2,15,0
"720","2","blast_c_126",1,16,0
"721","1","blast_c_126",2,17,0
"722","2","blast_c_126",2,18,1
"723","2","blast_c_126",1,19,0
"724","1","blast_c_126",1,20,1
"725","1","blast_c_126",2,21,0
"726","1","blast_c_126",1,22,1
"727","2","blast_c_126",2,23,1
"728","1","blast_c_126",1,24,1
"729","2","blast_c_126",2,25,1
"730","1","blast_c_126",1,26,1
"731","2","blast_c_126",2,27,1
"732","1","blast_c_126",1,28,1
"733","1","blast_c_126",1,29,1
"734","2","blast_c_126",2,30,1
"735","1","blast_c_126",2,31,0
"736","2","blast_c_126",2,32,1
"737","1","blast_c_147",1,1,1
"738","2","blast_c_147",1,2,0
"739","1","blast_c_147",2,3,0
"740","2","blast_c_147",1,4,0
"741","1","blast_c_147",1,5,1
"742","2","blast_c_147",1,6,0
"743","2","blast_c_147",2,7,1
"744","1","blast_c_147",2,8,0
"745","2","blast_c_147",2,9,1
"746","1","blast_c_147",2,10,0
"747","2","blast_c_147",1,11,0
"748","2","blast_c_147",1,12,0
"749","2","blast_c_147",1,13,0
"750","2","blast_c_147",2,14,1
"751","1","blast_c_147",2,15,0
"752","2","blast_c_147",1,16,0
"753","1","blast_c_147",2,17,0
"754","2","blast_c_147",2,18,1
"755","2","blast_c_147",1,19,0
"756","1","blast_c_147",1,20,1
"757","2","blast_c_147",2,21,1
"758","1","blast_c_147",1,22,1
"759","1","blast_c_147",2,23,0
"760","1","blast_c_147",1,24,1
"761","2","blast_c_147",2,25,1
"762","1","blast_c_147",1,26,1
"763","1","blast_c_147",2,27,0
"764","2","blast_c_147",1,28,0
"765","2","blast_c_147",1,29,0
"766","1","blast_c_147",2,30,0
"767","2","blast_c_147",2,31,1
"768","2","blast_c_147",2,32,1
"769","1","blast_c_149",1,1,1
"770","2","blast_c_149",1,2,0
"771","2","blast_c_149",2,3,1
"772","2","blast_c_149",1,4,0
