soundFile,word,location,repetition,trialnum,condition,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,corrAns,soundFile3,soundFile2,soundFile1,soundFile6,soundFile5,soundFile4,sound_block_key_resp.keys,sound_block_key_resp.rt,tone_block_key_resp.keys,tone_block_key_resp.rt,instr8_key_resp.keys,instr8_key_resp.rt,instr9_key_resp.keys,instr9_key_resp.rt,instr10_key_resp.keys,instr10_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date
ti.wav,3,2,41,491,S,0,10,10,10,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,41,492,S,0,11,11,11,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,42,493,S,0,12,12,12,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,42,494,S,0,13,13,13,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,42,495,S,0,14,14,14,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,42,496,S,0,15,15,15,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,42,497,S,0,16,16,16,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,42,498,S,0,17,17,17,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,42,499,S,0,18,18,18,,,,,,,,,,,,,,,,3,0.200369379,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,42,500,S,0,19,19,19,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,42,501,S,0,20,20,20,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,42,502,S,0,21,21,21,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,42,503,S,0,22,22,22,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,42,504,S,0,23,23,23,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,43,505,S,0,24,24,24,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,43,506,S,0,25,25,25,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,43,507,S,0,26,26,26,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,43,508,S,0,27,27,27,,,,,,,,,,,,,,,,3,0.26694015,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,43,509,S,0,28,28,28,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,43,510,S,0,29,29,29,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,43,511,S,0,30,30,30,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,43,512,S,0,31,31,31,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,43,513,S,0,32,32,32,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,43,514,S,0,33,33,33,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,43,515,S,0,34,34,34,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,43,516,S,0,35,35,35,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,44,517,S,0,36,36,36,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,44,518,S,0,37,37,37,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,44,519,S,0,38,38,38,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,44,520,S,0,39,39,39,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,44,521,S,0,40,40,40,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,44,522,S,0,41,41,41,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,44,523,S,0,42,42,42,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,44,524,S,0,43,43,43,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,44,525,S,0,44,44,44,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,44,526,S,0,45,45,45,,,,,,,,,,,,,,,,3,0.166944332,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,44,527,S,0,46,46,46,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,44,528,S,0,47,47,47,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,45,529,S,0,48,48,48,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,45,530,S,0,49,49,49,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,45,531,S,0,50,50,50,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,45,532,S,0,51,51,51,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,45,533,S,0,52,52,52,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,45,534,S,0,53,53,53,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,45,535,S,0,54,54,54,,,,,,,,,,,,,,,,3,0.11701412,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,45,536,S,0,55,55,55,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,45,537,S,0,56,56,56,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,46,538,S,0,57,57,57,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,46,539,S,0,58,58,58,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,46,540,S,0,59,59,59,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,46,541,S,0,60,60,60,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,46,542,S,0,61,61,61,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,46,543,S,0,62,62,62,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,46,544,S,0,63,63,63,,,,,,,,,,,,,,,,3,0.050491136,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,46,545,S,0,64,64,64,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,46,546,S,0,65,65,65,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,45,547,S,0,66,66,66,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,45,548,S,0,67,67,67,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,45,549,S,0,68,68,68,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,47,550,S,0,69,69,69,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,47,551,S,0,70,70,70,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,47,552,S,0,71,71,71,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,46,553,S,0,72,72,72,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,46,554,S,0,73,73,73,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,46,555,S,0,74,74,74,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,47,556,S,0,75,75,75,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,47,557,S,0,76,76,76,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,47,558,S,0,77,77,77,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,47,559,S,0,78,78,78,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,47,560,S,0,79,79,79,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,47,561,S,0,80,80,80,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,47,562,S,0,81,81,81,,,,,,,,,,,,,,,,3,0.367082458,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,47,563,S,0,82,82,82,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,47,564,S,0,83,83,83,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,48,565,S,0,84,84,84,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,48,566,S,0,85,85,85,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,48,567,S,0,86,86,86,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,48,568,S,0,87,87,87,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,48,569,S,0,88,88,88,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,48,570,S,0,89,89,89,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,48,571,S,0,90,90,90,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,48,572,S,0,91,91,91,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,48,573,S,0,92,92,92,,,,,,,,,,,,,,,,3,0.433694189,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,48,574,S,0,93,93,93,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,48,575,S,0,94,94,94,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,48,576,S,0,95,95,95,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,96,96,96,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,97,97,97,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,98,98,98,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,99,99,99,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,100,100,100,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,101,101,101,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,102,102,102,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,103,103,103,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,104,104,104,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,105,105,105,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,106,106,106,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,107,107,107,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,108,108,108,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,109,109,109,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,110,110,110,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,111,111,111,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,112,112,112,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,113,113,113,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,114,114,114,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,115,115,115,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,116,116,116,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,117,117,117,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,118,118,118,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
silence.wav,0,0,0,0,B,0,119,119,119,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,33,379,S,0,0,0,0,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,33,380,S,0,1,1,1,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,33,381,S,0,2,2,2,,,,,,,,,,,,,,,,3,0.343338471,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,34,385,S,0,3,3,3,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,34,386,S,0,4,4,4,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,34,387,S,0,5,5,5,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,33,391,S,0,6,6,6,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,33,392,S,0,7,7,7,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,33,393,S,0,8,8,8,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,33,394,S,0,9,9,9,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,33,395,S,0,10,10,10,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,33,396,S,0,11,11,11,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,33,397,S,0,12,12,12,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,33,398,S,0,13,13,13,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,33,399,S,0,14,14,14,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,35,400,S,0,15,15,15,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,35,401,S,0,16,16,16,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,35,402,S,0,17,17,17,,,,,,,,,,,,,,,,3,0.400314368,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,34,403,S,0,18,18,18,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,34,404,S,0,19,19,19,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,34,405,S,0,20,20,20,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,34,406,S,0,21,21,21,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,34,407,S,0,22,22,22,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,34,408,S,0,23,23,23,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,34,409,S,0,24,24,24,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,34,410,S,0,25,25,25,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,34,411,S,0,26,26,26,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pi.wav,1,1,36,412,S,0,27,27,27,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
tu.wav,1,2,36,413,S,0,28,28,28,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bi.wav,1,3,36,414,S,0,29,29,29,,,,,,,,,,,,,,,,3,0.317017989,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
di.wav,2,1,35,415,S,0,30,30,30,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ba.wav,2,2,35,416,S,0,31,31,31,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pu.wav,2,3,35,417,S,0,32,32,32,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
bu.wav,4,1,35,418,S,0,33,33,33,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
pa.wav,4,2,35,419,S,0,34,34,34,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
da.wav,4,3,35,420,S,0,35,35,35,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ta.wav,3,1,35,421,S,0,36,36,36,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
ti.wav,3,2,35,422,S,0,37,37,37,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
du.wav,3,3,35,423,S,0,38,38,38,,,,,,,,,,,,,,,,None,,,,,,,,,,bi,2,f008,119.9512435,1C,auditory,2018_Jan_30_1606
