cond,sound,speaker,trial,eventcode,order
s,ba,e,44,115,1058
s,ba,e,7,115,1059
s,ba,e,11,115,1060
s,ba,e,16,115,1061
bd,ba,s,45,124,1062
s,ba,e,31,115,1063
s,ba,e,12,115,1064
s,ba,e,1,115,1065
s,ba,e,29,115,1066
sd,da,e,31,214,1067
s,ba,e,37,115,1068
s,ba,e,14,115,1069
s,ba,e,37,115,1070
s,ba,e,10,115,1071
bd,ba,s,22,124,1072
s,ba,e,48,115,1073
s,ba,e,42,115,1074
s,ba,e,44,115,1075
s,ba,e,14,115,1076
s,ba,e,5,115,1077
bd,ba,s,4,124,1078
s,ba,e,5,115,1079
s,ba,e,22,115,1080
s,ba,e,47,115,1081
s,ba,e,27,115,1082
bd,ba,s,19,124,1083
s,ba,e,45,115,1084
s,ba,e,11,115,1085
s,ba,e,38,115,1086
s,ba,e,6,115,1087
s,ba,e,9,115,1088
s,ba,e,43,115,1089
sd,da,e,48,214,1090
s,ba,e,46,115,1091
s,ba,e,26,115,1092
s,ba,e,27,115,1093
s,ba,e,11,115,1094
bd,ba,s,47,124,1095
s,ba,e,42,115,1096
s,ba,e,17,115,1097
s,ba,e,46,115,1098
s,ba,e,10,115,1099
s,ba,e,3,115,1100
sd,da,e,26,214,1101
s,ba,e,28,115,1102
s,ba,e,2,115,1103
s,ba,e,25,115,1104
s,ba,e,22,115,1105
s,ba,e,45,115,1106
bd,ba,s,2,124,1107
s,ba,e,7,115,1108
s,ba,e,17,115,1109
s,ba,e,0,115,1110
s,ba,e,29,115,1111
s,ba,e,46,115,1112
sd,da,e,1,214,1113
s,ba,e,1,115,1114
s,ba,e,19,115,1115
s,ba,e,23,115,1116
s,ba,e,15,115,1117
s,ba,e,39,115,1118
sd,da,e,47,214,1119
s,ba,e,40,115,1120
s,ba,e,37,115,1121
s,ba,e,14,115,1122
s,ba,e,12,115,1123
s,ba,e,14,115,1124
bd,ba,s,13,124,1125
s,ba,e,26,115,1126
s,ba,e,8,115,1127
s,ba,e,33,115,1128
s,ba,e,15,115,1129
s,ba,e,28,115,1130
s,ba,e,2,115,1131
sd,da,e,11,214,1132
s,ba,e,33,115,1133
s,ba,e,10,115,1134
s,ba,e,1,115,1135
s,ba,e,3,115,1136
sd,da,e,45,214,1137
s,ba,e,44,115,1138
s,ba,e,28,115,1139
s,ba,e,22,115,1140
s,ba,e,21,115,1141
sd,da,e,10,214,1142
s,ba,e,46,115,1143
s,ba,e,14,115,1144
s,ba,e,43,115,1145
s,ba,e,36,115,1146
s,ba,e,44,115,1147
s,ba,e,5,115,1148
bd,ba,s,4,124,1149
s,ba,e,21,115,1150
s,ba,e,0,115,1151
s,ba,e,41,115,1152
s,ba,e,33,115,1153
s,ba,e,24,115,1154
s,ba,e,38,115,1155
sd,da,e,40,214,1156
s,ba,e,32,115,1157
s,ba,e,4,115,1158
s,ba,e,40,115,1159
s,ba,e,41,115,1160
bd,ba,s,18,124,1161
bd,ba,s,24,124,1162
s,ba,e,49,115,1163
sd,da,e,13,214,1164
s,ba,e,32,115,1165
bd,ba,s,31,124,1166
s,ba,e,25,115,1167
s,ba,e,21,115,1168
s,ba,e,39,115,1169
s,ba,e,6,115,1170
s,ba,e,5,115,1171
s,ba,e,29,115,1172
s,ba,e,29,115,1173
sd,da,e,19,214,1174
s,ba,e,13,115,1175
s,ba,e,33,115,1176
s,ba,e,19,115,1177
s,ba,e,42,115,1178
sd,da,e,34,214,1179
s,ba,e,32,115,1180
s,ba,e,34,115,1181
s,ba,e,31,115,1182
s,ba,e,17,115,1183
sd,da,e,17,214,1184
s,ba,e,49,115,1185
s,ba,e,19,115,1186
s,ba,e,29,115,1187
s,ba,e,25,115,1188
s,ba,e,6,115,1189
bd,ba,s,21,124,1190
s,ba,e,5,115,1191
s,ba,e,11,115,1192
s,ba,e,0,115,1193
s,ba,e,18,115,1194
s,ba,e,14,115,1195
sd,da,e,1,214,1196
s,ba,e,10,115,1197
s,ba,e,48,115,1198
s,ba,e,49,115,1199
s,ba,e,4,115,1200
s,ba,e,43,115,1201
sd,da,e,33,214,1202
s,ba,e,43,115,1203
s,ba,e,0,115,1204
s,ba,e,35,115,1205
s,ba,e,33,115,1206
s,ba,e,14,115,1207
sd,da,e,32,214,1208
s,ba,e,10,115,1209
s,ba,e,38,115,1210
s,ba,e,49,115,1211
s,ba,e,9,115,1212
bd,ba,s,33,124,1213
s,ba,e,13,115,1214
s,ba,e,0,115,1215
s,ba,e,16,115,1216
s,ba,e,15,115,1217
bd,ba,s,38,124,1218
s,ba,e,49,115,1219
s,ba,e,41,115,1220
s,ba,e,16,115,1221
s,ba,e,48,115,1222
s,ba,e,13,115,1223
s,ba,e,34,115,1224
bd,ba,s,28,124,1225
s,ba,e,17,115,1226
s,ba,e,12,115,1227
s,ba,e,24,115,1228
s,ba,e,36,115,1229
s,ba,e,28,115,1230
sd,da,e,35,214,1231
s,ba,e,5,115,1232
s,ba,e,31,115,1233
s,ba,e,27,115,1234
s,ba,e,43,115,1235
sd,da,e,6,214,1236
s,ba,e,37,115,1237
s,ba,e,7,115,1238
s,ba,e,49,115,1239
s,ba,e,16,115,1240
sd,da,e,8,214,1241
s,ba,e,4,115,1242
s,ba,e,21,115,1243
s,ba,e,17,115,1244
s,ba,e,35,115,1245
s,ba,e,8,115,1246
bd,ba,s,21,124,1247
s,ba,e,7,115,1248
s,ba,e,23,115,1249
s,ba,e,34,115,1250
s,ba,e,3,115,1251
s,ba,e,35,115,1252
sd,da,e,22,214,1253
s,ba,e,16,115,1254
s,ba,e,35,115,1255
s,ba,e,3,115,1256
s,ba,e,5,115,1257
s,ba,e,48,115,1258
bd,ba,s,42,124,1259
s,ba,e,22,115,1260
s,ba,e,40,115,1261
s,ba,e,42,115,1262
s,ba,e,21,115,1263
s,ba,e,8,115,1264
sd,da,e,9,214,1265
s,ba,e,30,115,1266
s,ba,e,26,115,1267
s,ba,e,30,115,1268
s,ba,e,40,115,1269
s,ba,e,23,115,1270
s,ba,e,39,115,1271
bd,ba,s,31,124,1272
s,ba,e,48,115,1273
s,ba,e,19,115,1274
s,ba,e,1,115,1275
s,ba,e,12,115,1276
sd,da,e,30,214,1277
s,ba,e,24,115,1278
s,ba,e,8,115,1279
s,ba,e,21,115,1280
s,ba,e,40,115,1281
sd,da,e,35,214,1282
s,ba,e,37,115,1283
s,ba,e,9,115,1284
s,ba,e,26,115,1285
s,ba,e,8,115,1286
s,ba,e,44,115,1287
bd,ba,s,20,124,1288
s,ba,e,32,115,1289
s,ba,e,28,115,1290
s,ba,e,11,115,1291
s,ba,e,49,115,1292
bd,ba,s,41,124,1293
s,ba,e,23,115,1294
s,ba,e,19,115,1295
s,ba,e,11,115,1296
s,ba,e,40,115,1297
s,ba,e,11,115,1298
bd,ba,s,18,124,1299
s,ba,e,15,115,1300
