cond,sound,speaker,trial,eventcode,order
s,ba,e,12,111,1092
s,ba,e,19,111,1093
bd,da,e,46,212,1094
s,ba,e,15,111,1095
s,ba,e,37,111,1096
s,ba,e,28,111,1097
s,ba,e,47,111,1098
bd,da,e,21,212,1099
s,ba,e,22,111,1100
s,ba,e,43,111,1101
sd,ba,s,14,123,1102
s,ba,e,49,111,1103
s,ba,e,44,111,1104
sd,ba,s,20,123,1105
s,ba,e,16,111,1106
s,ba,e,49,111,1107
bd,da,e,8,212,1108
s,ba,e,28,111,1109
s,ba,e,40,111,1110
sd,ba,s,18,123,1111
s,ba,e,29,111,1112
s,ba,e,20,111,1113
sd,ba,s,23,123,1114
s,ba,e,46,111,1115
s,ba,e,36,111,1116
s,ba,e,46,111,1117
bd,da,e,32,212,1118
s,ba,e,9,111,1119
s,ba,e,36,111,1120
s,ba,e,6,111,1121
s,ba,e,27,111,1122
bd,da,e,41,212,1123
s,ba,e,18,111,1124
s,ba,e,31,111,1125
s,ba,e,10,111,1126
s,ba,e,40,111,1127
s,ba,e,5,111,1128
sd,ba,s,44,123,1129
s,ba,e,41,111,1130
s,ba,e,28,111,1131
bd,da,e,44,212,1132
s,ba,e,8,111,1133
s,ba,e,43,111,1134
bd,da,e,32,212,1135
s,ba,e,10,111,1136
s,ba,e,7,111,1137
bd,da,e,9,212,1138
s,ba,e,41,111,1139
s,ba,e,44,111,1140
s,ba,e,34,111,1141
bd,da,e,37,212,1142
s,ba,e,45,111,1143
s,ba,e,12,111,1144
s,ba,e,34,111,1145
bd,da,e,3,212,1146
s,ba,e,5,111,1147
s,ba,e,17,111,1148
sd,ba,s,41,123,1149
s,ba,e,43,111,1150
s,ba,e,46,111,1151
bd,da,e,11,212,1152
s,ba,e,8,111,1153
s,ba,e,24,111,1154
s,ba,e,19,111,1155
s,ba,e,26,111,1156
s,ba,e,49,111,1157
s,ba,e,32,111,1158
s,ba,e,17,111,1159
bd,da,e,2,212,1160
s,ba,e,45,111,1161
s,ba,e,18,111,1162
s,ba,e,28,111,1163
s,ba,e,4,111,1164
s,ba,e,20,111,1165
sd,ba,s,33,123,1166
s,ba,e,41,111,1167
s,ba,e,4,111,1168
s,ba,e,24,111,1169
s,ba,e,23,111,1170
bd,da,e,17,212,1171
s,ba,e,14,111,1172
s,ba,e,31,111,1173
bd,da,e,41,212,1174
s,ba,e,49,111,1175
s,ba,e,42,111,1176
s,ba,e,30,111,1177
s,ba,e,39,111,1178
s,ba,e,19,111,1179
s,ba,e,33,111,1180
s,ba,e,32,111,1181
s,ba,e,4,111,1182
bd,da,e,48,212,1183
s,ba,e,13,111,1184
s,ba,e,24,111,1185
sd,ba,s,2,123,1186
s,ba,e,27,111,1187
s,ba,e,39,111,1188
sd,ba,s,16,123,1189
s,ba,e,34,111,1190
s,ba,e,29,111,1191
s,ba,e,22,111,1192
bd,da,e,33,212,1193
s,ba,e,11,111,1194
s,ba,e,16,111,1195
bd,da,e,42,212,1196
s,ba,e,45,111,1197
s,ba,e,47,111,1198
bd,da,e,31,212,1199
s,ba,e,23,111,1200
s,ba,e,35,111,1201
s,ba,e,3,111,1202
s,ba,e,12,111,1203
bd,da,e,23,212,1204
s,ba,e,19,111,1205
s,ba,e,48,111,1206
s,ba,e,42,111,1207
s,ba,e,10,111,1208
s,ba,e,33,111,1209
bd,da,e,15,212,1210
s,ba,e,10,111,1211
s,ba,e,2,111,1212
s,ba,e,37,111,1213
sd,ba,s,21,123,1214
s,ba,e,47,111,1215
s,ba,e,41,111,1216
sd,ba,s,8,123,1217
s,ba,e,41,111,1218
s,ba,e,0,111,1219
bd,da,e,19,212,1220
s,ba,e,3,111,1221
s,ba,e,7,111,1222
s,ba,e,17,111,1223
s,ba,e,27,111,1224
bd,da,e,30,212,1225
s,ba,e,23,111,1226
s,ba,e,43,111,1227
s,ba,e,9,111,1228
s,ba,e,22,111,1229
s,ba,e,47,111,1230
bd,da,e,4,212,1231
s,ba,e,35,111,1232
s,ba,e,7,111,1233
sd,ba,s,40,123,1234
s,ba,e,28,111,1235
s,ba,e,43,111,1236
s,ba,e,21,111,1237
s,ba,e,1,111,1238
s,ba,e,39,111,1239
s,ba,e,48,111,1240
s,ba,e,47,111,1241
s,ba,e,17,111,1242
sd,ba,s,15,123,1243
s,ba,e,6,111,1244
s,ba,e,42,111,1245
sd,ba,s,9,123,1246
s,ba,e,46,111,1247
s,ba,e,33,111,1248
bd,da,e,39,212,1249
s,ba,e,25,111,1250
s,ba,e,40,111,1251
s,ba,e,13,111,1252
s,ba,e,5,111,1253
s,ba,e,34,111,1254
s,ba,e,43,111,1255
s,ba,e,40,111,1256
s,ba,e,15,111,1257
bd,da,e,46,212,1258
s,ba,e,38,111,1259
s,ba,e,46,111,1260
s,ba,e,22,111,1261
s,ba,e,38,111,1262
s,ba,e,48,111,1263
s,ba,e,31,111,1264
bd,da,e,16,212,1265
s,ba,e,9,111,1266
s,ba,e,46,111,1267
s,ba,e,23,111,1268
s,ba,e,13,111,1269
s,ba,e,43,111,1270
s,ba,e,15,111,1271
s,ba,e,9,111,1272
s,ba,e,45,111,1273
bd,da,e,34,212,1274
s,ba,e,31,111,1275
s,ba,e,12,111,1276
s,ba,e,20,111,1277
bd,da,e,34,212,1278
s,ba,e,6,111,1279
s,ba,e,30,111,1280
s,ba,e,36,111,1281
s,ba,e,6,111,1282
s,ba,e,30,111,1283
bd,da,e,45,212,1284
s,ba,e,25,111,1285
s,ba,e,29,111,1286
s,ba,e,7,111,1287
s,ba,e,32,111,1288
bd,da,e,24,212,1289
s,ba,e,38,111,1290
s,ba,e,2,111,1291
sd,ba,s,6,123,1292
s,ba,e,38,111,1293
s,ba,e,41,111,1294
s,ba,e,17,111,1295
s,ba,e,8,111,1296
bd,da,e,18,212,1297
s,ba,e,29,111,1298
s,ba,e,1,111,1299
s,ba,e,32,111,1300
