"","soundFile","trialnum","condition","random_block_key_resp.rt","random_block_key_resp.keys","structured_block_key_resp.rt","structured_block_key_resp.keys","starget","Run","PartID","ttarget","expName"
"1","3A.wav",379,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"2","3B.wav",380,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"3","3C.wav",381,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"4","3A.wav",385,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"5","3B.wav",386,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"6","3C.wav",387,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"7","2A.wav",391,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"8","2B.wav",392,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"9","2C.wav",393,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"10","4A.wav",394,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"11","4B.wav",395,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"12","4C.wav",396,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"13","1A.wav",397,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"14","1B.wav",398,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"15","1C.wav",399,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"16","3A.wav",400,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"17","3B.wav",401,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"18","3C.wav",402,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"19","4A.wav",403,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"20","4B.wav",404,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"21","4C.wav",405,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"22","2A.wav",406,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"23","2B.wav",407,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"24","2C.wav",408,"S",NA,"",0.292197664734,"3","du",6,"f001","1C","auditory"
"25","1A.wav",409,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"26","1B.wav",410,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"27","1C.wav",411,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"28","3A.wav",412,"S",NA,"",0.313173724338,"3","du",6,"f001","1C","auditory"
"29","3B.wav",413,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"30","3C.wav",414,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"31","1A.wav",415,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"32","1B.wav",416,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"33","1C.wav",417,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"34","2A.wav",418,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"35","2B.wav",419,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"36","2C.wav",420,"S",NA,"",0.417014091741,"3","du",6,"f001","1C","auditory"
"37","4A.wav",421,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"38","4B.wav",422,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"39","4C.wav",423,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
"40","2A.wav",424,"S",NA,"",NA,"None","du",6,"f001","1C","auditory"
