"","tsl_a_entropy","tsl_b_entropy","tsl_c_entropy","tsl_d_entropy","part_id","mean_entropy"
"1",0.91829583405449,0.954434002924965,1,0.863120568566631,"blast_a_001",0.934
"2",0.76420450650862,0.811278124459133,0.954434002924965,0.591672778582327,"blast_a_002",0.78
"3",0.991076059838222,0,1,0,"blast_a_003",0.498
"4",0.991076059838222,0.954434002924965,1,0.591672778582327,"blast_a_004",0.884
"5",0.991076059838222,0.954434002924965,0.543564443199596,0.591672778582327,"blast_a_005",0.77
"6",0.91829583405449,0,0.954434002924965,0,"blast_a_006",0.468
"7",0.91829583405449,0.954434002924965,0.954434002924965,0.985228136034252,"blast_a_007",0.953
"8",0.76420450650862,0.954434002924965,0.954434002924965,0,"blast_a_008",0.668
"9",0.991076059838222,1,0.811278124459133,0.591672778582327,"blast_a_009",0.849
"10",0.91829583405449,0.811278124459133,1,0.985228136034252,"blast_a_010",0.929
"11",0.91829583405449,0.811278124459133,0.543564443199596,0.985228136034252,"blast_a_011",0.815
"12",0.91829583405449,1,0.811278124459133,0.863120568566631,"blast_a_012",0.898
"13",0.503258334775646,0.954434002924965,0.811278124459133,0.863120568566631,"blast_a_013",0.783
"14",0.91829583405449,0.954434002924965,0.954434002924965,0.863120568566631,"blast_a_014",0.923
"15",0.76420450650862,0.811278124459133,0.811278124459133,0.591672778582327,"blast_a_015",0.745
"16",0.91829583405449,0.811278124459133,0.954434002924965,0.985228136034252,"blast_a_016",0.917
"17",0.76420450650862,0,1,0.863120568566631,"blast_a_017",0.657
"18",0,0.954434002924965,0.543564443199596,0,"blast_a_018",0.374
"19",0,1,1,0.591672778582327,"blast_a_019",0.648
"20",0,0.954434002924965,0,0.985228136034252,"blast_a_020",0.485
"21",0.991076059838222,0.954434002924965,0.811278124459133,0,"blast_a_021",0.689
"22",0.991076059838222,0.543564443199596,0.811278124459133,0.985228136034252,"blast_a_022",0.833
"23",0.991076059838222,1,0.954434002924965,0.863120568566631,"blast_a_023",0.952
"24",0.503258334775646,0.811278124459133,0.543564443199596,0.591672778582327,"blast_a_024",0.612
"25",0.503258334775646,0.811278124459133,0.954434002924965,0.985228136034252,"blast_a_026",0.814
"26",0.991076059838222,0.954434002924965,1,0.863120568566631,"blast_a_027",0.952
"27",0.503258334775646,1,0.811278124459133,0,"blast_a_028",0.579
"28",0.991076059838222,0.811278124459133,0,0.985228136034252,"blast_a_030",0.697
"29",0,0.954434002924965,0.811278124459133,0,"blast_a_032",0.441
"30",0.954434002924965,0.954434002924965,0.543564443199596,0.811278124459133,"blast_a_035",0.816
"31",0.811278124459133,0.811278124459133,0.954434002924965,1,"blast_a_037",0.894
"32",1,0.543564443199596,0.811278124459133,0,"blast_a_038",0.589
"33",0.811278124459133,0.811278124459133,0.954434002924965,0.811278124459133,"blast_a_039",0.847
"34",0.811278124459133,0.954434002924965,0.811278124459133,0.954434002924965,"blast_a_040",0.883
"35",0,0,0.811278124459133,0.543564443199596,"blast_a_042",0.339
"36",0.543564443199596,0,0,0.543564443199596,"blast_a_043",0.272
"37",0.954434002924965,0.954434002924965,0.954434002924965,0.543564443199596,"blast_a_044",0.852
"38",0.954434002924965,0.543564443199596,0.543564443199596,1,"blast_a_045",0.76
"39",0,0.811278124459133,0.811278124459133,0.811278124459133,"blast_a_046",0.608
"40",0.954434002924965,0.954434002924965,0.811278124459133,1,"blast_a_047",0.93
"41",0.811278124459133,0.543564443199596,0.954434002924965,0.954434002924965,"blast_a_048",0.816
"42",0.954434002924965,0.811278124459133,0.954434002924965,0.543564443199596,"blast_a_049",0.816
"43",0.543564443199596,0.954434002924965,0.954434002924965,0.954434002924965,"blast_a_050",0.852
"44",0.811278124459133,0.543564443199596,0.811278124459133,0.954434002924965,"blast_a_051",0.78
"45",0.543564443199596,0.543564443199596,0,0.954434002924965,"blast_a_052",0.51
