"","key_resp.corr","Run","PartID","expName","modality","task"
"484",1,3,"f004","auditory","linguistic","SSL"
"485",1,3,"f004","auditory","linguistic","SSL"
"486",1,3,"f004","auditory","linguistic","SSL"
"487",1,3,"f004","auditory","linguistic","SSL"
"488",1,3,"f004","auditory","linguistic","SSL"
"489",1,3,"f004","auditory","linguistic","SSL"
"490",1,3,"f004","auditory","linguistic","SSL"
"491",1,3,"f004","auditory","linguistic","SSL"
"492",0,3,"f004","auditory","linguistic","SSL"
"493",0,3,"f004","auditory","linguistic","SSL"
"494",0,3,"f004","auditory","linguistic","SSL"
"495",0,3,"f004","auditory","linguistic","SSL"
"496",1,3,"f004","auditory","linguistic","SSL"
"497",0,3,"f004","auditory","linguistic","SSL"
"498",1,3,"f004","auditory","linguistic","SSL"
"499",0,3,"f004","auditory","linguistic","SSL"
"500",1,3,"f004","auditory","linguistic","SSL"
"501",1,3,"f004","auditory","linguistic","SSL"
"502",0,3,"f004","auditory","linguistic","SSL"
"503",1,3,"f004","auditory","linguistic","SSL"
"504",0,3,"f004","auditory","linguistic","SSL"
"505",0,3,"f004","auditory","linguistic","SSL"
"506",0,3,"f004","auditory","linguistic","SSL"
"507",0,3,"f004","auditory","linguistic","SSL"
"508",0,3,"f004","auditory","linguistic","SSL"
"509",1,3,"f004","auditory","linguistic","SSL"
"510",0,3,"f004","auditory","linguistic","SSL"
"511",0,3,"f004","auditory","linguistic","SSL"
"512",1,3,"f004","auditory","linguistic","SSL"
"513",1,3,"f004","auditory","linguistic","SSL"
"514",1,3,"f004","auditory","linguistic","SSL"
"515",0,3,"f004","auditory","linguistic","SSL"
