"","key_resp.corr","Run","PartID","expName","modality","task"
"481",1,6,"f003","auditory","non-linguistic","TSL"
"482",0,6,"f003","auditory","non-linguistic","TSL"
"483",1,6,"f003","auditory","non-linguistic","TSL"
"484",1,6,"f003","auditory","non-linguistic","TSL"
"485",0,6,"f003","auditory","non-linguistic","TSL"
"486",0,6,"f003","auditory","non-linguistic","TSL"
"487",0,6,"f003","auditory","non-linguistic","TSL"
"488",0,6,"f003","auditory","non-linguistic","TSL"
"489",0,6,"f003","auditory","non-linguistic","TSL"
"490",1,6,"f003","auditory","non-linguistic","TSL"
"491",1,6,"f003","auditory","non-linguistic","TSL"
"492",1,6,"f003","auditory","non-linguistic","TSL"
"493",1,6,"f003","auditory","non-linguistic","TSL"
"494",1,6,"f003","auditory","non-linguistic","TSL"
"495",1,6,"f003","auditory","non-linguistic","TSL"
"496",0,6,"f003","auditory","non-linguistic","TSL"
"497",1,6,"f003","auditory","non-linguistic","TSL"
"498",1,6,"f003","auditory","non-linguistic","TSL"
"499",0,6,"f003","auditory","non-linguistic","TSL"
"500",1,6,"f003","auditory","non-linguistic","TSL"
"501",0,6,"f003","auditory","non-linguistic","TSL"
"502",1,6,"f003","auditory","non-linguistic","TSL"
"503",0,6,"f003","auditory","non-linguistic","TSL"
"504",0,6,"f003","auditory","non-linguistic","TSL"
"505",0,6,"f003","auditory","non-linguistic","TSL"
"506",1,6,"f003","auditory","non-linguistic","TSL"
"507",1,6,"f003","auditory","non-linguistic","TSL"
"508",1,6,"f003","auditory","non-linguistic","TSL"
"509",1,6,"f003","auditory","non-linguistic","TSL"
"510",1,6,"f003","auditory","non-linguistic","TSL"
"511",0,6,"f003","auditory","non-linguistic","TSL"
