"","key_resp.corr","Run","PartID","expName","modality","task"
"721",1,4,"f008","auditory","linguistic","tsl"
"722",0,4,"f008","auditory","linguistic","tsl"
"723",1,4,"f008","auditory","linguistic","tsl"
"724",1,4,"f008","auditory","linguistic","tsl"
"725",0,4,"f008","auditory","linguistic","tsl"
"726",1,4,"f008","auditory","linguistic","tsl"
"727",0,4,"f008","auditory","linguistic","tsl"
"728",1,4,"f008","auditory","linguistic","tsl"
"729",1,4,"f008","auditory","linguistic","tsl"
"730",1,4,"f008","auditory","linguistic","tsl"
"731",0,4,"f008","auditory","linguistic","tsl"
"732",0,4,"f008","auditory","linguistic","tsl"
"733",0,4,"f008","auditory","linguistic","tsl"
"734",1,4,"f008","auditory","linguistic","tsl"
"735",1,4,"f008","auditory","linguistic","tsl"
"736",1,4,"f008","auditory","linguistic","tsl"
