,X.1,X,subject,gender,age,language,task_order,task,trial,trial_order,trial_accuracy,fam_ratings,trial_number
1,1,1,1,female,21,english,1,1,1,foil,1,1,1
2,2,2,1,female,21,english,1,1,2,foil,0,1,13
3,3,3,1,female,21,english,1,1,3,word,1,1,18
4,4,4,1,female,21,english,1,1,4,word,1,5,19
5,5,5,1,female,21,english,1,1,5,foil,0,0,2
6,6,6,1,female,21,english,1,1,6,word,1,2,15
7,7,7,1,female,21,english,1,1,7,foil,0,2,11
8,8,8,1,female,21,english,1,1,8,foil,1,3,7
9,9,9,1,female,21,english,1,1,9,word,1,1,24
10,10,10,1,female,21,english,1,1,10,foil,1,1,23
11,11,11,1,female,21,english,1,1,11,word,1,0,3
12,12,12,1,female,21,english,1,1,12,word,1,1,20
13,13,13,1,female,21,english,1,1,13,word,1,0,17
14,14,14,1,female,21,english,1,1,14,foil,0,2,21
15,15,15,1,female,21,english,1,1,15,foil,0,2,6
16,16,16,1,female,21,english,1,1,16,word,1,5,5
17,17,17,1,female,21,english,1,1,17,foil,0,1,8
18,18,18,1,female,21,english,1,1,18,foil,1,0,12
19,19,19,1,female,21,english,1,1,19,word,1,1,10
20,20,20,1,female,21,english,1,1,20,word,0,1,14
21,21,21,1,female,21,english,1,1,21,foil,0,0,16
22,22,22,1,female,21,english,1,1,22,word,1,0,9
23,23,23,1,female,21,english,1,1,23,word,0,1,25
24,24,24,1,female,21,english,1,1,24,foil,0,0,22
25,25,25,1,female,21,english,1,1,25,word,0,1,4
26,26,26,1,female,21,english,1,0,1,word,0,NA,NA
27,27,27,1,female,21,english,1,0,2,word,1,NA,NA
28,28,28,1,female,21,english,1,0,3,foil,1,NA,NA
29,29,29,1,female,21,english,1,0,4,foil,0,NA,NA
30,30,30,1,female,21,english,1,0,5,word,1,NA,NA
31,31,31,1,female,21,english,1,0,6,word,0,NA,NA
32,32,32,1,female,21,english,1,0,7,foil,0,NA,NA
33,33,33,1,female,21,english,1,0,8,foil,1,NA,NA
34,34,34,1,female,21,english,1,0,9,word,1,NA,NA
35,35,35,1,female,21,english,1,0,10,word,0,NA,NA
36,36,36,1,female,21,english,1,0,11,word,1,NA,NA
37,37,37,1,female,21,english,1,0,12,word,1,NA,NA
38,38,38,1,female,21,english,1,0,13,word,1,NA,NA
39,39,39,1,female,21,english,1,0,14,foil,0,NA,NA
40,40,40,1,female,21,english,1,0,15,foil,1,NA,NA
41,41,41,1,female,21,english,1,0,16,foil,1,NA,NA
42,42,42,1,female,21,english,1,0,17,foil,0,NA,NA
43,43,43,1,female,21,english,1,0,18,foil,1,NA,NA
44,44,44,1,female,21,english,1,0,19,foil,0,NA,NA
45,45,45,1,female,21,english,1,0,20,foil,1,NA,NA
46,46,46,1,female,21,english,1,0,21,word,1,NA,NA
47,47,47,1,female,21,english,1,0,22,word,1,NA,NA
48,48,48,1,female,21,english,1,0,23,word,1,NA,NA
49,49,49,1,female,21,english,1,0,24,foil,1,NA,NA
50,50,50,1,female,21,english,1,0,25,foil,0,NA,NA
51,51,51,3,male,19,english,1,1,1,word,1,0,3
52,52,52,3,male,19,english,1,1,2,foil,0,0,22
53,53,53,3,male,19,english,1,1,3,word,1,0,15
54,54,54,3,male,19,english,1,1,4,foil,0,1,23
55,55,55,3,male,19,english,1,1,5,word,1,4,4
56,56,56,3,male,19,english,1,1,6,word,1,1,25
57,57,57,3,male,19,english,1,1,7,foil,0,0,12
58,58,58,3,male,19,english,1,1,8,word,0,0,14
59,59,59,3,male,19,english,1,1,9,foil,1,4,2
60,60,60,3,male,19,english,1,1,10,foil,1,5,1
61,61,61,3,male,19,english,1,1,11,foil,0,0,7
62,62,62,3,male,19,english,1,1,12,word,0,1,5
63,63,63,3,male,19,english,1,1,13,word,0,1,9
64,64,64,3,male,19,english,1,1,14,word,0,1,20
65,65,65,3,male,19,english,1,1,15,foil,0,1,6
66,66,66,3,male,19,english,1,1,16,word,1,1,24
67,67,67,3,male,19,english,1,1,17,foil,0,0,16
68,68,68,3,male,19,english,1,1,18,foil,0,1,13
69,69,69,3,male,19,english,1,1,19,word,1,2,19
70,70,70,3,male,19,english,1,1,20,word,1,1,10
71,71,71,3,male,19,english,1,1,21,foil,0,1,8
72,72,72,3,male,19,english,1,1,22,word,1,1,18
73,73,73,3,male,19,english,1,1,23,word,1,0,17
74,74,74,3,male,19,english,1,1,24,foil,0,3,21
75,75,75,3,male,19,english,1,1,25,foil,0,0,11
76,76,76,3,male,19,english,1,0,1,word,1,NA,NA
77,77,77,3,male,19,english,1,0,2,word,1,NA,NA
78,78,78,3,male,19,english,1,0,3,foil,1,NA,NA
79,79,79,3,male,19,english,1,0,4,word,1,NA,NA
80,80,80,3,male,19,english,1,0,5,word,0,NA,NA
81,81,81,3,male,19,english,1,0,6,word,1,NA,NA
82,82,82,3,male,19,english,1,0,7,foil,0,NA,NA
83,83,83,3,male,19,english,1,0,8,foil,0,NA,NA
84,84,84,3,male,19,english,1,0,9,word,1,NA,NA
85,85,85,3,male,19,english,1,0,10,word,1,NA,NA
86,86,86,3,male,19,english,1,0,11,word,0,NA,NA
87,87,87,3,male,19,english,1,0,12,foil,1,NA,NA
88,88,88,3,male,19,english,1,0,13,foil,0,NA,NA
89,89,89,3,male,19,english,1,0,14,word,1,NA,NA
90,90,90,3,male,19,english,1,0,15,foil,0,NA,NA
91,91,91,3,male,19,english,1,0,16,foil,0,NA,NA
92,92,92,3,male,19,english,1,0,17,foil,0,NA,NA
93,93,93,3,male,19,english,1,0,18,foil,0,NA,NA
94,94,94,3,male,19,english,1,0,19,foil,1,NA,NA
95,95,95,3,male,19,english,1,0,20,word,0,NA,NA
96,96,96,3,male,19,english,1,0,21,foil,0,NA,NA
97,97,97,3,male,19,english,1,0,22,foil,1,NA,NA
98,98,98,3,male,19,english,1,0,23,word,1,NA,NA
99,99,99,3,male,19,english,1,0,24,word,0,NA,NA
100,100,100,3,male,19,english,1,0,25,foil,1,NA,NA
101,101,101,4,female,19,english,0,1,1,foil,1,2,13
102,102,102,4,female,19,english,0,1,2,word,1,2,15
103,103,103,4,female,19,english,0,1,3,foil,0,0,16
104,104,104,4,female,19,english,0,1,4,foil,1,1,21
105,105,105,4,female,19,english,0,1,5,word,1,1,19
106,106,106,4,female,19,english,0,1,6,word,1,1,17
107,107,107,4,female,19,english,0,1,7,word,0,1,14
108,108,108,4,female,19,english,0,1,8,word,0,0,3
109,109,109,4,female,19,english,0,1,9,word,1,2,25
110,110,110,4,female,19,english,0,1,10,word,1,1,20
111,111,111,4,female,19,english,0,1,11,foil,1,3,6
112,112,112,4,female,19,english,0,1,12,word,1,0,18
113,113,113,4,female,19,english,0,1,13,foil,1,1,7
114,114,114,4,female,19,english,0,1,14,foil,1,0,11
115,115,115,4,female,19,english,0,1,15,word,1,0,24
116,116,116,4,female,19,english,0,1,16,foil,1,1,23
117,117,117,4,female,19,english,0,1,17,word,1,2,4
118,118,118,4,female,19,english,0,1,18,foil,1,2,1
119,119,119,4,female,19,english,0,1,19,foil,1,2,12
120,120,120,4,female,19,english,0,1,20,foil,1,2,8
121,121,121,4,female,19,english,0,1,21,word,1,0,10
122,122,122,4,female,19,english,0,1,22,word,0,2,9
123,123,123,4,female,19,english,0,1,23,foil,1,0,22
124,124,124,4,female,19,english,0,1,24,foil,0,0,2
125,125,125,4,female,19,english,0,1,25,word,0,1,5
126,126,126,4,female,19,english,0,0,1,word,1,NA,NA
127,127,127,4,female,19,english,0,0,2,foil,0,NA,NA
128,128,128,4,female,19,english,0,0,3,word,1,NA,NA
129,129,129,4,female,19,english,0,0,4,foil,1,NA,NA
130,130,130,4,female,19,english,0,0,5,word,1,NA,NA
131,131,131,4,female,19,english,0,0,6,foil,1,NA,NA
132,132,132,4,female,19,english,0,0,7,foil,1,NA,NA
133,133,133,4,female,19,english,0,0,8,word,1,NA,NA
134,134,134,4,female,19,english,0,0,9,word,1,NA,NA
135,135,135,4,female,19,english,0,0,10,foil,0,NA,NA
136,136,136,4,female,19,english,0,0,11,foil,1,NA,NA
137,137,137,4,female,19,english,0,0,12,word,1,NA,NA
138,138,138,4,female,19,english,0,0,13,foil,1,NA,NA
139,139,139,4,female,19,english,0,0,14,foil,1,NA,NA
140,140,140,4,female,19,english,0,0,15,foil,0,NA,NA
141,141,141,4,female,19,english,0,0,16,foil,0,NA,NA
142,142,142,4,female,19,english,0,0,17,foil,1,NA,NA
143,143,143,4,female,19,english,0,0,18,word,1,NA,NA
144,144,144,4,female,19,english,0,0,19,foil,1,NA,NA
145,145,145,4,female,19,english,0,0,20,word,1,NA,NA
146,146,146,4,female,19,english,0,0,21,word,1,NA,NA
147,147,147,4,female,19,english,0,0,22,word,1,NA,NA
148,148,148,4,female,19,english,0,0,23,word,1,NA,NA
149,149,149,4,female,19,english,0,0,24,foil,1,NA,NA
150,150,150,4,female,19,english,0,0,25,word,1,NA,NA
151,151,151,6,male,21,english,0,1,1,word,1,1,18
152,152,152,6,male,21,english,0,1,2,foil,1,0,8
153,153,153,6,male,21,english,0,1,3,foil,1,1,16
154,154,154,6,male,21,english,0,1,4,word,1,0,3
155,155,155,6,male,21,english,0,1,5,foil,1,0,22
156,156,156,6,male,21,english,0,1,6,word,1,0,14
157,157,157,6,male,21,english,0,1,7,word,1,1,15
158,158,158,6,male,21,english,0,1,8,word,0,2,17
159,159,159,6,male,21,english,0,1,9,word,1,1,25
160,160,160,6,male,21,english,0,1,10,foil,0,0,7
161,161,161,6,male,21,english,0,1,11,word,1,1,4
162,162,162,6,male,21,english,0,1,12,foil,0,4,1
163,163,163,6,male,21,english,0,1,13,word,1,5,24
164,164,164,6,male,21,english,0,1,14,word,0,4,20
165,165,165,6,male,21,english,0,1,15,word,0,2,5
166,166,166,6,male,21,english,0,1,16,foil,1,2,21
167,167,167,6,male,21,english,0,1,17,foil,0,1,13
168,168,168,6,male,21,english,0,1,18,foil,0,1,2
169,169,169,6,male,21,english,0,1,19,word,0,1,19
170,170,170,6,male,21,english,0,1,20,foil,1,0,12
171,171,171,6,male,21,english,0,1,21,foil,1,3,6
172,172,172,6,male,21,english,0,1,22,word,0,3,10
173,173,173,6,male,21,english,0,1,23,foil,1,0,23
174,174,174,6,male,21,english,0,1,24,word,0,1,9
175,175,175,6,male,21,english,0,1,25,foil,1,1,11
176,176,176,6,female,21,english,0,0,1,word,1,NA,NA
177,177,177,6,female,21,english,0,0,2,word,0,NA,NA
178,178,178,6,female,21,english,0,0,3,foil,0,NA,NA
179,179,179,6,female,21,english,0,0,4,word,0,NA,NA
180,180,180,6,female,21,english,0,0,5,foil,1,NA,NA
181,181,181,6,female,21,english,0,0,6,foil,1,NA,NA
182,182,182,6,female,21,english,0,0,7,foil,1,NA,NA
183,183,183,6,female,21,english,0,0,8,word,0,NA,NA
184,184,184,6,female,21,english,0,0,9,foil,0,NA,NA
185,185,185,6,female,21,english,0,0,10,foil,1,NA,NA
186,186,186,6,female,21,english,0,0,11,word,0,NA,NA
187,187,187,6,female,21,english,0,0,12,foil,1,NA,NA
188,188,188,6,female,21,english,0,0,13,word,1,NA,NA
189,189,189,6,female,21,english,0,0,14,foil,0,NA,NA
190,190,190,6,female,21,english,0,0,15,word,0,NA,NA
191,191,191,6,female,21,english,0,0,16,word,1,NA,NA
192,192,192,6,female,21,english,0,0,17,foil,1,NA,NA
193,193,193,6,female,21,english,0,0,18,word,1,NA,NA
194,194,194,6,female,21,english,0,0,19,word,0,NA,NA
195,195,195,6,female,21,english,0,0,20,word,1,NA,NA
196,196,196,6,female,21,english,0,0,21,foil,1,NA,NA
197,197,197,6,female,21,english,0,0,22,word,0,NA,NA
198,198,198,6,female,21,english,0,0,23,foil,0,NA,NA
199,199,199,6,female,21,english,0,0,24,foil,1,NA,NA
200,200,200,6,female,21,english,0,0,25,foil,1,NA,NA
201,201,201,7,female,19,english,0,1,1,word,1,0,3
202,202,202,7,female,19,english,0,1,2,foil,1,5,12
203,203,203,7,female,19,english,0,1,3,word,0,2,15
204,204,204,7,female,19,english,0,1,4,word,0,3,17
205,205,205,7,female,19,english,0,1,5,word,0,0,19
206,206,206,7,female,19,english,0,1,6,word,1,1,10
207,207,207,7,female,19,english,0,1,7,foil,0,1,2
208,208,208,7,female,19,english,0,1,8,foil,1,2,16
209,209,209,7,female,19,english,0,1,9,foil,1,2,6
210,210,210,7,female,19,english,0,1,10,word,1,5,9
211,211,211,7,female,19,english,0,1,11,word,1,0,4
212,212,212,7,female,19,english,0,1,12,foil,1,2,8
213,213,213,7,female,19,english,0,1,13,foil,1,1,13
214,214,214,7,female,19,english,0,1,14,word,1,4,24
215,215,215,7,female,19,english,0,1,15,foil,0,1,11
216,216,216,7,female,19,english,0,1,16,foil,1,0,21
217,217,217,7,female,19,english,0,1,17,word,0,0,25
218,218,218,7,female,19,english,0,1,18,foil,0,0,22
219,219,219,7,female,19,english,0,1,19,word,1,1,5
220,220,220,7,female,19,english,0,1,20,foil,1,2,1
221,221,221,7,female,19,english,0,1,21,foil,1,1,7
222,222,222,7,female,19,english,0,1,22,word,0,1,14
223,223,223,7,female,19,english,0,1,23,word,1,4,18
224,224,224,7,female,19,english,0,1,24,word,0,0,20
225,225,225,7,female,19,english,0,1,25,foil,1,0,23
226,226,226,7,male,19,english,0,0,1,foil,0,NA,NA
227,227,227,7,male,19,english,0,0,2,foil,0,NA,NA
228,228,228,7,male,19,english,0,0,3,word,0,NA,NA
229,229,229,7,male,19,english,0,0,4,word,1,NA,NA
230,230,230,7,male,19,english,0,0,5,foil,1,NA,NA
231,231,231,7,male,19,english,0,0,6,word,1,NA,NA
232,232,232,7,male,19,english,0,0,7,foil,0,NA,NA
233,233,233,7,male,19,english,0,0,8,word,0,NA,NA
234,234,234,7,male,19,english,0,0,9,foil,1,NA,NA
235,235,235,7,male,19,english,0,0,10,foil,0,NA,NA
236,236,236,7,male,19,english,0,0,11,word,0,NA,NA
237,237,237,7,male,19,english,0,0,12,word,1,NA,NA
238,238,238,7,male,19,english,0,0,13,word,1,NA,NA
239,239,239,7,male,19,english,0,0,14,foil,1,NA,NA
240,240,240,7,male,19,english,0,0,15,foil,1,NA,NA
241,241,241,7,male,19,english,0,0,16,word,1,NA,NA
242,242,242,7,male,19,english,0,0,17,word,1,NA,NA
243,243,243,7,male,19,english,0,0,18,foil,1,NA,NA
244,244,244,7,male,19,english,0,0,19,foil,0,NA,NA
245,245,245,7,male,19,english,0,0,20,foil,0,NA,NA
246,246,246,7,male,19,english,0,0,21,word,1,NA,NA
247,247,247,7,male,19,english,0,0,22,word,0,NA,NA
248,248,248,7,male,19,english,0,0,23,foil,1,NA,NA
249,249,249,7,male,19,english,0,0,24,foil,0,NA,NA
250,250,250,7,male,19,english,0,0,25,word,1,NA,NA
251,251,251,8,female,21,english,0,1,1,foil,1,1,7
252,252,252,8,female,21,english,0,1,2,foil,0,0,8
253,253,253,8,female,21,english,0,1,3,foil,0,0,13
254,254,254,8,female,21,english,0,1,4,foil,1,1,16
255,255,255,8,female,21,english,0,1,5,word,0,0,20
256,256,256,8,female,21,english,0,1,6,foil,1,1,11
257,257,257,8,female,21,english,0,1,7,word,1,0,9
258,258,258,8,female,21,english,0,1,8,foil,0,1,6
259,259,259,8,female,21,english,0,1,9,foil,1,1,22
260,260,260,8,female,21,english,0,1,10,word,1,1,3
261,261,261,8,female,21,english,0,1,11,word,1,1,24
262,262,262,8,female,21,english,0,1,12,word,1,1,19
263,263,263,8,female,21,english,0,1,13,foil,1,0,12
264,264,264,8,female,21,english,0,1,14,foil,1,1,21
265,265,265,8,female,21,english,0,1,15,word,1,1,18
266,266,266,8,female,21,english,0,1,16,word,1,2,25
267,267,267,8,female,21,english,0,1,17,foil,0,1,2
268,268,268,8,female,21,english,0,1,18,word,0,2,5
269,269,269,8,female,21,english,0,1,19,foil,1,0,23
270,270,270,8,female,21,english,0,1,20,word,1,2,15
271,271,271,8,female,21,english,0,1,21,word,1,1,14
272,272,272,8,female,21,english,0,1,22,word,1,1,17
273,273,273,8,female,21,english,0,1,23,word,1,0,4
274,274,274,8,female,21,english,0,1,24,word,1,2,10
275,275,275,8,female,21,english,0,1,25,foil,1,1,1
276,276,276,8,female,21,english,0,0,1,foil,1,NA,NA
277,277,277,8,female,21,english,0,0,2,word,1,NA,NA
278,278,278,8,female,21,english,0,0,3,word,1,NA,NA
279,279,279,8,female,21,english,0,0,4,word,1,NA,NA
280,280,280,8,female,21,english,0,0,5,foil,1,NA,NA
281,281,281,8,female,21,english,0,0,6,foil,1,NA,NA
282,282,282,8,female,21,english,0,0,7,foil,0,NA,NA
283,283,283,8,female,21,english,0,0,8,foil,1,NA,NA
284,284,284,8,female,21,english,0,0,9,word,0,NA,NA
285,285,285,8,female,21,english,0,0,10,word,1,NA,NA
286,286,286,8,female,21,english,0,0,11,foil,1,NA,NA
287,287,287,8,female,21,english,0,0,12,foil,0,NA,NA
288,288,288,8,female,21,english,0,0,13,word,1,NA,NA
289,289,289,8,female,21,english,0,0,14,word,1,NA,NA
290,290,290,8,female,21,english,0,0,15,word,1,NA,NA
291,291,291,8,female,21,english,0,0,16,word,1,NA,NA
292,292,292,8,female,21,english,0,0,17,foil,1,NA,NA
293,293,293,8,female,21,english,0,0,18,foil,1,NA,NA
294,294,294,8,female,21,english,0,0,19,foil,0,NA,NA
295,295,295,8,female,21,english,0,0,20,word,0,NA,NA
296,296,296,8,female,21,english,0,0,21,foil,1,NA,NA
297,297,297,8,female,21,english,0,0,22,foil,0,NA,NA
298,298,298,8,female,21,english,0,0,23,foil,0,NA,NA
299,299,299,8,female,21,english,0,0,24,word,0,NA,NA
300,300,300,8,female,21,english,0,0,25,word,1,NA,NA
301,301,301,9,female,20,english,0,1,1,word,1,1,9
302,302,302,9,female,20,english,0,1,2,word,1,1,15
303,303,303,9,female,20,english,0,1,3,word,1,1,25
304,304,304,9,female,20,english,0,1,4,foil,0,0,13
305,305,305,9,female,20,english,0,1,5,word,1,4,4
306,306,306,9,female,20,english,0,1,6,foil,1,1,21
307,307,307,9,female,20,english,0,1,7,word,1,2,19
308,308,308,9,female,20,english,0,1,8,word,1,1,17
309,309,309,9,female,20,english,0,1,9,word,1,1,14
310,310,310,9,female,20,english,0,1,10,foil,1,1,23
311,311,311,9,female,20,english,0,1,11,word,1,1,20
312,312,312,9,female,20,english,0,1,12,foil,1,0,16
313,313,313,9,female,20,english,0,1,13,foil,1,1,7
314,314,314,9,female,20,english,0,1,14,foil,0,1,1
315,315,315,9,female,20,english,0,1,15,foil,0,1,12
316,316,316,9,female,20,english,0,1,16,word,1,1,24
317,317,317,9,female,20,english,0,1,17,word,1,2,18
318,318,318,9,female,20,english,0,1,18,word,0,1,5
319,319,319,9,female,20,english,0,1,19,foil,0,1,11
320,320,320,9,female,20,english,0,1,20,foil,0,0,6
321,321,321,9,female,20,english,0,1,21,foil,0,4,22
322,322,322,9,female,20,english,0,1,22,foil,0,2,2
323,323,323,9,female,20,english,0,1,23,word,0,2,3
324,324,324,9,female,20,english,0,1,24,word,1,1,10
325,325,325,9,female,20,english,0,1,25,foil,0,5,8
326,326,326,9,female,20,english,0,0,1,foil,1,NA,NA
327,327,327,9,female,20,english,0,0,2,foil,0,NA,NA
328,328,328,9,female,20,english,0,0,3,foil,1,NA,NA
329,329,329,9,female,20,english,0,0,4,word,1,NA,NA
330,330,330,9,female,20,english,0,0,5,foil,1,NA,NA
331,331,331,9,female,20,english,0,0,6,foil,1,NA,NA
332,332,332,9,female,20,english,0,0,7,foil,1,NA,NA
333,333,333,9,female,20,english,0,0,8,foil,0,NA,NA
334,334,334,9,female,20,english,0,0,9,foil,1,NA,NA
335,335,335,9,female,20,english,0,0,10,word,1,NA,NA
336,336,336,9,female,20,english,0,0,11,word,1,NA,NA
337,337,337,9,female,20,english,0,0,12,word,0,NA,NA
338,338,338,9,female,20,english,0,0,13,foil,0,NA,NA
339,339,339,9,female,20,english,0,0,14,foil,0,NA,NA
340,340,340,9,female,20,english,0,0,15,word,1,NA,NA
341,341,341,9,female,20,english,0,0,16,word,1,NA,NA
342,342,342,9,female,20,english,0,0,17,word,0,NA,NA
343,343,343,9,female,20,english,0,0,18,word,0,NA,NA
344,344,344,9,female,20,english,0,0,19,foil,1,NA,NA
345,345,345,9,female,20,english,0,0,20,word,1,NA,NA
346,346,346,9,female,20,english,0,0,21,word,1,NA,NA
347,347,347,9,female,20,english,0,0,22,foil,1,NA,NA
348,348,348,9,female,20,english,0,0,23,foil,0,NA,NA
349,349,349,9,female,20,english,0,0,24,word,1,NA,NA
350,350,350,9,female,20,english,0,0,25,word,1,NA,NA
351,351,351,10,female,20,english,0,1,1,word,0,4,17
352,352,352,10,female,20,english,0,1,2,word,1,0,20
353,353,353,10,female,20,english,0,1,3,foil,1,1,7
354,354,354,10,female,20,english,0,1,4,word,0,1,24
355,355,355,10,female,20,english,0,1,5,foil,0,0,16
356,356,356,10,female,20,english,0,1,6,foil,1,1,8
357,357,357,10,female,20,english,0,1,7,word,0,1,15
358,358,358,10,female,20,english,0,1,8,word,1,0,10
359,359,359,10,female,20,english,0,1,9,foil,0,1,12
360,360,360,10,female,20,english,0,1,10,foil,0,2,11
361,361,361,10,female,20,english,0,1,11,word,1,1,19
362,362,362,10,female,20,english,0,1,12,word,0,0,5
363,363,363,10,female,20,english,0,1,13,foil,0,1,1
364,364,364,10,female,20,english,0,1,14,foil,0,3,2
365,365,365,10,female,20,english,0,1,15,foil,0,1,21
366,366,366,10,female,20,english,0,1,16,word,1,0,9
367,367,367,10,female,20,english,0,1,17,word,0,0,25
368,368,368,10,female,20,english,0,1,18,foil,1,2,23
369,369,369,10,female,20,english,0,1,19,word,1,3,4
370,370,370,10,female,20,english,0,1,20,foil,1,0,13
371,371,371,10,female,20,english,0,1,21,word,0,1,14
372,372,372,10,female,20,english,0,1,22,word,1,2,3
373,373,373,10,female,20,english,0,1,23,word,1,2,18
374,374,374,10,female,20,english,0,1,24,foil,1,1,6
375,375,375,10,female,20,english,0,1,25,foil,0,4,22
376,376,376,10,female,20,english,0,0,1,foil,1,NA,NA
377,377,377,10,female,20,english,0,0,2,foil,1,NA,NA
378,378,378,10,female,20,english,0,0,3,foil,1,NA,NA
379,379,379,10,female,20,english,0,0,4,foil,0,NA,NA
380,380,380,10,female,20,english,0,0,5,word,1,NA,NA
381,381,381,10,female,20,english,0,0,6,word,1,NA,NA
382,382,382,10,female,20,english,0,0,7,word,0,NA,NA
383,383,383,10,female,20,english,0,0,8,foil,1,NA,NA
384,384,384,10,female,20,english,0,0,9,foil,1,NA,NA
385,385,385,10,female,20,english,0,0,10,word,0,NA,NA
386,386,386,10,female,20,english,0,0,11,word,1,NA,NA
387,387,387,10,female,20,english,0,0,12,foil,1,NA,NA
388,388,388,10,female,20,english,0,0,13,word,0,NA,NA
389,389,389,10,female,20,english,0,0,14,word,1,NA,NA
390,390,390,10,female,20,english,0,0,15,foil,1,NA,NA
391,391,391,10,female,20,english,0,0,16,foil,0,NA,NA
392,392,392,10,female,20,english,0,0,17,foil,1,NA,NA
393,393,393,10,female,20,english,0,0,18,word,0,NA,NA
394,394,394,10,female,20,english,0,0,19,word,1,NA,NA
395,395,395,10,female,20,english,0,0,20,word,1,NA,NA
396,396,396,10,female,20,english,0,0,21,word,1,NA,NA
397,397,397,10,female,20,english,0,0,22,foil,0,NA,NA
398,398,398,10,female,20,english,0,0,23,word,1,NA,NA
399,399,399,10,female,20,english,0,0,24,foil,1,NA,NA
400,400,400,10,female,20,english,0,0,25,foil,0,NA,NA
401,401,401,11,female,20,english,0,1,1,word,1,0,19
402,402,402,11,female,20,english,0,1,2,foil,0,2,11
403,403,403,11,female,20,english,0,1,3,foil,1,2,8
404,404,404,11,female,20,english,0,1,4,word,1,1,9
405,405,405,11,female,20,english,0,1,5,foil,0,1,13
406,406,406,11,female,20,english,0,1,6,word,0,2,15
407,407,407,11,female,20,english,0,1,7,word,1,0,10
408,408,408,11,female,20,english,0,1,8,word,1,5,20
409,409,409,11,female,20,english,0,1,9,word,1,2,18
410,410,410,11,female,20,english,0,1,10,word,1,2,4
411,411,411,11,female,20,english,0,1,11,foil,0,0,23
412,412,412,11,female,20,english,0,1,12,foil,0,1,12
413,413,413,11,female,20,english,0,1,13,foil,0,1,7
414,414,414,11,female,20,english,0,1,14,word,0,1,14
415,415,415,11,female,20,english,0,1,15,foil,0,2,2
416,416,416,11,female,20,english,0,1,16,foil,0,2,21
417,417,417,11,female,20,english,0,1,17,word,0,1,3
418,418,418,11,female,20,english,0,1,18,word,0,1,25
419,419,419,11,female,20,english,0,1,19,word,0,2,24
420,420,420,11,female,20,english,0,1,20,foil,1,3,6
421,421,421,11,female,20,english,0,1,21,foil,0,0,22
422,422,422,11,female,20,english,0,1,22,foil,0,0,1
423,423,423,11,female,20,english,0,1,23,foil,0,0,16
424,424,424,11,female,20,english,0,1,24,word,0,4,17
425,425,425,11,female,20,english,0,1,25,word,1,2,5
426,426,426,11,female,20,english,0,0,1,foil,0,NA,NA
427,427,427,11,female,20,english,0,0,2,foil,1,NA,NA
428,428,428,11,female,20,english,0,0,3,word,0,NA,NA
429,429,429,11,female,20,english,0,0,4,foil,0,NA,NA
430,430,430,11,female,20,english,0,0,5,foil,1,NA,NA
431,431,431,11,female,20,english,0,0,6,word,0,NA,NA
432,432,432,11,female,20,english,0,0,7,word,0,NA,NA
433,433,433,11,female,20,english,0,0,8,foil,1,NA,NA
434,434,434,11,female,20,english,0,0,9,word,0,NA,NA
435,435,435,11,female,20,english,0,0,10,word,1,NA,NA
436,436,436,11,female,20,english,0,0,11,word,1,NA,NA
437,437,437,11,female,20,english,0,0,12,word,1,NA,NA
438,438,438,11,female,20,english,0,0,13,foil,0,NA,NA
439,439,439,11,female,20,english,0,0,14,foil,0,NA,NA
440,440,440,11,female,20,english,0,0,15,foil,0,NA,NA
441,441,441,11,female,20,english,0,0,16,word,1,NA,NA
442,442,442,11,female,20,english,0,0,17,word,0,NA,NA
443,443,443,11,female,20,english,0,0,18,foil,0,NA,NA
444,444,444,11,female,20,english,0,0,19,foil,0,NA,NA
445,445,445,11,female,20,english,0,0,20,word,0,NA,NA
446,446,446,11,female,20,english,0,0,21,word,0,NA,NA
447,447,447,11,female,20,english,0,0,22,foil,1,NA,NA
448,448,448,11,female,20,english,0,0,23,word,1,NA,NA
449,449,449,11,female,20,english,0,0,24,foil,0,NA,NA
450,450,450,11,female,20,english,0,0,25,foil,1,NA,NA
451,451,451,12,female,21,english,0,1,1,word,0,2,5
452,452,452,12,female,21,english,0,1,2,word,1,4,3
453,453,453,12,female,21,english,0,1,3,word,1,5,24
454,454,454,12,female,21,english,0,1,4,word,1,4,10
455,455,455,12,female,21,english,0,1,5,foil,1,0,22
456,456,456,12,female,21,english,0,1,6,foil,1,2,11
457,457,457,12,female,21,english,0,1,7,word,1,0,20
458,458,458,12,female,21,english,0,1,8,foil,0,0,16
459,459,459,12,female,21,english,0,1,9,word,1,0,15
460,460,460,12,female,21,english,0,1,10,foil,0,1,23
461,461,461,12,female,21,english,0,1,11,word,1,1,4
462,462,462,12,female,21,english,0,1,12,foil,0,1,7
463,463,463,12,female,21,english,0,1,13,foil,1,2,6
464,464,464,12,female,21,english,0,1,14,word,0,1,17
465,465,465,12,female,21,english,0,1,15,foil,1,0,12
466,466,466,12,female,21,english,0,1,16,word,1,1,14
467,467,467,12,female,21,english,0,1,17,foil,0,1,2
468,468,468,12,female,21,english,0,1,18,word,0,2,18
469,469,469,12,female,21,english,0,1,19,word,0,0,25
470,470,470,12,female,21,english,0,1,20,foil,1,1,21
471,471,471,12,female,21,english,0,1,21,word,0,2,9
472,472,472,12,female,21,english,0,1,22,foil,1,3,1
473,473,473,12,female,21,english,0,1,23,foil,1,0,8
