,X.1,X,subject,gender,age,language,task_order,task,trial,trial_order,trial_accuracy,fam_ratings,trial_number
1023,1023,1023,24,female,19,english,1,1,23,foil,1,1,23
1024,1024,1024,24,female,19,english,1,1,24,word,0,0,20
1025,1025,1025,24,female,19,english,1,1,25,word,1,1,3
1026,1026,1026,24,female,19,english,1,0,1,foil,1,NA,NA
1027,1027,1027,24,female,19,english,1,0,2,word,1,NA,NA
1028,1028,1028,24,female,19,english,1,0,3,word,1,NA,NA
1029,1029,1029,24,female,19,english,1,0,4,foil,1,NA,NA
1030,1030,1030,24,female,19,english,1,0,5,word,1,NA,NA
1031,1031,1031,24,female,19,english,1,0,6,word,0,NA,NA
1032,1032,1032,24,female,19,english,1,0,7,word,1,NA,NA
1033,1033,1033,24,female,19,english,1,0,8,foil,1,NA,NA
1034,1034,1034,24,female,19,english,1,0,9,word,1,NA,NA
1035,1035,1035,24,female,19,english,1,0,10,foil,0,NA,NA
1036,1036,1036,24,female,19,english,1,0,11,foil,0,NA,NA
1037,1037,1037,24,female,19,english,1,0,12,word,0,NA,NA
1038,1038,1038,24,female,19,english,1,0,13,foil,0,NA,NA
1039,1039,1039,24,female,19,english,1,0,14,foil,1,NA,NA
1040,1040,1040,24,female,19,english,1,0,15,foil,1,NA,NA
1041,1041,1041,24,female,19,english,1,0,16,foil,0,NA,NA
1042,1042,1042,24,female,19,english,1,0,17,word,1,NA,NA
1043,1043,1043,24,female,19,english,1,0,18,foil,0,NA,NA
1044,1044,1044,24,female,19,english,1,0,19,foil,1,NA,NA
1045,1045,1045,24,female,19,english,1,0,20,foil,1,NA,NA
1046,1046,1046,24,female,19,english,1,0,21,word,1,NA,NA
1047,1047,1047,24,female,19,english,1,0,22,word,0,NA,NA
1048,1048,1048,24,female,19,english,1,0,23,word,1,NA,NA
1049,1049,1049,24,female,19,english,1,0,24,foil,1,NA,NA
1050,1050,1050,24,female,19,english,1,0,25,word,1,NA,NA
1051,1051,1051,25,female,19,english,1,1,1,word,1,1,4
1052,1052,1052,25,female,19,english,1,1,2,foil,1,0,23
1053,1053,1053,25,female,19,english,1,1,3,word,1,2,15
1054,1054,1054,25,female,19,english,1,1,4,word,1,1,25
1055,1055,1055,25,female,19,english,1,1,5,foil,1,0,8
1056,1056,1056,25,female,19,english,1,1,6,word,1,1,9
1057,1057,1057,25,female,19,english,1,1,7,word,1,2,20
1058,1058,1058,25,female,19,english,1,1,8,foil,0,1,11
1059,1059,1059,25,female,19,english,1,1,9,word,0,1,5
1060,1060,1060,25,female,19,english,1,1,10,foil,0,0,13
1061,1061,1061,25,female,19,english,1,1,11,foil,1,4,6
1062,1062,1062,25,female,19,english,1,1,12,foil,1,1,21
1063,1063,1063,25,female,19,english,1,1,13,foil,0,3,12
1064,1064,1064,25,female,19,english,1,1,14,foil,1,0,7
1065,1065,1065,25,female,19,english,1,1,15,foil,1,1,22
1066,1066,1066,25,female,19,english,1,1,16,word,1,0,17
1067,1067,1067,25,female,19,english,1,1,17,foil,1,1,1
1068,1068,1068,25,female,19,english,1,1,18,foil,0,1,16
1069,1069,1069,25,female,19,english,1,1,19,word,1,2,19
1070,1070,1070,25,female,19,english,1,1,20,word,0,2,3
1071,1071,1071,25,female,19,english,1,1,21,word,0,1,14
1072,1072,1072,25,female,19,english,1,1,22,word,1,4,10
1073,1073,1073,25,female,19,english,1,1,23,foil,0,0,2
1074,1074,1074,25,female,19,english,1,1,24,word,1,1,24
1075,1075,1075,25,female,19,english,1,1,25,word,0,1,18
1076,1076,1076,25,female,19,english,1,0,1,word,1,NA,NA
1077,1077,1077,25,female,19,english,1,0,2,foil,0,NA,NA
1078,1078,1078,25,female,19,english,1,0,3,foil,0,NA,NA
1079,1079,1079,25,female,19,english,1,0,4,foil,1,NA,NA
1080,1080,1080,25,female,19,english,1,0,5,foil,0,NA,NA
1081,1081,1081,25,female,19,english,1,0,6,word,0,NA,NA
1082,1082,1082,25,female,19,english,1,0,7,word,1,NA,NA
1083,1083,1083,25,female,19,english,1,0,8,word,1,NA,NA
1084,1084,1084,25,female,19,english,1,0,9,word,0,NA,NA
1085,1085,1085,25,female,19,english,1,0,10,foil,0,NA,NA
1086,1086,1086,25,female,19,english,1,0,11,foil,1,NA,NA
1087,1087,1087,25,female,19,english,1,0,12,word,1,NA,NA
1088,1088,1088,25,female,19,english,1,0,13,word,1,NA,NA
1089,1089,1089,25,female,19,english,1,0,14,foil,1,NA,NA
1090,1090,1090,25,female,19,english,1,0,15,foil,1,NA,NA
1091,1091,1091,25,female,19,english,1,0,16,foil,1,NA,NA
1092,1092,1092,25,female,19,english,1,0,17,word,0,NA,NA
1093,1093,1093,25,female,19,english,1,0,18,word,1,NA,NA
1094,1094,1094,25,female,19,english,1,0,19,word,1,NA,NA
1095,1095,1095,25,female,19,english,1,0,20,foil,1,NA,NA
1096,1096,1096,25,female,19,english,1,0,21,word,0,NA,NA
1097,1097,1097,25,female,19,english,1,0,22,foil,1,NA,NA
1098,1098,1098,25,female,19,english,1,0,23,foil,0,NA,NA
1099,1099,1099,25,female,19,english,1,0,24,word,1,NA,NA
1100,1100,1100,25,female,19,english,1,0,25,foil,1,NA,NA
1101,1101,1101,27,female,26,english,1,1,1,foil,0,1,23
1102,1102,1102,27,female,26,english,1,1,2,word,0,0,3
1103,1103,1103,27,female,26,english,1,1,3,word,0,1,25
1104,1104,1104,27,female,26,english,1,1,4,foil,1,1,2
1105,1105,1105,27,female,26,english,1,1,5,foil,0,1,8
1106,1106,1106,27,female,26,english,1,1,6,word,1,0,9
1107,1107,1107,27,female,26,english,1,1,7,word,0,1,14
1108,1108,1108,27,female,26,english,1,1,8,foil,0,0,7
1109,1109,1109,27,female,26,english,1,1,9,word,0,1,17
1110,1110,1110,27,female,26,english,1,1,10,foil,0,4,6
1111,1111,1111,27,female,26,english,1,1,11,foil,0,1,21
1112,1112,1112,27,female,26,english,1,1,12,foil,0,0,22
1113,1113,1113,27,female,26,english,1,1,13,foil,0,1,12
1114,1114,1114,27,female,26,english,1,1,14,foil,0,1,11
1115,1115,1115,27,female,26,english,1,1,15,foil,0,1,16
1116,1116,1116,27,female,26,english,1,1,16,foil,1,4,1
1117,1117,1117,27,female,26,english,1,1,17,word,1,4,5
1118,1118,1118,27,female,26,english,1,1,18,word,0,0,10
1119,1119,1119,27,female,26,english,1,1,19,foil,0,0,13
1120,1120,1120,27,female,26,english,1,1,20,word,1,1,24
1121,1121,1121,27,female,26,english,1,1,21,word,0,3,18
1122,1122,1122,27,female,26,english,1,1,22,word,1,1,4
1123,1123,1123,27,female,26,english,1,1,23,word,0,2,15
1124,1124,1124,27,female,26,english,1,1,24,word,0,1,20
1125,1125,1125,27,female,26,english,1,1,25,word,1,1,19
1126,1126,1126,27,male,26,english,1,0,1,foil,0,NA,NA
1127,1127,1127,27,male,26,english,1,0,2,word,0,NA,NA
1128,1128,1128,27,male,26,english,1,0,3,foil,0,NA,NA
1129,1129,1129,27,male,26,english,1,0,4,foil,1,NA,NA
1130,1130,1130,27,male,26,english,1,0,5,word,1,NA,NA
1131,1131,1131,27,male,26,english,1,0,6,word,0,NA,NA
1132,1132,1132,27,male,26,english,1,0,7,word,0,NA,NA
1133,1133,1133,27,male,26,english,1,0,8,foil,0,NA,NA
1134,1134,1134,27,male,26,english,1,0,9,word,0,NA,NA
1135,1135,1135,27,male,26,english,1,0,10,foil,1,NA,NA
1136,1136,1136,27,male,26,english,1,0,11,foil,0,NA,NA
1137,1137,1137,27,male,26,english,1,0,12,foil,0,NA,NA
1138,1138,1138,27,male,26,english,1,0,13,word,0,NA,NA
1139,1139,1139,27,male,26,english,1,0,14,word,0,NA,NA
1140,1140,1140,27,male,26,english,1,0,15,word,1,NA,NA
1141,1141,1141,27,male,26,english,1,0,16,foil,1,NA,NA
1142,1142,1142,27,male,26,english,1,0,17,foil,1,NA,NA
1143,1143,1143,27,male,26,english,1,0,18,word,1,NA,NA
1144,1144,1144,27,male,26,english,1,0,19,word,0,NA,NA
1145,1145,1145,27,male,26,english,1,0,20,word,1,NA,NA
1146,1146,1146,27,male,26,english,1,0,21,word,1,NA,NA
1147,1147,1147,27,male,26,english,1,0,22,foil,1,NA,NA
1148,1148,1148,27,male,26,english,1,0,23,foil,1,NA,NA
1149,1149,1149,27,male,26,english,1,0,24,foil,0,NA,NA
1150,1150,1150,27,male,26,english,1,0,25,foil,0,NA,NA
1151,1151,1151,28,female,37,english,1,1,1,word,1,1,20
1152,1152,1152,28,female,37,english,1,1,2,word,0,0,3
1153,1153,1153,28,female,37,english,1,1,3,word,1,0,4
1154,1154,1154,28,female,37,english,1,1,4,foil,0,3,13
1155,1155,1155,28,female,37,english,1,1,5,foil,1,1,22
1156,1156,1156,28,female,37,english,1,1,6,word,1,2,9
1157,1157,1157,28,female,37,english,1,1,7,word,1,2,14
1158,1158,1158,28,female,37,english,1,1,8,word,0,1,25
1159,1159,1159,28,female,37,english,1,1,9,foil,1,1,23
1160,1160,1160,28,female,37,english,1,1,10,foil,1,1,12
1161,1161,1161,28,female,37,english,1,1,11,word,1,2,24
1162,1162,1162,28,female,37,english,1,1,12,word,0,1,15
1163,1163,1163,28,female,37,english,1,1,13,foil,0,1,1
1164,1164,1164,28,female,37,english,1,1,14,word,0,1,5
1165,1165,1165,28,female,37,english,1,1,15,foil,0,1,8
1166,1166,1166,28,female,37,english,1,1,16,foil,0,2,6
1167,1167,1167,28,female,37,english,1,1,17,foil,0,0,7
1168,1168,1168,28,female,37,english,1,1,18,word,0,1,19
1169,1169,1169,28,female,37,english,1,1,19,foil,1,0,11
1170,1170,1170,28,female,37,english,1,1,20,word,0,4,10
1171,1171,1171,28,female,37,english,1,1,21,foil,0,0,21
1172,1172,1172,28,female,37,english,1,1,22,foil,0,3,2
1173,1173,1173,28,female,37,english,1,1,23,word,0,1,18
1174,1174,1174,28,female,37,english,1,1,24,word,1,4,17
1175,1175,1175,28,female,37,english,1,1,25,foil,0,1,16
1176,1176,1176,28,female,37,english,1,0,1,word,1,NA,NA
1177,1177,1177,28,female,37,english,1,0,2,foil,1,NA,NA
1178,1178,1178,28,female,37,english,1,0,3,foil,1,NA,NA
1179,1179,1179,28,female,37,english,1,0,4,word,0,NA,NA
1180,1180,1180,28,female,37,english,1,0,5,foil,1,NA,NA
1181,1181,1181,28,female,37,english,1,0,6,foil,1,NA,NA
1182,1182,1182,28,female,37,english,1,0,7,foil,0,NA,NA
1183,1183,1183,28,female,37,english,1,0,8,word,1,NA,NA
1184,1184,1184,28,female,37,english,1,0,9,word,1,NA,NA
1185,1185,1185,28,female,37,english,1,0,10,foil,1,NA,NA
1186,1186,1186,28,female,37,english,1,0,11,foil,1,NA,NA
1187,1187,1187,28,female,37,english,1,0,12,foil,1,NA,NA
1188,1188,1188,28,female,37,english,1,0,13,word,1,NA,NA
1189,1189,1189,28,female,37,english,1,0,14,foil,1,NA,NA
1190,1190,1190,28,female,37,english,1,0,15,word,0,NA,NA
1191,1191,1191,28,female,37,english,1,0,16,word,1,NA,NA
1192,1192,1192,28,female,37,english,1,0,17,foil,1,NA,NA
1193,1193,1193,28,female,37,english,1,0,18,word,0,NA,NA
1194,1194,1194,28,female,37,english,1,0,19,foil,1,NA,NA
1195,1195,1195,28,female,37,english,1,0,20,word,1,NA,NA
1196,1196,1196,28,female,37,english,1,0,21,foil,1,NA,NA
1197,1197,1197,28,female,37,english,1,0,22,word,1,NA,NA
1198,1198,1198,28,female,37,english,1,0,23,word,0,NA,NA
1199,1199,1199,28,female,37,english,1,0,24,foil,1,NA,NA
1200,1200,1200,28,female,37,english,1,0,25,word,1,NA,NA
1201,1201,1201,29,female,20,english,1,1,1,word,1,0,24
1202,1202,1202,29,female,20,english,1,1,2,foil,1,2,11
1203,1203,1203,29,female,20,english,1,1,3,word,0,1,14
1204,1204,1204,29,female,20,english,1,1,4,word,1,0,3
1205,1205,1205,29,female,20,english,1,1,5,word,1,1,19
1206,1206,1206,29,female,20,english,1,1,6,foil,1,1,12
1207,1207,1207,29,female,20,english,1,1,7,foil,0,0,7
1208,1208,1208,29,female,20,english,1,1,8,foil,0,2,16
1209,1209,1209,29,female,20,english,1,1,9,word,0,0,9
1210,1210,1210,29,female,20,english,1,1,10,word,1,1,4
1211,1211,1211,29,female,20,english,1,1,11,word,0,0,5
1212,1212,1212,29,female,20,english,1,1,12,foil,1,2,8
1213,1213,1213,29,female,20,english,1,1,13,word,1,1,18
1214,1214,1214,29,female,20,english,1,1,14,word,1,2,25
1215,1215,1215,29,female,20,english,1,1,15,foil,1,0,1
1216,1216,1216,29,female,20,english,1,1,16,foil,0,1,22
1217,1217,1217,29,female,20,english,1,1,17,foil,0,1,13
1218,1218,1218,29,female,20,english,1,1,18,word,0,1,15
1219,1219,1219,29,female,20,english,1,1,19,foil,0,0,2
1220,1220,1220,29,female,20,english,1,1,20,foil,1,2,6
1221,1221,1221,29,female,20,english,1,1,21,foil,1,1,21
1222,1222,1222,29,female,20,english,1,1,22,foil,0,0,23
1223,1223,1223,29,female,20,english,1,1,23,word,1,4,10
1224,1224,1224,29,female,20,english,1,1,24,word,1,1,20
1225,1225,1225,29,female,20,english,1,1,25,word,1,0,17
1226,1226,1226,29,female,20,english,1,0,1,foil,1,NA,NA
1227,1227,1227,29,female,20,english,1,0,2,foil,1,NA,NA
1228,1228,1228,29,female,20,english,1,0,3,word,1,NA,NA
1229,1229,1229,29,female,20,english,1,0,4,word,0,NA,NA
1230,1230,1230,29,female,20,english,1,0,5,word,1,NA,NA
1231,1231,1231,29,female,20,english,1,0,6,foil,1,NA,NA
1232,1232,1232,29,female,20,english,1,0,7,foil,1,NA,NA
1233,1233,1233,29,female,20,english,1,0,8,foil,1,NA,NA
1234,1234,1234,29,female,20,english,1,0,9,word,1,NA,NA
1235,1235,1235,29,female,20,english,1,0,10,foil,1,NA,NA
1236,1236,1236,29,female,20,english,1,0,11,word,1,NA,NA
1237,1237,1237,29,female,20,english,1,0,12,foil,1,NA,NA
1238,1238,1238,29,female,20,english,1,0,13,word,1,NA,NA
1239,1239,1239,29,female,20,english,1,0,14,word,1,NA,NA
1240,1240,1240,29,female,20,english,1,0,15,foil,0,NA,NA
1241,1241,1241,29,female,20,english,1,0,16,foil,1,NA,NA
1242,1242,1242,29,female,20,english,1,0,17,foil,0,NA,NA
1243,1243,1243,29,female,20,english,1,0,18,foil,1,NA,NA
1244,1244,1244,29,female,20,english,1,0,19,word,0,NA,NA
1245,1245,1245,29,female,20,english,1,0,20,word,1,NA,NA
1246,1246,1246,29,female,20,english,1,0,21,word,1,NA,NA
1247,1247,1247,29,female,20,english,1,0,22,word,1,NA,NA
1248,1248,1248,29,female,20,english,1,0,23,word,0,NA,NA
1249,1249,1249,29,female,20,english,1,0,24,foil,0,NA,NA
1250,1250,1250,29,female,20,english,1,0,25,foil,1,NA,NA
1251,1251,1251,30,male,20,english,0,1,1,foil,1,1,21
1252,1252,1252,30,male,20,english,0,1,2,foil,1,2,1
1253,1253,1253,30,male,20,english,0,1,3,word,1,1,24
1254,1254,1254,30,male,20,english,0,1,4,word,1,1,15
1255,1255,1255,30,male,20,english,0,1,5,foil,0,0,12
1256,1256,1256,30,male,20,english,0,1,6,word,1,1,25
1257,1257,1257,30,male,20,english,0,1,7,word,0,1,3
1258,1258,1258,30,male,20,english,0,1,8,word,1,2,17
1259,1259,1259,30,male,20,english,0,1,9,word,1,3,9
1260,1260,1260,30,male,20,english,0,1,10,foil,1,2,22
1261,1261,1261,30,male,20,english,0,1,11,foil,0,1,2
1262,1262,1262,30,male,20,english,0,1,12,word,0,1,4
1263,1263,1263,30,male,20,english,0,1,13,word,1,2,10
1264,1264,1264,30,male,20,english,0,1,14,foil,0,1,11
1265,1265,1265,30,male,20,english,0,1,15,foil,0,2,13
1266,1266,1266,30,male,20,english,0,1,16,word,0,0,5
1267,1267,1267,30,male,20,english,0,1,17,foil,0,2,23
1268,1268,1268,30,male,20,english,0,1,18,foil,0,2,6
1269,1269,1269,30,male,20,english,0,1,19,word,1,2,20
1270,1270,1270,30,male,20,english,0,1,20,foil,0,1,8
1271,1271,1271,30,male,20,english,0,1,21,foil,0,1,7
1272,1272,1272,30,male,20,english,0,1,22,foil,1,0,16
1273,1273,1273,30,male,20,english,0,1,23,word,0,1,18
1274,1274,1274,30,male,20,english,0,1,24,word,0,2,14
1275,1275,1275,30,male,20,english,0,1,25,word,1,2,19
1276,1276,1276,30,female,20,english,0,0,1,foil,0,NA,NA
1277,1277,1277,30,female,20,english,0,0,2,foil,1,NA,NA
1278,1278,1278,30,female,20,english,0,0,3,foil,1,NA,NA
1279,1279,1279,30,female,20,english,0,0,4,foil,0,NA,NA
1280,1280,1280,30,female,20,english,0,0,5,word,1,NA,NA
1281,1281,1281,30,female,20,english,0,0,6,foil,1,NA,NA
1282,1282,1282,30,female,20,english,0,0,7,foil,1,NA,NA
1283,1283,1283,30,female,20,english,0,0,8,foil,1,NA,NA
1284,1284,1284,30,female,20,english,0,0,9,foil,1,NA,NA
1285,1285,1285,30,female,20,english,0,0,10,foil,1,NA,NA
1286,1286,1286,30,female,20,english,0,0,11,word,0,NA,NA
1287,1287,1287,30,female,20,english,0,0,12,word,0,NA,NA
1288,1288,1288,30,female,20,english,0,0,13,word,1,NA,NA
1289,1289,1289,30,female,20,english,0,0,14,word,1,NA,NA
1290,1290,1290,30,female,20,english,0,0,15,foil,1,NA,NA
1291,1291,1291,30,female,20,english,0,0,16,foil,0,NA,NA
1292,1292,1292,30,female,20,english,0,0,17,word,1,NA,NA
1293,1293,1293,30,female,20,english,0,0,18,word,1,NA,NA
1294,1294,1294,30,female,20,english,0,0,19,foil,1,NA,NA
1295,1295,1295,30,female,20,english,0,0,20,word,1,NA,NA
1296,1296,1296,30,female,20,english,0,0,21,word,0,NA,NA
1297,1297,1297,30,female,20,english,0,0,22,word,1,NA,NA
1298,1298,1298,30,female,20,english,0,0,23,word,0,NA,NA
1299,1299,1299,30,female,20,english,0,0,24,word,0,NA,NA
1300,1300,1300,30,female,20,english,0,0,25,foil,1,NA,NA
1301,1301,1301,31,male,35,english,0,1,1,word,0,1,17
1302,1302,1302,31,male,35,english,0,1,2,foil,0,5,21
1303,1303,1303,31,male,35,english,0,1,3,foil,0,1,6
1304,1304,1304,31,male,35,english,0,1,4,foil,0,0,7
1305,1305,1305,31,male,35,english,0,1,5,word,0,1,10
1306,1306,1306,31,male,35,english,0,1,6,foil,1,1,1
1307,1307,1307,31,male,35,english,0,1,7,word,1,0,24
1308,1308,1308,31,male,35,english,0,1,8,word,0,0,3
1309,1309,1309,31,male,35,english,0,1,9,foil,0,2,11
1310,1310,1310,31,male,35,english,0,1,10,word,1,0,14
1311,1311,1311,31,male,35,english,0,1,11,word,0,1,4
1312,1312,1312,31,male,35,english,0,1,12,word,1,2,5
1313,1313,1313,31,male,35,english,0,1,13,foil,1,0,22
1314,1314,1314,31,male,35,english,0,1,14,word,0,0,18
1315,1315,1315,31,male,35,english,0,1,15,foil,0,1,16
1316,1316,1316,31,male,35,english,0,1,16,word,1,2,15
1317,1317,1317,31,male,35,english,0,1,17,word,1,2,20
1318,1318,1318,31,male,35,english,0,1,18,foil,0,0,8
1319,1319,1319,31,male,35,english,0,1,19,word,1,1,25
1320,1320,1320,31,male,35,english,0,1,20,foil,0,4,23
1321,1321,1321,31,male,35,english,0,1,21,word,0,3,19
1322,1322,1322,31,male,35,english,0,1,22,word,0,1,9
1323,1323,1323,31,male,35,english,0,1,23,foil,0,4,2
1324,1324,1324,31,male,35,english,0,1,24,foil,0,2,12
1325,1325,1325,31,male,35,english,0,1,25,foil,1,2,13
1326,1326,1326,31,male,35,english,0,0,1,foil,0,NA,NA
1327,1327,1327,31,male,35,english,0,0,2,word,0,NA,NA
1328,1328,1328,31,male,35,english,0,0,3,foil,0,NA,NA
1329,1329,1329,31,male,35,english,0,0,4,foil,1,NA,NA
1330,1330,1330,31,male,35,english,0,0,5,foil,1,NA,NA
1331,1331,1331,31,male,35,english,0,0,6,word,1,NA,NA
1332,1332,1332,31,male,35,english,0,0,7,word,1,NA,NA
1333,1333,1333,31,male,35,english,0,0,8,foil,1,NA,NA
1334,1334,1334,31,male,35,english,0,0,9,word,1,NA,NA
1335,1335,1335,31,male,35,english,0,0,10,foil,1,NA,NA
1336,1336,1336,31,male,35,english,0,0,11,foil,0,NA,NA
1337,1337,1337,31,male,35,english,0,0,12,word,0,NA,NA
1338,1338,1338,31,male,35,english,0,0,13,word,0,NA,NA
1339,1339,1339,31,male,35,english,0,0,14,word,0,NA,NA
1340,1340,1340,31,male,35,english,0,0,15,foil,1,NA,NA
1341,1341,1341,31,male,35,english,0,0,16,foil,0,NA,NA
1342,1342,1342,31,male,35,english,0,0,17,foil,0,NA,NA
1343,1343,1343,31,male,35,english,0,0,18,word,1,NA,NA
1344,1344,1344,31,male,35,english,0,0,19,foil,1,NA,NA
1345,1345,1345,31,male,35,english,0,0,20,word,1,NA,NA
1346,1346,1346,31,male,35,english,0,0,21,word,1,NA,NA
1347,1347,1347,31,male,35,english,0,0,22,foil,0,NA,NA
1348,1348,1348,31,male,35,english,0,0,23,foil,0,NA,NA
1349,1349,1349,31,male,35,english,0,0,24,word,1,NA,NA
1350,1350,1350,31,male,35,english,0,0,25,word,0,NA,NA
1351,1351,1351,32,female,18,english,0,1,1,word,1,1,4
1352,1352,1352,32,female,18,english,0,1,2,foil,1,1,8
1353,1353,1353,32,female,18,english,0,1,3,word,1,0,19
1354,1354,1354,32,female,18,english,0,1,4,foil,1,1,23
1355,1355,1355,32,female,18,english,0,1,5,foil,0,3,13
1356,1356,1356,32,female,18,english,0,1,6,word,1,1,15
1357,1357,1357,32,female,18,english,0,1,7,foil,0,1,2
1358,1358,1358,32,female,18,english,0,1,8,word,0,2,9
1359,1359,1359,32,female,18,english,0,1,9,foil,0,1,21
1360,1360,1360,32,female,18,english,0,1,10,word,1,5,5
1361,1361,1361,32,female,18,english,0,1,11,word,1,1,14
1362,1362,1362,32,female,18,english,0,1,12,foil,1,2,7
1363,1363,1363,32,female,18,english,0,1,13,foil,0,2,12
1364,1364,1364,32,female,18,english,0,1,14,word,1,0,10
1365,1365,1365,32,female,18,english,0,1,15,word,1,1,17
1366,1366,1366,32,female,18,english,0,1,16,foil,1,1,11
1367,1367,1367,32,female,18,english,0,1,17,word,1,1,20
1368,1368,1368,32,female,18,english,0,1,18,word,0,5,3
1369,1369,1369,32,female,18,english,0,1,19,foil,0,0,6
1370,1370,1370,32,female,18,english,0,1,20,word,1,4,25
1371,1371,1371,32,female,18,english,0,1,21,foil,1,2,22
1372,1372,1372,32,female,18,english,0,1,22,foil,0,2,16
1373,1373,1373,32,female,18,english,0,1,23,foil,0,0,1
1374,1374,1374,32,female,18,english,0,1,24,word,0,0,24
1375,1375,1375,32,female,18,english,0,1,25,word,1,0,18
1376,1376,1376,32,male,18,english,0,0,1,word,0,NA,NA
1377,1377,1377,32,male,18,english,0,0,2,word,1,NA,NA
1378,1378,1378,32,male,18,english,0,0,3,foil,1,NA,NA
1379,1379,1379,32,male,18,english,0,0,4,foil,1,NA,NA
1380,1380,1380,32,male,18,english,0,0,5,foil,0,NA,NA
1381,1381,1381,32,male,18,english,0,0,6,word,1,NA,NA
1382,1382,1382,32,male,18,english,0,0,7,foil,0,NA,NA
1383,1383,1383,32,male,18,english,0,0,8,word,0,NA,NA
1384,1384,1384,32,male,18,english,0,0,9,foil,1,NA,NA
1385,1385,1385,32,male,18,english,0,0,10,foil,0,NA,NA
1386,1386,1386,32,male,18,english,0,0,11,foil,1,NA,NA
1387,1387,1387,32,male,18,english,0,0,12,foil,0,NA,NA
1388,1388,1388,32,male,18,english,0,0,13,word,1,NA,NA
1389,1389,1389,32,male,18,english,0,0,14,foil,0,NA,NA
1390,1390,1390,32,male,18,english,0,0,15,word,1,NA,NA
1391,1391,1391,32,male,18,english,0,0,16,word,1,NA,NA
1392,1392,1392,32,male,18,english,0,0,17,word,0,NA,NA
1393,1393,1393,32,male,18,english,0,0,18,foil,0,NA,NA
1394,1394,1394,32,male,18,english,0,0,19,word,1,NA,NA
1395,1395,1395,32,male,18,english,0,0,20,foil,0,NA,NA
1396,1396,1396,32,male,18,english,0,0,21,foil,0,NA,NA
1397,1397,1397,32,male,18,english,0,0,22,word,1,NA,NA
1398,1398,1398,32,male,18,english,0,0,23,word,0,NA,NA
1399,1399,1399,32,male,18,english,0,0,24,word,1,NA,NA
1400,1400,1400,32,male,18,english,0,0,25,foil,1,NA,NA
1401,1401,1401,33,female,34,english,1,1,1,foil,1,0,1
1402,1402,1402,33,female,34,english,1,1,2,foil,0,1,7
1403,1403,1403,33,female,34,english,1,1,3,word,1,3,4
1404,1404,1404,33,female,34,english,1,1,4,foil,1,2,12
1405,1405,1405,33,female,34,english,1,1,5,foil,0,5,13
1406,1406,1406,33,female,34,english,1,1,6,word,0,2,15
1407,1407,1407,33,female,34,english,1,1,7,word,0,0,18
1408,1408,1408,33,female,34,english,1,1,8,foil,1,0,11
1409,1409,1409,33,female,34,english,1,1,9,foil,0,0,23
1410,1410,1410,33,female,34,english,1,1,10,foil,0,0,16
1411,1411,1411,33,female,34,english,1,1,11,word,1,0,10
1412,1412,1412,33,female,34,english,1,1,12,foil,1,2,22
1413,1413,1413,33,female,34,english,1,1,13,foil,1,0,8
1414,1414,1414,33,female,34,english,1,1,14,word,0,1,17
1415,1415,1415,33,female,34,english,1,1,15,foil,0,2,6
1416,1416,1416,33,female,34,english,1,1,16,word,1,0,5
1417,1417,1417,33,female,34,english,1,1,17,word,1,0,14
1418,1418,1418,33,female,34,english,1,1,18,word,1,1,25
1419,1419,1419,33,female,34,english,1,1,19,word,1,2,19
1420,1420,1420,33,female,34,english,1,1,20,word,1,1,9
1421,1421,1421,33,female,34,english,1,1,21,foil,0,0,21
1422,1422,1422,33,female,34,english,1,1,22,word,1,1,20
1423,1423,1423,33,female,34,english,1,1,23,foil,0,1,2
1424,1424,1424,33,female,34,english,1,1,24,word,1,2,24
1425,1425,1425,33,female,34,english,1,1,25,word,0,0,3
1426,1426,1426,33,female,34,english,1,0,1,foil,0,NA,NA
1427,1427,1427,33,female,34,english,1,0,2,word,0,NA,NA
1428,1428,1428,33,female,34,english,1,0,3,word,1,NA,NA
1429,1429,1429,33,female,34,english,1,0,4,word,0,NA,NA
1430,1430,1430,33,female,34,english,1,0,5,foil,0,NA,NA
1431,1431,1431,33,female,34,english,1,0,6,word,1,NA,NA
1432,1432,1432,33,female,34,english,1,0,7,foil,0,NA,NA
1433,1433,1433,33,female,34,english,1,0,8,foil,1,NA,NA
1434,1434,1434,33,female,34,english,1,0,9,word,1,NA,NA
1435,1435,1435,33,female,34,english,1,0,10,word,1,NA,NA
1436,1436,1436,33,female,34,english,1,0,11,foil,1,NA,NA
1437,1437,1437,33,female,34,english,1,0,12,foil,1,NA,NA
1438,1438,1438,33,female,34,english,1,0,13,foil,1,NA,NA
1439,1439,1439,33,female,34,english,1,0,14,foil,1,NA,NA
1440,1440,1440,33,female,34,english,1,0,15,word,1,NA,NA
1441,1441,1441,33,female,34,english,1,0,16,word,1,NA,NA
1442,1442,1442,33,female,34,english,1,0,17,foil,0,NA,NA
1443,1443,1443,33,female,34,english,1,0,18,foil,1,NA,NA
1444,1444,1444,33,female,34,english,1,0,19,word,1,NA,NA
1445,1445,1445,33,female,34,english,1,0,20,foil,1,NA,NA
1446,1446,1446,33,female,34,english,1,0,21,foil,0,NA,NA
1447,1447,1447,33,female,34,english,1,0,22,word,1,NA,NA
1448,1448,1448,33,female,34,english,1,0,23,word,0,NA,NA
1449,1449,1449,33,female,34,english,1,0,24,word,0,NA,NA
1450,1450,1450,33,female,34,english,1,0,25,foil,1,NA,NA
