soundFile,word,location,repetition,trialnum,condition,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,random_block_key_resp.keys,random_block_key_resp.rt,structured_block_key_resp.keys,structured_block_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
1A.wav,2,1,22,265,S,,,,,0,36,36,36,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
1B.wav,2,2,22,266,S,,,,,0,37,37,37,,,4,0.241903305054,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
1C.wav,2,3,22,267,S,,,,,0,38,38,38,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
4A.wav,3,1,23,268,S,,,,,0,39,39,39,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
4B.wav,3,2,23,269,S,,,,,0,40,40,40,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
4C.wav,3,3,23,270,S,,,,,0,41,41,41,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
3A.wav,1,1,23,271,S,,,,,0,42,42,42,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
3B.wav,1,2,23,272,S,,,,,0,43,43,43,,,4,0.108566823881,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
3C.wav,1,3,23,273,S,,,,,0,44,44,44,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
1A.wav,2,1,23,274,S,,,,,0,45,45,45,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
1B.wav,2,2,23,275,S,,,,,0,46,46,46,,,4,0.350131071871,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
1C.wav,2,3,23,276,S,,,,,0,47,47,47,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
4A.wav,3,1,24,277,S,,,,,0,48,48,48,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
4B.wav,3,2,24,278,S,,,,,0,49,49,49,,,4,0.0669222490396,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
4C.wav,3,3,24,279,S,,,,,0,50,50,50,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
2A.wav,4,1,24,280,S,,,,,0,51,51,51,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
2B.wav,4,2,24,281,S,,,,,0,52,52,52,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
2C.wav,4,3,24,282,S,,,,,0,53,53,53,,,4,0.208587246714,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
3A.wav,1,1,24,283,S,,,,,0,54,54,54,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
3B.wav,1,2,24,284,S,,,,,0,55,55,55,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
3C.wav,1,3,24,285,S,,,,,0,56,56,56,,,4,0.108589579351,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
1A.wav,2,1,24,286,S,,,,,0,57,57,57,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
1B.wav,2,2,24,287,S,,,,,0,58,58,58,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
1C.wav,2,3,24,288,S,,,,,0,59,59,59,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
silence.wav,0,0,0,0,B,,,,,0,60,60,60,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
silence.wav,0,0,0,0,B,,,,,0,61,61,61,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
silence.wav,0,0,0,0,B,,,,,0,62,62,62,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
silence.wav,0,0,0,0,B,,,,,0,63,63,63,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
silence.wav,0,0,0,0,B,,,,,0,64,64,64,,,None,,da,5,005,119.966968415,1C,auditory,2017_Oct_31_1003,
