soundFile,word,location,repetition,trialnum,condition,corrAns,soundFile3,soundFile2,soundFile1,soundFile6,soundFile5,soundFile4,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,structured_block_key_resp.keys,structured_block_key_resp.rt,random_block_key_resp.keys,random_block_key_resp.rt,instr8_key_resp.keys,instr8_key_resp.rt,instr9_key_resp.keys,instr9_key_resp.rt,instr10_key_resp.keys,instr10_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
1B.wav,0,1,1,415,R,,,,,,,,,,,,0,6,6,6,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2B.wav,0,2,1,416,R,,,,,,,,,,,,0,7,7,7,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1C.wav,0,3,1,417,R,,,,,,,,,,,,0,8,8,8,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1C.wav,0,1,1,418,R,,,,,,,,,,,,0,9,9,9,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4B.wav,0,2,1,419,R,,,,,,,,,,,,0,10,10,10,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2A.wav,0,3,1,420,R,,,,,,,,,,,,0,11,11,11,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3B.wav,0,1,1,421,R,,,,,,,,,,,,0,12,12,12,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1A.wav,0,2,1,422,R,,,,,,,,,,,,0,13,13,13,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2B.wav,0,3,1,423,R,,,,,,,,,,,,0,14,14,14,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3C.wav,0,1,1,424,R,,,,,,,,,,,,0,15,15,15,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4C.wav,0,2,1,425,R,,,,,,,,,,,,0,16,16,16,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3A.wav,0,3,1,426,R,,,,,,,,,,,,0,17,17,17,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2C.wav,0,1,1,427,R,,,,,,,,,,,,0,18,18,18,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1B.wav,0,2,1,428,R,,,,,,,,,,,,0,19,19,19,,,,,,,2,0.21717529546,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4C.wav,0,3,1,429,R,,,,,,,,,,,,0,20,20,20,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2C.wav,0,1,1,430,R,,,,,,,,,,,,0,21,21,21,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1B.wav,0,2,1,431,R,,,,,,,,,,,,0,22,22,22,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1C.wav,0,3,1,432,R,,,,,,,,,,,,0,23,23,23,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,24,24,24,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,25,25,25,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,26,26,26,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,27,27,27,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,28,28,28,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,29,29,29,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,30,30,30,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,31,31,31,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,32,32,32,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,33,33,33,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,34,34,34,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,35,35,35,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3C.wav,0,1,1,433,R,,,,,,,,,,,,0,36,36,36,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3B.wav,0,2,1,434,R,,,,,,,,,,,,0,37,37,37,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2A.wav,0,3,1,435,R,,,,,,,,,,,,0,38,38,38,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3B.wav,0,1,1,436,R,,,,,,,,,,,,0,39,39,39,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1B.wav,0,2,1,437,R,,,,,,,,,,,,0,40,40,40,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2B.wav,0,3,1,438,R,,,,,,,,,,,,0,41,41,41,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3B.wav,0,1,1,439,R,,,,,,,,,,,,0,42,42,42,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4A.wav,0,2,1,440,R,,,,,,,,,,,,0,43,43,43,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2C.wav,0,3,1,441,R,,,,,,,,,,,,0,44,44,44,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3A.wav,0,1,1,442,R,,,,,,,,,,,,0,45,45,45,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1C.wav,0,2,1,443,R,,,,,,,,,,,,0,46,46,46,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3C.wav,0,3,1,444,R,,,,,,,,,,,,0,47,47,47,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2B.wav,0,1,1,445,R,,,,,,,,,,,,0,48,48,48,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2C.wav,0,2,1,446,R,,,,,,,,,,,,0,49,49,49,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3A.wav,0,3,1,447,R,,,,,,,,,,,,0,50,50,50,,,,,,,2,0.183993360377,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2A.wav,0,1,1,448,R,,,,,,,,,,,,0,51,51,51,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3A.wav,0,2,1,449,R,,,,,,,,,,,,0,52,52,52,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1C.wav,0,3,1,450,R,,,,,,,,,,,,0,53,53,53,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4C.wav,0,1,1,451,R,,,,,,,,,,,,0,54,54,54,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1B.wav,0,2,1,452,R,,,,,,,,,,,,0,55,55,55,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1A.wav,0,3,1,453,R,,,,,,,,,,,,0,56,56,56,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
