soundFile,word,location,repetition,trialnum,condition,corrAns,soundFile3,soundFile2,soundFile1,soundFile6,soundFile5,soundFile4,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,structured_block_key_resp.keys,structured_block_key_resp.rt,random_block_key_resp.keys,random_block_key_resp.rt,instr8_key_resp.keys,instr8_key_resp.rt,instr9_key_resp.keys,instr9_key_resp.rt,instr10_key_resp.keys,instr10_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
pi.wav,1,1,33,379,S,,,,,,,,0,0,0,0,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
tu.wav,1,2,33,380,S,,,,,,,,0,1,1,1,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
bi.wav,1,3,33,381,S,,,,,,,,0,2,2,2,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pi.wav,1,1,34,385,S,,,,,,,,0,3,3,3,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
tu.wav,1,2,34,386,S,,,,,,,,0,4,4,4,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
bi.wav,1,3,34,387,S,,,,,,,,0,5,5,5,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
bu.wav,4,1,33,391,S,,,,,,,,0,6,6,6,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pa.wav,4,2,33,392,S,,,,,,,,0,7,7,7,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
da.wav,4,3,33,393,S,,,,,,,,0,8,8,8,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ta.wav,3,1,33,394,S,,,,,,,,0,9,9,9,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ti.wav,3,2,33,395,S,,,,,,,,0,10,10,10,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
du.wav,3,3,33,396,S,,,,,,,,0,11,11,11,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
di.wav,2,1,33,397,S,,,,,,,,0,12,12,12,,,,,,,,,2,0.350166010205,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ba.wav,2,2,33,398,S,,,,,,,,0,13,13,13,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pu.wav,2,3,33,399,S,,,,,,,,0,14,14,14,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pi.wav,1,1,35,400,S,,,,,,,,0,15,15,15,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
tu.wav,1,2,35,401,S,,,,,,,,0,16,16,16,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
bi.wav,1,3,35,402,S,,,,,,,,0,17,17,17,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ta.wav,3,1,34,403,S,,,,,,,,0,18,18,18,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ti.wav,3,2,34,404,S,,,,,,,,0,19,19,19,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
du.wav,3,3,34,405,S,,,,,,,,0,20,20,20,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
bu.wav,4,1,34,406,S,,,,,,,,0,21,21,21,,,,,,,,,2,0.183801360428,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pa.wav,4,2,34,407,S,,,,,,,,0,22,22,22,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
da.wav,4,3,34,408,S,,,,,,,,0,23,23,23,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2C.wav,0,1,1,385,R,,,,,,,,,,,,0,0,0,0,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1B.wav,0,2,1,386,R,,,,,,,,,,,,0,1,1,1,,,,,,,2,0.400338707492,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3C.wav,0,3,1,387,R,,,,,,,,,,,,0,2,2,2,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2B.wav,0,1,1,388,R,,,,,,,,,,,,0,3,3,3,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3A.wav,0,2,1,389,R,,,,,,,,,,,,0,4,4,4,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2C.wav,0,3,1,390,R,,,,,,,,,,,,0,5,5,5,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3B.wav,0,1,1,391,R,,,,,,,,,,,,0,6,6,6,,,,,,,2,0.384591842187,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3C.wav,0,2,1,392,R,,,,,,,,,,,,0,7,7,7,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2A.wav,0,3,1,393,R,,,,,,,,,,,,0,8,8,8,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3B.wav,0,1,1,394,R,,,,,,,,,,,,0,9,9,9,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4A.wav,0,2,1,395,R,,,,,,,,,,,,0,10,10,10,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3A.wav,0,3,1,396,R,,,,,,,,,,,,0,11,11,11,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2B.wav,0,1,1,397,R,,,,,,,,,,,,0,12,12,12,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4A.wav,0,2,1,398,R,,,,,,,,,,,,0,13,13,13,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3C.wav,0,3,1,399,R,,,,,,,,,,,,0,14,14,14,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1C.wav,0,1,1,400,R,,,,,,,,,,,,0,15,15,15,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4C.wav,0,2,1,401,R,,,,,,,,,,,,0,16,16,16,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4B.wav,0,3,1,402,R,,,,,,,,,,,,0,17,17,17,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3B.wav,0,1,1,403,R,,,,,,,,,,,,0,18,18,18,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4B.wav,0,2,1,404,R,,,,,,,,,,,,0,19,19,19,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2A.wav,0,3,1,405,R,,,,,,,,,,,,0,20,20,20,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
3A.wav,0,1,1,406,R,,,,,,,,,,,,0,21,21,21,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1A.wav,0,2,1,407,R,,,,,,,,,,,,0,22,22,22,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4C.wav,0,3,1,408,R,,,,,,,,,,,,0,23,23,23,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,24,24,24,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,25,25,25,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,26,26,26,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,27,27,27,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,28,28,28,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,29,29,29,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,30,30,30,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,31,31,31,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,32,32,32,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,33,33,33,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,34,34,34,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,35,35,35,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
di.wav,2,1,34,409,S,,,,,,,,0,0,0,0,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ba.wav,2,2,34,410,S,,,,,,,,0,1,1,1,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pu.wav,2,3,34,411,S,,,,,,,,0,2,2,2,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pi.wav,1,1,36,412,S,,,,,,,,0,3,3,3,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
tu.wav,1,2,36,413,S,,,,,,,,0,4,4,4,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
bi.wav,1,3,36,414,S,,,,,,,,0,5,5,5,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
di.wav,2,1,35,415,S,,,,,,,,0,6,6,6,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ba.wav,2,2,35,416,S,,,,,,,,0,7,7,7,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pu.wav,2,3,35,417,S,,,,,,,,0,8,8,8,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
bu.wav,4,1,35,418,S,,,,,,,,0,9,9,9,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pa.wav,4,2,35,419,S,,,,,,,,0,10,10,10,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
da.wav,4,3,35,420,S,,,,,,,,0,11,11,11,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ta.wav,3,1,35,421,S,,,,,,,,0,12,12,12,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ti.wav,3,2,35,422,S,,,,,,,,0,13,13,13,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
du.wav,3,3,35,423,S,,,,,,,,0,14,14,14,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
bu.wav,4,1,36,424,S,,,,,,,,0,15,15,15,,,,,,,,,2,0.250518871588,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pa.wav,4,2,36,425,S,,,,,,,,0,16,16,16,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
da.wav,4,3,36,426,S,,,,,,,,0,17,17,17,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ta.wav,3,1,36,427,S,,,,,,,,0,18,18,18,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ti.wav,3,2,36,428,S,,,,,,,,0,19,19,19,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
du.wav,3,3,36,429,S,,,,,,,,0,20,20,20,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
di.wav,2,1,36,430,S,,,,,,,,0,21,21,21,,,,,,,,,2,0.217427192838,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
ba.wav,2,2,36,431,S,,,,,,,,0,22,22,22,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
pu.wav,2,3,36,432,S,,,,,,,,0,23,23,23,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,24,24,24,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,25,25,25,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,26,26,26,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,27,27,27,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,28,28,28,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,29,29,29,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,30,30,30,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,31,31,31,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,32,32,32,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,33,33,33,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,34,34,34,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
silence.wav,0,0,0,0,B,,,,,,,,0,35,35,35,,,,,,,,,None,,,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1A.wav,0,1,1,409,R,,,,,,,,,,,,0,0,0,0,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4B.wav,0,2,1,410,R,,,,,,,,,,,,0,1,1,1,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
1A.wav,0,3,1,411,R,,,,,,,,,,,,0,2,2,2,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4A.wav,0,1,1,412,R,,,,,,,,,,,,0,3,3,3,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
2A.wav,0,2,1,413,R,,,,,,,,,,,,0,4,4,4,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
4A.wav,0,3,1,414,R,,,,,,,,,,,,0,5,5,5,,,,,,,None,,,,,,,,,,,du,3,007,60.0152407594,2C,auditory,2017_Nov_01_1137,
