word,location,image,repetition,trialnum,condition,letter6,letter5,letter4,letter3,letter2,letter1,corrAns,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,forced_test_trials.thisRepN,forced_test_trials.thisTrialN,forced_test_trials.thisN,forced_test_trials.thisIndex,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
0,2,Alien8.bmp,1,185,R,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,3,Alien11.bmp,1,186,R,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,1,Alien3.bmp,1,187,R,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,3,0.516955581494,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,2,Alien3.bmp,1,188,R,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,3,0.642080914695,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,3,Alien9.bmp,1,189,R,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,1,Alien10.bmp,1,190,R,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,2,Alien10.bmp,1,191,R,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,3,Alien12.bmp,1,192,R,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
