"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","M.png",1,"S","None",NA,"",NA,9,1,"f003","B","visual"
"2","K.png",2,"S","None",NA,"",NA,9,1,"f003","B","visual"
"3","B.png",3,"S","3",0.374921457842,"",NA,9,1,"f003","B","visual"
"4","A.png",4,"S","None",NA,"",NA,9,1,"f003","B","visual"
"5","J.png",5,"S","None",NA,"",NA,9,1,"f003","B","visual"
"6","F.png",6,"S","None",NA,"",NA,9,1,"f003","B","visual"
"7","D.png",7,"S","None",NA,"",NA,9,1,"f003","B","visual"
"8","G.png",8,"S","None",NA,"",NA,9,1,"f003","B","visual"
"9","C.png",9,"S","None",NA,"",NA,9,1,"f003","B","visual"
"10","M.png",10,"S","None",NA,"",NA,9,1,"f003","B","visual"
"11","K.png",11,"S","None",NA,"",NA,9,1,"f003","B","visual"
"12","B.png",12,"S","3",0.34201011667,"",NA,9,1,"f003","B","visual"
"13","E.png",13,"S","None",NA,"",NA,9,1,"f003","B","visual"
"14","L.png",14,"S","None",NA,"",NA,9,1,"f003","B","visual"
"15","H.png",15,"S","None",NA,"",NA,9,1,"f003","B","visual"
"16","A.png",16,"S","None",NA,"",NA,9,1,"f003","B","visual"
"17","J.png",17,"S","None",NA,"",NA,9,1,"f003","B","visual"
"18","F.png",18,"S","None",NA,"",NA,9,1,"f003","B","visual"
"19","D.png",19,"S","None",NA,"",NA,9,1,"f003","B","visual"
"20","G.png",20,"S","None",NA,"",NA,9,1,"f003","B","visual"
"21","C.png",21,"S","None",NA,"",NA,9,1,"f003","B","visual"
"22","M.png",22,"S","None",NA,"",NA,9,1,"f003","B","visual"
"23","K.png",23,"S","None",NA,"",NA,9,1,"f003","B","visual"
"24","B.png",24,"S","3",0.483682711609,"",NA,9,1,"f003","B","visual"
"25","E.png",25,"S","None",NA,"",NA,9,1,"f003","B","visual"
"26","L.png",26,"S","None",NA,"",NA,9,1,"f003","B","visual"
"27","H.png",27,"S","None",NA,"",NA,9,1,"f003","B","visual"
"28","A.png",28,"S","None",NA,"",NA,9,1,"f003","B","visual"
"29","J.png",29,"S","None",NA,"",NA,9,1,"f003","B","visual"
"30","F.png",30,"S","None",NA,"",NA,9,1,"f003","B","visual"
"31","E.png",31,"S","None",NA,"",NA,9,1,"f003","B","visual"
"32","L.png",32,"S","None",NA,"",NA,9,1,"f003","B","visual"
"33","H.png",33,"S","None",NA,"",NA,9,1,"f003","B","visual"
"34","D.png",34,"S","None",NA,"",NA,9,1,"f003","B","visual"
"35","G.png",35,"S","None",NA,"",NA,9,1,"f003","B","visual"
"36","C.png",36,"S","None",NA,"",NA,9,1,"f003","B","visual"
"37","M.png",37,"S","None",NA,"",NA,9,1,"f003","B","visual"
"38","K.png",38,"S","None",NA,"",NA,9,1,"f003","B","visual"
"39","B.png",39,"S","3",0.92548413109,"",NA,9,1,"f003","B","visual"
"40","D.png",40,"S","None",NA,"",NA,9,1,"f003","B","visual"
"41","G.png",41,"S","None",NA,"",NA,9,1,"f003","B","visual"
"42","C.png",42,"S","None",NA,"",NA,9,1,"f003","B","visual"
"43","M.png",43,"S","None",NA,"",NA,9,1,"f003","B","visual"
"44","K.png",44,"S","None",NA,"",NA,9,1,"f003","B","visual"
"45","B.png",45,"S","3",0.44147971319,"",NA,9,1,"f003","B","visual"
"46","E.png",46,"S","None",NA,"",NA,9,1,"f003","B","visual"
"47","L.png",47,"S","None",NA,"",NA,9,1,"f003","B","visual"
"48","H.png",48,"S","None",NA,"",NA,9,1,"f003","B","visual"
"49","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"50","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"51","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"52","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"53","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"54","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"55","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"56","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"57","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"58","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"59","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"60","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"61","A.png",49,"S","3",0.013615779113,"",NA,9,1,"f003","B","visual"
"62","J.png",50,"S","None",NA,"",NA,9,1,"f003","B","visual"
"63","F.png",51,"S","None",NA,"",NA,9,1,"f003","B","visual"
"64","D.png",52,"S","None",NA,"",NA,9,1,"f003","B","visual"
"65","G.png",53,"S","None",NA,"",NA,9,1,"f003","B","visual"
"66","C.png",54,"S","None",NA,"",NA,9,1,"f003","B","visual"
"67","M.png",55,"S","None",NA,"",NA,9,1,"f003","B","visual"
"68","K.png",56,"S","None",NA,"",NA,9,1,"f003","B","visual"
"69","B.png",57,"S","3",0.425355420448,"",NA,9,1,"f003","B","visual"
"70","E.png",58,"S","None",NA,"",NA,9,1,"f003","B","visual"
"71","L.png",59,"S","None",NA,"",NA,9,1,"f003","B","visual"
"72","H.png",60,"S","None",NA,"",NA,9,1,"f003","B","visual"
"73","A.png",61,"S","3",0.375349831302,"",NA,9,1,"f003","B","visual"
"74","J.png",62,"S","None",NA,"",NA,9,1,"f003","B","visual"
"75","F.png",63,"S","None",NA,"",NA,9,1,"f003","B","visual"
"76","E.png",64,"S","None",NA,"",NA,9,1,"f003","B","visual"
"77","L.png",65,"S","None",NA,"",NA,9,1,"f003","B","visual"
"78","H.png",66,"S","None",NA,"",NA,9,1,"f003","B","visual"
"79","M.png",67,"S","None",NA,"",NA,9,1,"f003","B","visual"
"80","K.png",68,"S","None",NA,"",NA,9,1,"f003","B","visual"
"81","B.png",69,"S","3",0.366911506746,"",NA,9,1,"f003","B","visual"
"82","D.png",70,"S","None",NA,"",NA,9,1,"f003","B","visual"
"83","G.png",71,"S","None",NA,"",NA,9,1,"f003","B","visual"
"84","C.png",72,"S","None",NA,"",NA,9,1,"f003","B","visual"
"85","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"86","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"87","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"88","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"89","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"90","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"91","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"92","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"93","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"94","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"95","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"96","blank.png",0,"B","",NA,"",NA,9,1,"f003","B","visual"
"97","Alien9.bmp",1,"R","",NA,"None",NA,9,1,"f003","B","visual"
"98","Alien6.bmp",2,"R","",NA,"None",NA,9,1,"f003","B","visual"
"99","Alien5.bmp",3,"R","",NA,"None",NA,9,1,"f003","B","visual"
"100","Alien12.bmp",4,"R","",NA,"None",NA,9,1,"f003","B","visual"
"101","Alien2.bmp",5,"R","",NA,"None",NA,9,1,"f003","B","visual"
"102","Alien3.bmp",6,"R","",NA,"None",NA,9,1,"f003","B","visual"
"103","Alien5.bmp",7,"R","",NA,"None",NA,9,1,"f003","B","visual"
"104","Alien11.bmp",8,"R","",NA,"None",NA,9,1,"f003","B","visual"
"105","Alien8.bmp",9,"R","",NA,"None",NA,9,1,"f003","B","visual"
"106","Alien4.bmp",10,"R","",NA,"3",0.357797343284,9,1,"f003","B","visual"
"107","Alien12.bmp",11,"R","",NA,"None",NA,9,1,"f003","B","visual"
"108","Alien10.bmp",12,"R","",NA,"None",NA,9,1,"f003","B","visual"
"109","Alien6.bmp",13,"R","",NA,"None",NA,9,1,"f003","B","visual"
"110","Alien5.bmp",14,"R","",NA,"None",NA,9,1,"f003","B","visual"
"111","Alien1.bmp",15,"R","",NA,"None",NA,9,1,"f003","B","visual"
"112","Alien1.bmp",16,"R","",NA,"None",NA,9,1,"f003","B","visual"
"113","Alien11.bmp",17,"R","",NA,"None",NA,9,1,"f003","B","visual"
"114","Alien10.bmp",18,"R","",NA,"None",NA,9,1,"f003","B","visual"
"115","Alien3.bmp",19,"R","",NA,"None",NA,9,1,"f003","B","visual"
"116","Alien2.bmp",20,"R","",NA,"None",NA,9,1,"f003","B","visual"
"117","Alien6.bmp",21,"R","",NA,"None",NA,9,1,"f003","B","visual"
"118","Alien4.bmp",22,"R","",NA,"None",NA,9,1,"f003","B","visual"
"119","Alien7.bmp",23,"R","",NA,"None",NA,9,1,"f003","B","visual"
"120","Alien4.bmp",24,"R","",NA,"None",NA,9,1,"f003","B","visual"
"121","Alien8.bmp",25,"R","",NA,"None",NA,9,1,"f003","B","visual"
"122","Alien6.bmp",26,"R","",NA,"None",NA,9,1,"f003","B","visual"
"123","Alien5.bmp",27,"R","",NA,"None",NA,9,1,"f003","B","visual"
"124","Alien8.bmp",28,"R","",NA,"None",NA,9,1,"f003","B","visual"
"125","Alien6.bmp",29,"R","",NA,"None",NA,9,1,"f003","B","visual"
"126","Alien5.bmp",30,"R","",NA,"None",NA,9,1,"f003","B","visual"
"127","Alien10.bmp",31,"R","",NA,"None",NA,9,1,"f003","B","visual"
"128","Alien12.bmp",32,"R","",NA,"None",NA,9,1,"f003","B","visual"
"129","Alien2.bmp",33,"R","",NA,"None",NA,9,1,"f003","B","visual"
"130","Alien11.bmp",34,"R","",NA,"None",NA,9,1,"f003","B","visual"
"131","Alien7.bmp",35,"R","",NA,"None",NA,9,1,"f003","B","visual"
"132","Alien9.bmp",36,"R","",NA,"3",0.508597755339,9,1,"f003","B","visual"
"133","Alien4.bmp",37,"R","",NA,"None",NA,9,1,"f003","B","visual"
"134","Alien12.bmp",38,"R","",NA,"None",NA,9,1,"f003","B","visual"
"135","Alien8.bmp",39,"R","",NA,"None",NA,9,1,"f003","B","visual"
"136","Alien11.bmp",40,"R","",NA,"None",NA,9,1,"f003","B","visual"
"137","Alien3.bmp",41,"R","",NA,"None",NA,9,1,"f003","B","visual"
"138","Alien9.bmp",42,"R","",NA,"3",0.616959364619,9,1,"f003","B","visual"
"139","Alien4.bmp",43,"R","",NA,"None",NA,9,1,"f003","B","visual"
"140","Alien1.bmp",44,"R","",NA,"None",NA,9,1,"f003","B","visual"
"141","Alien10.bmp",45,"R","",NA,"None",NA,9,1,"f003","B","visual"
"142","Alien7.bmp",46,"R","",NA,"None",NA,9,1,"f003","B","visual"
"143","Alien7.bmp",47,"R","",NA,"None",NA,9,1,"f003","B","visual"
"144","Alien9.bmp",48,"R","",NA,"3",0.466998347547,9,1,"f003","B","visual"
"145","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"146","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"147","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"148","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"149","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"150","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"151","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"152","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"153","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"154","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"155","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"156","blank.png",0,"B","",NA,"None",NA,9,1,"f003","B","visual"
"157","Alien7.bmp",49,"R","",NA,"None",NA,9,1,"f003","B","visual"
"158","Alien1.bmp",50,"R","",NA,"None",NA,9,1,"f003","B","visual"
"159","Alien3.bmp",51,"R","",NA,"None",NA,9,1,"f003","B","visual"
"160","Alien10.bmp",52,"R","",NA,"None",NA,9,1,"f003","B","visual"
"161","Alien4.bmp",53,"R","",NA,"None",NA,9,1,"f003","B","visual"
"162","Alien5.bmp",54,"R","",NA,"None",NA,9,1,"f003","B","visual"
"163","Alien12.bmp",55,"R","",NA,"None",NA,9,1,"f003","B","visual"
"164","Alien11.bmp",56,"R","",NA,"None",NA,9,1,"f003","B","visual"
"165","Alien9.bmp",57,"R","",NA,"3",0.383682625834,9,1,"f003","B","visual"
"166","Alien10.bmp",58,"R","",NA,"None",NA,9,1,"f003","B","visual"
"167","Alien2.bmp",59,"R","",NA,"None",NA,9,1,"f003","B","visual"
"168","Alien8.bmp",60,"R","",NA,"None",NA,9,1,"f003","B","visual"
"169","Alien7.bmp",61,"R","",NA,"None",NA,9,1,"f003","B","visual"
"170","Alien5.bmp",62,"R","",NA,"None",NA,9,1,"f003","B","visual"
"171","Alien11.bmp",63,"R","",NA,"None",NA,9,1,"f003","B","visual"
"172","Alien12.bmp",64,"R","",NA,"None",NA,9,1,"f003","B","visual"
"173","Alien1.bmp",65,"R","",NA,"None",NA,9,1,"f003","B","visual"
"174","Alien4.bmp",66,"R","",NA,"None",NA,9,1,"f003","B","visual"
"175","Alien9.bmp",67,"R","",NA,"3",0.53363738535,9,1,"f003","B","visual"
"176","Alien6.bmp",68,"R","",NA,"None",NA,9,1,"f003","B","visual"
"177","Alien8.bmp",69,"R","",NA,"None",NA,9,1,"f003","B","visual"
"178","Alien2.bmp",70,"R","",NA,"None",NA,9,1,"f003","B","visual"
"179","Alien3.bmp",71,"R","",NA,"None",NA,9,1,"f003","B","visual"
"180","Alien6.bmp",72,"R","",NA,"None",NA,9,1,"f003","B","visual"
"181","A.png",73,"S","None",NA,"",NA,9,1,"f003","B","visual"
"182","J.png",74,"S","None",NA,"",NA,9,1,"f003","B","visual"
"183","F.png",75,"S","None",NA,"",NA,9,1,"f003","B","visual"
"184","M.png",76,"S","None",NA,"",NA,9,1,"f003","B","visual"
"185","K.png",77,"S","None",NA,"",NA,9,1,"f003","B","visual"
"186","B.png",78,"S","3",0.400331718847,"",NA,9,1,"f003","B","visual"
"187","E.png",79,"S","None",NA,"",NA,9,1,"f003","B","visual"
"188","L.png",80,"S","None",NA,"",NA,9,1,"f003","B","visual"
"189","H.png",81,"S","None",NA,"",NA,9,1,"f003","B","visual"
"190","D.png",82,"S","None",NA,"",NA,9,1,"f003","B","visual"
"191","G.png",83,"S","None",NA,"",NA,9,1,"f003","B","visual"
