"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","M.png",379,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"2","K.png",380,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"3","B.png",381,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"4","M.png",385,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"5","K.png",386,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"6","B.png",387,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"7","E.png",391,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"8","L.png",392,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"9","H.png",393,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"10","D.png",394,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"11","G.png",395,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"12","C.png",396,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"13","A.png",397,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"14","J.png",398,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"15","F.png",399,"S","3",0.050328718,"",NA,3,3,"f002","f_not_false","visual"
"16","M.png",400,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"17","K.png",401,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"18","B.png",402,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"19","D.png",403,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"20","G.png",404,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"21","C.png",405,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"22","E.png",406,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"23","L.png",407,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"24","H.png",408,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"25","A.png",409,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"26","J.png",410,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"27","F.png",411,"S","3",0.13364643,"",NA,3,3,"f002","f_not_false","visual"
"28","M.png",412,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"29","K.png",413,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
"30","B.png",414,"S","None",NA,"",NA,3,3,"f002","f_not_false","visual"
